,0
953,0.0
802,0.0
689,0.0
602,0.0
664,1.0
636,0.0
709,1.0
937,0.0
568,0.0
622,0.0
506,0.0
619,0.0
856,0.0
743,0.0
703,0.0
560,0.0
685,0.0
585,1.0
748,0.0
842,1.0
955,1.0
982,0.0
883,0.0
663,0.0
851,0.0
848,0.0
826,0.0
758,0.0
767,0.0
969,0.0
520,0.0
774,0.0
888,1.0
642,0.0
776,0.0
731,0.0
824,0.0
505,0.0
886,0.0
878,0.0
724,0.0
580,0.0
584,0.0
547,1.0
799,0.0
722,1.0
914,0.0
927,0.0
791,0.0
778,0.0
509,0.0
512,0.0
782,0.0
739,0.0
890,0.0
896,1.0
707,1.0
526,1.0
916,0.0
605,0.0
987,0.0
784,0.0
728,0.0
986,0.0
628,0.0
786,0.0
761,0.0
938,0.0
995,0.0
611,1.0
846,1.0
586,0.0
936,0.0
595,0.0
752,1.0
598,0.0
563,0.0
947,0.0
962,0.0
957,0.0
862,0.0
603,0.0
874,0.0
649,0.0
540,1.0
674,1.0
546,0.0
589,0.0
789,0.0
939,0.0
919,0.0
828,1.0
934,1.0
592,0.0
615,0.0
684,0.0
960,0.0
785,0.0
656,0.0
570,0.0
