,y
2319,0.0
2712,0.0
3776,0.0
3056,0.0
3838,1.0
2216,0.0
3268,0.0
3276,0.0
3008,0.0
2869,0.0
2398,0.0
3262,1.0
3923,0.0
2954,1.0
2919,0.0
3735,0.0
3671,1.0
2938,0.0
3202,0.0
2299,0.0
3534,0.0
3898,1.0
2856,0.0
3191,0.0
2604,0.0
3982,1.0
3495,0.0
2297,0.0
2663,1.0
2395,0.0
2561,0.0
3369,0.0
2329,1.0
2944,0.0
2890,0.0
3545,0.0
3697,1.0
2242,0.0
2192,1.0
3274,0.0
3802,0.0
2153,0.0
3489,0.0
3756,0.0
2178,1.0
2853,1.0
2506,0.0
3996,0.0
2749,0.0
2752,0.0
3368,0.0
3955,0.0
3760,0.0
3886,1.0
3926,1.0
2648,0.0
2352,0.0
3580,0.0
3725,0.0
2002,0.0
3455,0.0
3051,0.0
3620,0.0
3204,1.0
2842,0.0
2160,1.0
2514,0.0
2181,0.0
2388,0.0
2357,0.0
3779,0.0
2347,1.0
2183,0.0
3505,0.0
2213,0.0
3812,0.0
3890,0.0
3814,0.0
2940,1.0
2980,0.0
2982,0.0
2902,0.0
2610,0.0
3441,0.0
3454,0.0
2333,0.0
3121,0.0
3077,1.0
2176,1.0
3558,0.0
2446,0.0
2416,0.0
2879,0.0
2918,0.0
3386,0.0
3538,0.0
3371,1.0
2227,0.0
2616,0.0
3772,0.0
3943,0.0
2085,0.0
2231,0.0
3907,0.0
2806,0.0
3986,1.0
3064,1.0
3289,0.0
3785,0.0
2993,0.0
2643,0.0
3079,0.0
3277,0.0
3981,0.0
2467,0.0
2009,0.0
3813,0.0
3096,0.0
3260,0.0
3712,0.0
3392,0.0
2589,0.0
3974,0.0
2605,0.0
2351,0.0
3893,0.0
2828,0.0
2214,0.0
3639,1.0
3993,1.0
3828,0.0
2595,0.0
2584,1.0
3134,0.0
3231,0.0
3485,0.0
2821,0.0
2730,0.0
3980,0.0
3846,0.0
3494,0.0
3294,0.0
2054,0.0
2722,1.0
3975,0.0
2528,0.0
3123,0.0
2524,0.0
3879,0.0
2492,1.0
2922,1.0
3029,0.0
2093,0.0
2681,0.0
2911,0.0
2773,0.0
3139,0.0
3405,0.0
2845,0.0
2519,1.0
2420,0.0
3833,0.0
2244,0.0
3562,0.0
3491,0.0
2356,0.0
3205,0.0
2071,0.0
2207,0.0
2155,0.0
2349,0.0
2526,0.0
3853,0.0
2685,0.0
2984,0.0
2359,0.0
3218,0.0
2631,0.0
3269,0.0
2090,0.0
2608,0.0
3834,1.0
3025,1.0
2633,0.0
3241,0.0
2079,0.0
2237,0.0
3546,0.0
2877,0.0
3600,0.0
2905,0.0
2190,0.0
2558,0.0
3142,0.0
2564,0.0
2507,0.0
2829,0.0
2883,1.0
2921,0.0
2418,1.0
