r_type,t_type,eta_mean,gamma_mean,perc_recomm_found_mean,eta_obs_mean,eta_obs_individualized_mean,eta_obs_refits_batch0_mean_mean,gamma_obs_mean,intv-cost_mean,eta_std,gamma_std,perc_recomm_found_std,eta_obs_std,eta_obs_individualized_std,eta_obs_refits_batch0_mean_std,gamma_obs_std,intv-cost_std
individualized,acceptance,0.75,0.75,1.0,1.0,,0.715999980767568,0.9933333396911621,4.322666666666667,0.0,0.0,0.0,0.0,,0.1494121859595449,0.005773497185855025,0.6295397789920296
individualized,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.9173333446184794,0.9933333396911621,3.9490000000000003,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.018147557237683746,0.005773497185855025,0.7257912923148094
subpopulation,acceptance,0.75,0.75,1.0,0.9266666666666667,,0.6660000085830688,1.0,4.9830000000000005,0.0,0.0,0.0,0.02081665999466128,,0.10923370736100597,0.0,0.18809040379562228
subpopulation,acceptance,0.9499999999999998,0.9499999999999998,1.0,0.9966666666666667,,0.9180000424385071,0.996666669845581,4.171,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.005773502691896262,,0.013999985797221953,0.005773497185855025,0.6684601708404178
individualized,counterfactual,0.75,0.75,1.0,0.9966666666666667,,0.6813333630561829,0.996666669845581,4.865,0.0,0.0,0.0,0.005773502691896262,,0.11303684276117355,0.005773497185855025,0.9113852094476851
individualized,counterfactual,0.9499999999999998,0.9499999999999998,1.0,0.9966666666666667,,0.9159999887148539,0.996666669845581,4.322666666666667,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.005773502691896262,,0.02253885870301577,0.005773497185855025,0.6295397789920296
individualized,improvement,0.75,0.75,1.0,0.9933333333333333,1.0,0.9933333396911621,1.0,3.9490000000000003,0.0,0.0,0.0,0.011547005383792525,0.0,0.01154699437171005,0.0,0.7257912923148094
individualized,improvement,0.9499999999999998,0.9499999999999998,1.0,1.0,1.0,1.0,1.0,6.3919999999999995,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,0.0,0.0,0.0,0.7478074618509778
subpopulation,improvement,0.75,0.75,1.0,0.7999999999999999,,0.7973333597183228,1.0,4.030666666666666,0.0,0.0,0.0,0.026457513110645887,,0.029955542169545168,0.0,0.6623491023118643
subpopulation,improvement,0.9499999999999998,0.9499999999999998,1.0,0.8133333333333334,,0.8173333406448364,1.0,5.349333333333333,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.005773502691896198,,0.003055043647761548,0.0,0.5900138416455442
