,u_x1,u_x2,u_x3,u_y
2000,0.72922677,2.2597651,0.027742255,0.014416695
2001,-1.0251883,0.4680288,-0.14487827,0.70209885
2002,-0.989895,1.5529069,-0.003482918,0.8275175
2003,-0.7317609,-0.08410017,0.04129034,0.0047329664
2004,1.4071618,1.542126,-0.21044011,0.3379755
2005,-0.15879712,0.2489481,-0.12744306,0.60232854
2006,1.0558258,0.55438584,0.020461777,0.7267113
2007,-1.046352,-1.1112357,-0.046204213,0.61303115
2008,0.33561832,-0.048669532,-0.1472409,0.66820276
2009,-1.2825369,-0.22243515,0.09960212,0.32205427
2010,-1.0592357,0.44694304,0.13847668,0.6718031
2011,0.1546959,0.08272909,0.1844167,0.5745474
2012,0.72384286,1.2631892,-0.16553703,0.6766927
2013,-1.7605131,0.61291414,0.02532973,0.8462707
2014,0.41026774,0.8612644,-0.004158342,0.9771247
2015,-0.42063156,0.4105837,-0.21283011,0.8958236
2016,-0.15377255,0.33365113,-0.023572585,0.2500633
2017,0.10892187,0.41759768,0.009206407,0.30430412
2018,0.8061279,1.5433785,0.20254485,0.45670533
2019,0.8822191,-1.1350585,-0.1118959,0.5293846
2020,1.3706459,1.1170233,0.07038081,0.025678039
2021,-0.19274645,-0.1670577,0.041926723,0.3557706
2022,-0.9027415,-0.90587187,0.11536986,0.20484352
2023,0.79494053,0.077088326,0.045949742,0.094015
2024,1.328536,-0.71424794,0.1509523,0.3826294
2025,0.37970564,-1.4531502,0.044540714,0.63284063
2026,-1.7104414,0.18335794,0.11473071,0.796342
2027,-0.31154114,-0.110969275,0.1436727,0.326414
2028,0.7517616,-1.6110185,0.031618956,0.15467894
2029,1.4124045,-0.11835113,0.17135912,0.026367664
2030,1.7469213,1.1603694,0.13543141,0.963351
2031,0.0665336,-0.31498587,0.06587695,0.01646936
2032,0.5392046,-0.089201815,-0.0666176,0.79611623
2033,-1.391909,0.53975105,-0.171772,0.11134899
2034,0.4611089,1.795729,-0.11488905,0.1425581
2035,2.1196692,-0.5713792,-0.013404694,0.5361818
2036,-0.42907795,-0.75831765,0.009052477,0.41985714
2037,-0.5856479,-0.11966444,0.14792304,0.118386984
2038,-0.48204952,1.416015,0.064491265,0.6065395
2039,-1.3732269,-1.9225608,0.24519423,0.9352709
2040,1.0592344,-0.60098296,0.066284366,0.512854
2041,1.4907331,-0.31514665,-0.088323615,0.54913497
2042,0.45282212,0.5588511,0.10124006,0.023438454
2043,1.4720845,-1.4325438,0.0071575246,0.5761719
2044,0.39804605,1.3076122,0.16941646,0.041729093
2045,1.399888,-1.2947942,-0.049709167,0.5905063
2046,-1.7440977,-0.58589333,0.05044049,0.6917695
2047,0.063008584,0.25111237,0.10320272,0.20576513
2048,-0.28803274,-0.031070458,0.24356721,0.9993018
2049,-1.3173352,0.4908963,0.024363482,0.11359894
2050,-0.21176915,-0.81972533,0.06164059,0.5045575
2051,-1.3272029,1.4136176,0.02100913,0.70492196
2052,-0.5591524,0.43243378,-0.14930816,0.09097743
2053,0.5802171,0.31002948,0.22610341,0.094745874
2054,-1.5979062,0.5547018,0.049166504,0.8290019
2055,-0.4542152,-1.8377774,-0.26486564,0.20943427
2056,-0.046890166,-1.3351579,0.2402751,0.517416
2057,-0.63340527,0.96003467,0.0050360947,0.47370446
2058,0.8616775,0.49603176,-0.038322344,0.09817064
