r_type,t_type,x1_mean,x2_mean,x3_mean,causes_mean,non-causes_mean,x1_std,x2_std,x3_std,causes_std,non-causes_std,gamma
individualized,acceptance,0.6621768730844364,0.6328707474247128,1.852748294757337,3.1477959152664865,0.0,0.01037677186506951,0.2565902235494693,0.35354037420018286,0.5933727014441947,0.0,0.75
individualized,acceptance,0.5493333327770233,1.2199999985595544,2.350666671067476,4.120000002404054,0.0,0.1536923328888333,0.3319096245571241,0.8585251022368988,1.2497887924168865,0.0,0.85
individualized,acceptance,0.4300000001589457,0.8633333323895932,1.6966666620870432,2.989999994635582,0.0,0.09991996902425636,0.2690303552452576,0.0968366334438516,0.2837393201308522,0.0,0.9
individualized,acceptance,0.5920000002185505,0.7686666664580505,1.7119999979138374,3.072666664590438,0.0,0.3042893347070143,0.18311016717333548,0.15508707264663552,0.2982973935737837,0.0,0.9499999999999998
subpopulation,acceptance,0.6400000001291435,0.6579999987483025,1.9933333361546197,3.291333335032066,0.0,0.054442627664755355,0.3222607611196896,0.34855320125503647,0.6590123896227977,0.0,0.75
subpopulation,acceptance,0.4706666660010814,1.2833333357572554,2.235999999622504,3.9900000013808405,0.0,0.10159396249421723,0.2094214255902501,0.48005000087454236,0.723029744328378,0.0,0.85
subpopulation,acceptance,0.39885714317402066,0.8584217691756025,1.7578095203978672,3.0150884327474903,0.0,0.17193662740668067,0.265934554307182,0.2648764609347979,0.06136577283870307,0.0,0.9
subpopulation,acceptance,0.5306666682759921,0.8319999993244807,1.6613333338797094,3.024000001480182,0.0,0.3577727411503752,0.1415344496230762,0.0970429452508804,0.1593612252825653,0.0,0.9499999999999998
individualized,counterfactual,0.5855782314015895,0.5686258498926957,2.025306121621813,3.179510202916098,0.0,0.14293894661466985,0.2534807092142316,0.3403349893648752,0.5294952305158265,0.0,0.75
individualized,counterfactual,0.4506666690210501,1.1113333382904529,2.3839999980827167,3.94600000539422,0.0,0.20304022826915538,0.3285868763874216,0.7136161416762339,1.101128517925904,0.0,0.85
individualized,counterfactual,0.42631292522602343,1.0123537428529086,1.960612244125126,3.3992789122040583,0.0,0.11009628244372698,0.2513020100966483,0.2923483756969148,0.09609481327699555,0.0,0.9
individualized,counterfactual,0.5479999997516474,0.7366666673620541,1.8946666689316434,3.1793333360453446,0.0,0.38216750174881003,0.23571451632847076,0.2624296799954494,0.4059376048171882,0.0,0.9499999999999998
individualized,improvement,1.0753333339691162,1.2326666651566824,2.0779999966720744,4.385999995797873,0.0,0.05064911914801989,0.18878912413501595,0.2435816085981586,0.24615442430948303,0.0,0.75
individualized,improvement,1.2906666623055936,1.6613333290417989,2.692666652133068,5.64466664348046,0.0,0.07294747251927135,0.5829625477549767,0.5670778932295292,1.1730888034620877,0.0,0.85
individualized,improvement,1.2993333327770233,1.3439999969899656,2.2379999961853025,4.8813333259522915,0.0,0.08603100148751813,0.10293687421750931,0.39396954270340084,0.5676278136885318,0.0,0.9
individualized,improvement,1.4006666670242947,1.6539999962747098,2.8533333349823953,5.9079999982814,0.0,0.09867792716877435,0.15095694595375972,0.06646301446400789,0.07118988811574908,0.0,0.9499999999999998
subpopulation,improvement,1.0213333365619184,1.3206666652758916,2.33800000145038,4.68000000328819,0.0,0.020231988644877137,0.09819028796384645,0.0034641018044146467,0.08248636019399498,0.0,0.75
subpopulation,improvement,1.2633333333631356,1.7339999978741012,2.7446666645507016,5.741999995787938,0.0,0.14522166968106473,0.3968526113884406,0.09402837038633313,0.24374575732047746,0.0,0.85
subpopulation,improvement,1.1713333321611088,1.575333332439264,2.5113333321511746,5.257999996751547,0.0,0.05608327208659005,0.13285079094844923,0.1759242296124259,0.25821696298623303,0.0,0.9
subpopulation,improvement,1.4206666670342287,1.6439999994138876,3.166666664441427,6.2313333308895436,0.0,0.08329065903408285,0.10812954510138005,0.17276958962868447,0.15195175021303953,0.0,0.9499999999999998
