,y_hat
2617,False
3601,False
3414,False
2740,False
3697,False
2825,False
3259,False
2441,False
3167,False
3075,False
2438,False
3640,False
2586,False
3845,False
3603,False
2784,False
3531,False
3375,False
2562,False
3416,False
2611,False
2906,False
3327,False
2376,False
2413,False
3407,False
3561,False
2566,False
2744,False
3389,False
3964,False
3906,False
3673,False
3731,False
3269,False
2669,False
3750,False
2178,False
3802,False
2898,False
3191,False
3492,False
2327,False
3508,False
2569,False
2708,False
3849,False
3491,False
3499,False
2823,False
2090,False
2340,False
2177,False
2432,False
2696,False
3916,False
3686,False
2730,False
2023,False
3997,False
2197,False
2792,False
3613,False
2876,False
2017,False
3652,False
2024,False
3427,False
2511,False
3552,False
2370,False
2843,False
3938,False
2631,False
3688,False
3377,False
2405,False
3135,False
2333,False
3616,False
3519,False
2035,False
3273,False
2656,False
3580,False
3332,False
2418,False
3275,False
2937,False
2292,False
3018,False
3582,False
2619,False
3948,False
2198,False
2662,False
3207,False
2343,False
2098,False
3226,False
2504,False
3571,False
2929,False
2557,False
3865,False
3107,False
2541,False
2680,False
2827,False
2602,False
3887,False
2497,False
3856,False
3065,False
2072,False
2799,False
3857,False
2591,False
3270,False
2861,False
2888,False
3349,False
2803,False
3271,False
2480,False
3781,False
3641,False
2630,False
2211,False
3604,False
2445,False
3369,False
2495,False
2295,False
2179,False
2766,False
3496,False
2530,False
2523,False
2425,False
2633,False
3003,False
3622,False
3205,False
3564,False
2287,False
3309,False
3752,False
3965,False
3723,False
2345,False
3678,False
2698,False
2102,False
3432,False
3159,False
2873,False
2609,False
2482,False
3161,False
3194,False
2273,False
3132,False
3751,False
2709,False
3627,False
2301,False
2167,False
2458,False
2417,False
2570,False
3766,False
3281,False
3485,False
2642,False
3983,False
2583,False
2528,False
3314,False
2204,False
2705,False
2181,False
2215,False
3839,False
3528,False
2974,False
3510,False
2567,False
2014,False
2094,False
3617,False
3855,False
2973,False
3608,False
3769,False
3423,False
3227,False
2344,False
3975,False
3546,False
