,y_hat
1547,False
1881,False
1542,False
1110,False
1006,False
1139,False
1225,False
1426,False
1291,False
1008,False
1412,False
1704,False
1845,False
1941,False
1814,False
1272,False
1184,False
1410,False
1587,False
1349,False
1757,False
1117,False
1483,False
1070,False
1901,False
1082,False
1708,False
1888,False
1637,False
1083,False
1172,False
1946,False
1100,False
1875,False
1493,False
1217,False
1336,False
1697,False
1657,False
1046,False
1260,False
1384,False
1185,False
1422,False
1162,False
1516,False
1171,False
1804,False
1978,False
1433,False
1643,False
1554,False
1059,False
1005,False
1603,False
1164,False
1865,False
1263,False
1676,False
1833,False
1468,False
1094,False
1013,False
1063,False
1418,False
1521,False
1102,False
1982,False
1457,False
1563,False
1429,False
1680,False
1582,False
1036,False
1354,False
1864,False
1105,False
1028,False
1038,False
1041,False
1855,False
1555,False
1091,False
1661,False
1113,False
1895,False
1262,False
1319,False
1003,False
1841,False
1862,False
1305,False
1229,False
1691,False
1536,False
1127,False
1824,False
1243,False
1759,False
1290,False
