,senior-level_skill
2511,1.0
2221,1.0
3494,1.0
3340,1.0
3316,1.0
3257,1.0
2014,1.0
3058,1.0
2310,1.0
3667,1.0
2653,0.0
2964,1.0
3352,1.0
2446,0.0
3857,1.0
3211,1.0
2286,1.0
2856,1.0
3839,1.0
2362,1.0
3595,1.0
3323,1.0
2364,1.0
3992,1.0
3874,1.0
2525,1.0
2144,1.0
3997,1.0
3898,1.0
2316,1.0
3761,1.0
2805,1.0
3105,0.0
2871,1.0
3279,1.0
2065,1.0
3809,1.0
3708,1.0
2006,1.0
3645,1.0
3811,1.0
3656,1.0
2500,1.0
3186,1.0
2120,1.0
2149,1.0
3688,1.0
3018,1.0
3320,1.0
3484,1.0
2282,1.0
2578,1.0
2516,1.0
3551,1.0
3849,1.0
2291,1.0
2185,1.0
3996,1.0
2761,1.0
2636,1.0
2166,0.0
2507,1.0
2712,1.0
3801,1.0
3114,1.0
2126,1.0
2702,1.0
3909,1.0
3669,1.0
2514,1.0
3075,1.0
2366,1.0
3972,1.0
2974,1.0
2009,1.0
2697,1.0
2665,1.0
2304,1.0
2456,1.0
3786,1.0
2041,1.0
3431,1.0
2279,1.0
3561,1.0
2486,1.0
2716,1.0
2130,1.0
2648,1.0
2049,1.0
3943,1.0
3084,1.0
2244,1.0
2814,1.0
3344,1.0
2153,1.0
3440,1.0
2655,1.0
2898,1.0
2022,1.0
3129,1.0
3921,1.0
2901,1.0
2746,1.0
3154,1.0
3933,1.0
3741,0.0
3930,1.0
3883,1.0
2119,1.0
3125,1.0
2160,1.0
2391,1.0
3450,1.0
2622,1.0
2741,1.0
3048,1.0
2897,1.0
2017,1.0
3693,1.0
2079,1.0
2375,1.0
2499,1.0
2508,0.0
3557,1.0
2799,1.0
2633,1.0
3332,0.0
3390,1.0
2423,1.0
3586,1.0
2257,1.0
3659,1.0
3821,1.0
3423,1.0
2729,1.0
2373,1.0
3103,1.0
3205,1.0
3788,1.0
3193,1.0
3875,1.0
3527,1.0
2749,1.0
3111,1.0
3298,1.0
2931,1.0
2401,1.0
3512,1.0
3061,1.0
2117,1.0
3548,1.0
2546,1.0
3126,1.0
2781,0.0
2334,1.0
2263,1.0
2215,1.0
2313,1.0
3285,1.0
2828,1.0
3745,1.0
3492,1.0
3198,1.0
2464,1.0
3617,1.0
2797,1.0
2778,1.0
2428,0.0
3951,0.0
3371,1.0
2171,1.0
2880,1.0
3233,1.0
3917,1.0
3513,1.0
3442,1.0
3322,1.0
2907,1.0
2367,1.0
2154,1.0
2940,1.0
2650,1.0
3468,1.0
3681,1.0
3197,1.0
2181,1.0
3922,1.0
2902,1.0
2380,1.0
2764,1.0
2700,0.0
2788,1.0
2213,1.0
2048,1.0
3178,1.0
2054,1.0
2111,1.0
2453,1.0
2558,1.0
3092,0.0
