,y_hat
2169,False
3375,False
2005,False
2280,False
2795,False
3770,False
2416,False
3317,False
2938,False
3995,False
2839,False
3535,False
2157,False
2670,False
3990,False
3742,False
3628,False
2238,False
3392,False
2138,False
2899,False
3086,False
3228,False
3586,False
3221,False
3410,False
3933,False
3309,False
3856,False
2263,False
2029,False
3948,False
3986,False
2323,False
2104,False
3418,False
3193,False
3626,False
3310,False
3474,False
3231,False
3753,False
3368,False
3915,False
2628,False
3395,False
2559,False
2210,False
2304,False
3057,False
3580,False
2626,False
2932,False
3342,False
2637,False
2453,False
3837,False
2120,False
2723,False
2064,False
2248,False
3671,False
2918,False
3583,False
2953,False
3179,False
2878,False
3100,False
3834,False
3998,False
3603,False
3907,False
3901,False
3785,False
3445,False
3633,False
2940,False
3961,False
3582,False
2927,False
3548,False
2563,False
3980,False
2584,False
3466,False
2982,False
3886,False
2991,False
2561,False
3198,False
2227,False
2356,False
3079,False
2479,False
3028,False
2939,False
3756,False
2673,False
3396,False
2134,False
3442,False
2095,False
3507,False
3455,False
3649,False
3092,False
2117,False
3585,False
3479,False
2738,False
2259,False
2038,False
3564,False
2194,False
3695,False
3135,False
3477,False
3367,False
2269,False
2830,False
3725,False
3963,False
2094,False
3103,False
2220,False
2043,False
2972,False
2293,False
3131,False
2539,False
3027,False
3546,False
3102,False
2775,False
3258,False
3533,False
3636,False
2101,False
2076,False
3176,False
3763,False
3543,False
2126,False
2676,False
3700,False
2582,False
2166,False
2042,False
2497,False
2519,False
2115,False
3349,False
3801,False
2145,False
2449,False
2773,False
2646,False
3553,False
3274,False
2686,False
3041,False
3215,False
2082,False
3223,False
3982,False
2107,False
3458,False
3015,False
3556,False
3906,False
3812,False
2813,False
2527,False
3055,False
3873,False
2404,False
2929,False
2967,False
2423,False
3494,False
2314,False
3551,False
3743,False
3518,False
2326,False
3461,False
2959,False
3838,False
3557,False
3052,False
3490,False
2786,False
3202,False
3858,False
2544,False
2350,False
3150,False
2726,False
3620,False
2945,False
