,y
2214,1.0
2937,0.0
2876,0.0
3160,0.0
3650,1.0
3312,0.0
3033,0.0
2783,0.0
2939,0.0
3390,0.0
3362,1.0
3651,0.0
2138,0.0
2887,0.0
2390,0.0
3211,1.0
3844,1.0
2822,1.0
2204,0.0
2599,0.0
3217,0.0
3696,0.0
3449,0.0
3410,0.0
3412,1.0
3074,0.0
3700,0.0
3052,1.0
2229,0.0
2159,0.0
3339,0.0
2874,0.0
3036,0.0
2060,1.0
3953,1.0
3437,0.0
2541,0.0
2331,0.0
2418,0.0
3130,1.0
3417,0.0
3071,0.0
3532,1.0
3880,1.0
3405,1.0
3006,0.0
3534,0.0
2590,0.0
3409,0.0
2284,0.0
3194,1.0
3066,1.0
3364,0.0
2490,1.0
3855,1.0
3238,0.0
3886,0.0
2421,1.0
3348,0.0
2304,1.0
3657,0.0
2564,0.0
3465,1.0
3168,1.0
3460,1.0
2882,0.0
2056,0.0
3768,0.0
2416,0.0
2597,0.0
2863,0.0
2217,0.0
3604,1.0
2368,0.0
2158,1.0
3679,0.0
2664,1.0
2231,0.0
2107,1.0
3779,0.0
2339,0.0
3903,0.0
2353,0.0
3289,0.0
3345,0.0
3179,0.0
2002,1.0
3424,0.0
3342,0.0
3793,0.0
3322,0.0
2963,0.0
3433,0.0
2476,0.0
2449,0.0
2237,1.0
3044,0.0
3063,0.0
3620,0.0
3996,1.0
2833,0.0
2065,0.0
3309,0.0
2648,1.0
3578,0.0
3921,0.0
2969,1.0
2342,0.0
3284,0.0
3254,0.0
2682,0.0
3218,0.0
2569,0.0
2797,0.0
3634,0.0
2100,0.0
3368,0.0
3663,1.0
2636,1.0
2367,0.0
3319,0.0
3914,0.0
3576,0.0
3485,1.0
2188,0.0
2482,1.0
2532,0.0
3969,0.0
2787,0.0
3589,0.0
3758,0.0
3971,1.0
3267,1.0
3141,0.0
3307,1.0
3112,0.0
3134,1.0
2207,0.0
3945,0.0
2206,0.0
3456,0.0
2143,1.0
3235,0.0
3094,0.0
3147,0.0
2691,1.0
3638,0.0
3853,0.0
2039,1.0
2623,0.0
3058,0.0
2278,0.0
2688,0.0
3699,1.0
2742,0.0
2392,1.0
2737,0.0
2082,1.0
2480,1.0
3015,1.0
3944,0.0
3030,0.0
2950,0.0
3347,0.0
3541,0.0
3047,1.0
3237,1.0
2954,0.0
2520,1.0
3161,0.0
2295,1.0
3890,0.0
3727,1.0
3798,1.0
2739,0.0
3630,0.0
2859,1.0
3911,0.0
3113,1.0
3595,0.0
2777,1.0
2466,1.0
3397,0.0
2562,1.0
3715,1.0
2076,0.0
3159,0.0
3918,0.0
2794,0.0
2067,0.0
2750,1.0
2024,0.0
3817,0.0
3975,0.0
3605,1.0
2412,0.0
3579,0.0
2465,1.0
3871,0.0
2765,0.0
