,senior-level_skill
3939,1.0
2060,1.0
3645,1.0
3456,1.0
3203,1.0
3511,1.0
3435,1.0
2015,1.0
2007,1.0
2802,1.0
3938,1.0
2748,1.0
3680,1.0
3691,1.0
2887,1.0
3265,1.0
2155,1.0
3932,1.0
3733,1.0
2608,1.0
2269,1.0
2749,1.0
3641,1.0
2566,1.0
2338,1.0
2329,1.0
2220,1.0
2059,1.0
2620,1.0
3864,1.0
2496,0.0
2514,1.0
2078,1.0
2156,1.0
2493,0.0
2641,1.0
2980,0.0
2943,0.0
3271,1.0
2198,1.0
3541,1.0
2604,1.0
3305,1.0
2420,1.0
3222,1.0
3288,1.0
2006,1.0
2148,1.0
3917,1.0
3239,1.0
3252,1.0
3457,1.0
2438,1.0
3946,1.0
2899,1.0
2194,1.0
2813,1.0
3572,1.0
2757,1.0
3484,1.0
2232,1.0
2794,1.0
2160,1.0
2421,1.0
2173,1.0
3420,1.0
2494,1.0
2701,1.0
2828,1.0
3289,1.0
3298,1.0
3915,1.0
3303,1.0
3831,1.0
2974,1.0
3477,1.0
2473,1.0
3506,1.0
2868,0.0
3943,1.0
3884,1.0
3735,1.0
3746,1.0
3865,1.0
3024,0.0
2315,1.0
2515,1.0
2476,1.0
3062,1.0
3846,1.0
2756,1.0
2897,0.0
2386,1.0
3901,1.0
3990,1.0
2139,1.0
2718,1.0
3331,1.0
2789,1.0
2695,1.0
3859,1.0
2347,1.0
3838,1.0
3806,1.0
3977,1.0
3030,1.0
3443,1.0
3521,1.0
2267,1.0
3460,1.0
3509,1.0
2937,1.0
2455,1.0
2046,1.0
2377,1.0
2158,1.0
2744,1.0
3208,1.0
3357,1.0
3694,1.0
3517,1.0
3984,1.0
2978,1.0
2768,1.0
2635,1.0
2798,1.0
2993,1.0
3581,1.0
3181,1.0
2559,1.0
3854,1.0
2332,1.0
3515,1.0
2339,1.0
2462,1.0
3898,1.0
2806,1.0
3903,1.0
2925,1.0
2839,1.0
3593,1.0
3776,1.0
2272,1.0
2819,1.0
2088,1.0
3997,1.0
3292,1.0
2785,1.0
2911,1.0
3693,1.0
2781,1.0
2017,1.0
3277,1.0
3981,1.0
2164,1.0
3868,1.0
3801,1.0
3966,1.0
2380,1.0
2501,1.0
2630,1.0
2963,1.0
3764,1.0
3336,1.0
2767,1.0
3006,1.0
2908,1.0
3144,1.0
3752,1.0
3333,1.0
2355,1.0
3148,1.0
2884,1.0
2363,1.0
3104,1.0
3434,1.0
3688,1.0
3057,1.0
3944,1.0
2352,1.0
3613,1.0
3376,1.0
3334,1.0
3772,1.0
2121,1.0
3342,1.0
2835,1.0
3890,1.0
2364,1.0
3818,1.0
2114,1.0
3482,1.0
2737,1.0
2836,0.0
3813,1.0
2061,1.0
3719,1.0
3585,1.0
3109,1.0
3759,1.0
