,years_experience,degree
3939,2.0,1.0
2060,0.0,2.0
3645,0.0,3.0
3456,1.0,1.0
3203,0.0,3.0
3511,0.0,2.0
3435,0.0,3.0
2015,0.0,3.0
2007,0.0,2.0
2802,1.0,1.0
3938,0.0,1.0
2748,1.0,1.0
3680,0.0,2.0
3691,0.0,1.0
2887,0.0,2.0
3265,1.0,0.0
2155,1.0,1.0
3932,0.0,2.0
3733,0.0,3.0
2608,0.0,1.0
2269,2.0,1.0
2749,1.0,3.0
3641,0.0,3.0
2566,2.0,0.0
2338,0.0,2.0
2329,0.0,2.0
2220,3.0,1.0
2059,0.0,1.0
2620,0.0,2.0
3864,1.0,1.0
2496,1.0,1.0
2514,0.0,2.0
2078,1.0,1.0
2156,0.0,2.0
2493,0.0,3.0
2641,0.0,2.0
2980,1.0,1.0
2943,0.0,1.0
3271,0.0,2.0
2198,1.0,2.0
3541,1.0,1.0
2604,0.0,1.0
3305,0.0,3.0
2420,0.0,2.0
3222,1.0,1.0
3288,2.0,2.0
2006,0.0,1.0
2148,0.0,2.0
3917,0.0,2.0
3239,1.0,2.0
3252,1.0,3.0
3457,0.0,1.0
2438,0.0,3.0
3946,0.0,1.0
2899,0.0,2.0
2194,1.0,2.0
2813,1.0,1.0
3572,1.0,1.0
2757,0.0,3.0
3484,1.0,1.0
2232,1.0,1.0
2794,1.0,1.0
2160,0.0,2.0
2421,1.0,3.0
2173,1.0,1.0
3420,0.0,2.0
2494,1.0,3.0
2701,0.0,2.0
2828,2.0,1.0
3289,0.0,3.0
3298,0.0,1.0
3915,1.0,2.0
3303,0.0,1.0
3831,2.0,1.0
2974,1.0,1.0
3477,0.0,1.0
2473,1.0,2.0
3506,0.0,3.0
2868,1.0,1.0
3943,1.0,1.0
3884,1.0,1.0
3735,1.0,3.0
3746,0.0,2.0
3865,1.0,1.0
3024,1.0,1.0
2315,0.0,2.0
2515,0.0,2.0
2476,1.0,1.0
3062,1.0,1.0
3846,0.0,2.0
2756,2.0,1.0
2897,0.0,1.0
2386,1.0,1.0
3901,0.0,1.0
3990,0.0,3.0
2139,0.0,1.0
2718,0.0,1.0
3331,1.0,2.0
2789,0.0,2.0
2695,1.0,2.0
3859,1.0,1.0
2347,1.0,1.0
3838,0.0,2.0
3806,1.0,2.0
3977,0.0,2.0
3030,1.0,3.0
3443,1.0,3.0
3521,2.0,0.0
2267,0.0,3.0
3460,0.0,1.0
3509,0.0,3.0
2937,0.0,3.0
2455,0.0,3.0
2046,2.0,0.0
2377,2.0,1.0
2158,0.0,3.0
2744,0.0,3.0
3208,0.0,3.0
3357,0.0,2.0
3694,1.0,1.0
3517,1.0,2.0
3984,1.0,2.0
2978,1.0,1.0
2768,0.0,3.0
2635,1.0,1.0
2798,0.0,2.0
2993,0.0,2.0
3581,0.0,3.0
3181,1.0,2.0
2559,0.0,2.0
3854,0.0,2.0
2332,0.0,2.0
3515,0.0,2.0
2339,0.0,1.0
2462,1.0,2.0
3898,0.0,1.0
2806,2.0,0.0
3903,1.0,1.0
2925,0.0,3.0
2839,1.0,2.0
3593,1.0,1.0
3776,1.0,1.0
2272,1.0,3.0
2819,0.0,2.0
2088,0.0,3.0
3997,0.0,2.0
3292,0.0,3.0
2785,0.0,2.0
2911,0.0,3.0
3693,1.0,1.0
2781,1.0,1.0
2017,0.0,2.0
3277,1.0,1.0
3981,2.0,0.0
2164,1.0,1.0
3868,1.0,2.0
3801,1.0,1.0
3966,0.0,2.0
2380,0.0,1.0
2501,0.0,2.0
2630,1.0,1.0
2963,2.0,0.0
3764,0.0,3.0
3336,1.0,1.0
2767,1.0,2.0
3006,0.0,3.0
2908,2.0,1.0
3144,0.0,3.0
3752,1.0,3.0
3333,1.0,3.0
2355,1.0,2.0
3148,1.0,3.0
2884,0.0,2.0
2363,1.0,3.0
3104,0.0,3.0
3434,0.0,1.0
3688,3.0,1.0
3057,2.0,0.0
3944,2.0,1.0
2352,2.0,1.0
3613,1.0,1.0
3376,1.0,1.0
3334,2.0,0.0
3772,0.0,2.0
2121,1.0,1.0
3342,0.0,2.0
2835,0.0,2.0
3890,0.0,1.0
2364,0.0,3.0
3818,0.0,2.0
2114,2.0,0.0
3482,0.0,1.0
2737,0.0,2.0
2836,0.0,1.0
3813,2.0,0.0
2061,0.0,3.0
3719,0.0,2.0
3585,0.0,2.0
3109,2.0,0.0
3759,3.0,1.0
