,senior-level_skill
3939,0.0
2060,0.0
3645,0.0
3456,0.0
3203,0.0
3511,0.0
3435,0.0
2015,0.0
2007,0.0
2802,0.0
3938,0.0
2748,0.0
3680,0.0
3691,0.0
2887,0.0
3265,0.0
2155,0.0
3932,0.0
3733,0.0
2608,0.0
2269,0.0
2749,0.0
3641,0.0
2566,0.0
2338,0.0
2329,0.0
2220,0.0
2059,0.0
2620,0.0
3864,0.0
2496,0.0
2514,0.0
2078,0.0
2156,0.0
2493,0.0
2641,0.0
2980,0.0
2943,0.0
3271,0.0
2198,0.0
3541,0.0
2604,0.0
3305,0.0
2420,0.0
3222,0.0
3288,0.0
2006,0.0
2148,0.0
3917,0.0
3239,0.0
3252,0.0
3457,0.0
2438,0.0
3946,0.0
2899,0.0
2194,0.0
2813,0.0
3572,0.0
2757,0.0
3484,0.0
2232,0.0
2794,0.0
2160,0.0
2421,0.0
2173,0.0
3420,0.0
2494,0.0
2701,0.0
2828,0.0
3289,0.0
3298,0.0
3915,0.0
3303,0.0
3831,0.0
2974,0.0
3477,0.0
2473,0.0
3506,0.0
2868,0.0
3943,0.0
3884,0.0
3735,0.0
3746,0.0
3865,0.0
3024,0.0
2315,0.0
2515,0.0
2476,0.0
3062,0.0
3846,0.0
2756,0.0
2897,0.0
2386,0.0
3901,0.0
3990,0.0
2139,0.0
2718,0.0
3331,0.0
2789,0.0
2695,0.0
3859,0.0
2347,0.0
3838,0.0
3806,0.0
3977,0.0
3030,0.0
3443,0.0
3521,0.0
2267,0.0
3460,0.0
3509,0.0
2937,0.0
2455,0.0
2046,0.0
2377,0.0
2158,0.0
2744,0.0
3208,0.0
3357,0.0
3694,0.0
3517,0.0
3984,0.0
2978,0.0
2768,0.0
2635,0.0
2798,0.0
2993,0.0
3581,0.0
3181,0.0
2559,0.0
3854,0.0
2332,0.0
3515,0.0
2339,0.0
2462,0.0
3898,0.0
2806,0.0
3903,0.0
2925,0.0
2839,0.0
3593,0.0
3776,0.0
2272,0.0
2819,0.0
2088,0.0
3997,0.0
3292,0.0
2785,0.0
2911,0.0
3693,0.0
2781,0.0
2017,0.0
3277,0.0
3981,0.0
2164,0.0
3868,0.0
3801,0.0
3966,0.0
2380,0.0
2501,0.0
2630,0.0
2963,0.0
3764,0.0
3336,0.0
2767,0.0
3006,0.0
2908,0.0
3144,0.0
3752,0.0
3333,0.0
2355,0.0
3148,0.0
2884,0.0
2363,0.0
3104,0.0
3434,0.0
3688,0.0
3057,0.0
3944,0.0
2352,0.0
3613,0.0
3376,0.0
3334,0.0
3772,0.0
2121,0.0
3342,0.0
2835,0.0
3890,0.0
2364,0.0
3818,0.0
2114,0.0
3482,0.0
2737,0.0
2836,0.0
3813,0.0
2061,0.0
3719,0.0
3585,0.0
3109,0.0
3759,0.0
