,senior-level_skill
2377,1.0
2332,1.0
2863,1.0
3435,1.0
3339,1.0
3009,1.0
3071,1.0
3775,1.0
3369,1.0
2150,1.0
3874,1.0
2651,1.0
3222,1.0
2434,1.0
2738,1.0
2802,1.0
2291,1.0
2423,1.0
3233,1.0
2757,1.0
3314,1.0
2065,1.0
2275,1.0
3110,1.0
3006,1.0
2491,1.0
3000,1.0
3144,1.0
2861,1.0
3474,1.0
3574,1.0
2271,1.0
2033,1.0
3901,1.0
3035,1.0
3639,1.0
3030,1.0
2742,1.0
2539,1.0
2940,1.0
2625,1.0
2461,1.0
3226,1.0
2345,1.0
3966,1.0
3665,1.0
3074,1.0
3362,1.0
2380,1.0
2180,1.0
2524,1.0
3789,1.0
2048,1.0
3643,1.0
3396,1.0
3109,1.0
3877,1.0
3778,1.0
2923,1.0
2514,1.0
2064,1.0
3677,0.0
3463,1.0
2604,1.0
2955,1.0
2521,1.0
3584,1.0
2149,1.0
3555,1.0
2445,1.0
3460,1.0
3547,1.0
3434,1.0
2990,1.0
3017,1.0
2529,1.0
2874,1.0
3898,1.0
2640,1.0
2548,1.0
3225,1.0
3376,1.0
2936,1.0
3688,1.0
2403,1.0
3988,1.0
2457,1.0
2471,1.0
3120,1.0
3283,1.0
3984,1.0
3946,1.0
3411,1.0
3929,1.0
2672,1.0
3413,1.0
3635,1.0
2609,1.0
2815,1.0
2895,1.0
3515,1.0
2639,1.0
2853,1.0
3578,1.0
3185,1.0
2267,1.0
2987,1.0
2933,1.0
2503,0.0
3443,1.0
2493,0.0
2449,1.0
2148,1.0
3594,1.0
2362,1.0
2272,1.0
3810,1.0
2473,1.0
3572,1.0
2728,1.0
3921,1.0
2785,1.0
2060,1.0
3511,1.0
3735,1.0
2338,1.0
2476,1.0
3024,0.0
2766,1.0
2201,1.0
3252,1.0
3391,1.0
3554,1.0
3733,1.0
3122,1.0
3279,1.0
3472,1.0
2334,1.0
2349,1.0
2931,1.0
2331,1.0
3642,1.0
3487,1.0
3917,1.0
2538,1.0
3203,1.0
3759,1.0
2599,1.0
3208,1.0
2269,1.0
2084,1.0
2552,1.0
3838,1.0
3809,1.0
3315,1.0
2839,1.0
2317,1.0
2467,1.0
3864,1.0
2553,1.0
2911,1.0
3814,1.0
2977,1.0
3680,1.0
3062,1.0
2364,1.0
2701,1.0
2607,1.0
2820,1.0
2420,1.0
2865,1.0
2245,1.0
2654,1.0
2224,1.0
3969,1.0
3690,1.0
2007,1.0
2869,1.0
3803,1.0
2162,1.0
2076,1.0
2880,1.0
2819,1.0
3721,1.0
3998,1.0
3521,1.0
2429,1.0
2384,1.0
3284,1.0
2155,1.0
3974,1.0
3895,1.0
2515,1.0
2908,1.0
2460,1.0
3373,1.0
3403,1.0
3280,1.0
3118,0.0
2389,1.0
