,years_experience,degree
2377,1.0,2.0
2332,0.0,2.0
2863,0.0,1.0
3435,0.0,3.0
3339,1.0,1.0
3009,0.0,2.0
3071,2.0,0.0
3775,0.0,1.0
3369,0.0,3.0
2150,1.0,0.0
3874,1.0,0.0
2651,1.0,1.0
3222,1.0,1.0
2434,0.0,1.0
2738,2.0,0.0
2802,0.0,2.0
2291,2.0,1.0
2423,0.0,2.0
3233,1.0,0.0
2757,0.0,3.0
3314,1.0,1.0
2065,1.0,1.0
2275,0.0,1.0
3110,0.0,2.0
3006,0.0,3.0
2491,2.0,1.0
3000,0.0,2.0
3144,0.0,3.0
2861,0.0,1.0
3474,0.0,3.0
3574,0.0,2.0
2271,1.0,1.0
2033,2.0,0.0
3901,0.0,1.0
3035,0.0,2.0
3639,2.0,0.0
3030,1.0,3.0
2742,1.0,1.0
2539,0.0,1.0
2940,0.0,2.0
2625,0.0,2.0
2461,0.0,2.0
3226,1.0,1.0
2345,1.0,1.0
3966,0.0,2.0
3665,2.0,0.0
3074,0.0,2.0
3362,0.0,3.0
2380,0.0,1.0
2180,0.0,1.0
2524,2.0,0.0
3789,0.0,1.0
2048,1.0,3.0
3643,1.0,1.0
3396,0.0,3.0
3109,0.0,1.0
3877,0.0,1.0
3778,1.0,0.0
2923,1.0,1.0
2514,0.0,2.0
2064,1.0,1.0
3677,0.0,1.0
3463,0.0,3.0
2604,1.0,0.0
2955,0.0,2.0
2521,0.0,2.0
3584,1.0,1.0
2149,0.0,1.0
3555,1.0,2.0
2445,1.0,1.0
3460,0.0,1.0
3547,0.0,2.0
3434,0.0,1.0
2990,2.0,0.0
3017,1.0,0.0
2529,0.0,3.0
2874,1.0,3.0
3898,0.0,1.0
2640,0.0,2.0
2548,1.0,1.0
3225,2.0,2.0
3376,1.0,1.0
2936,0.0,1.0
3688,1.0,3.0
2403,0.0,1.0
3988,1.0,0.0
2457,1.0,3.0
2471,0.0,2.0
3120,0.0,3.0
3283,1.0,1.0
3984,1.0,2.0
3946,0.0,1.0
3411,2.0,0.0
3929,1.0,2.0
2672,2.0,2.0
3413,0.0,2.0
3635,0.0,2.0
2609,0.0,2.0
2815,1.0,1.0
2895,0.0,2.0
3515,1.0,1.0
2639,0.0,2.0
2853,1.0,1.0
3578,0.0,1.0
3185,0.0,1.0
2267,1.0,2.0
2987,1.0,1.0
2933,2.0,1.0
2503,0.0,1.0
3443,1.0,3.0
2493,0.0,3.0
2449,1.0,1.0
2148,1.0,1.0
3594,0.0,2.0
2362,1.0,1.0
2272,2.0,2.0
3810,1.0,3.0
2473,0.0,3.0
3572,1.0,1.0
2728,0.0,1.0
3921,0.0,3.0
2785,0.0,2.0
2060,1.0,1.0
3511,1.0,1.0
3735,1.0,3.0
2338,1.0,1.0
2476,0.0,1.0
3024,0.0,2.0
2766,0.0,3.0
2201,1.0,1.0
3252,1.0,3.0
3391,1.0,1.0
3554,2.0,0.0
3733,0.0,3.0
3122,0.0,3.0
3279,1.0,1.0
3472,0.0,1.0
2334,0.0,3.0
2349,1.0,1.0
2931,1.0,2.0
2331,0.0,1.0
3642,1.0,1.0
3487,2.0,0.0
3917,2.0,0.0
2538,1.0,1.0
3203,0.0,3.0
3759,1.0,3.0
2599,0.0,2.0
3208,1.0,2.0
2269,0.0,3.0
2084,1.0,1.0
2552,0.0,3.0
3838,2.0,0.0
3809,1.0,3.0
3315,0.0,2.0
2839,0.0,3.0
2317,1.0,2.0
2467,1.0,0.0
3864,1.0,1.0
2553,0.0,1.0
2911,0.0,3.0
3814,0.0,3.0
2977,0.0,3.0
3680,0.0,2.0
3062,0.0,2.0
2364,0.0,3.0
2701,0.0,2.0
2607,2.0,0.0
2820,1.0,2.0
2420,0.0,2.0
2865,0.0,2.0
2245,2.0,0.0
2654,0.0,2.0
2224,0.0,3.0
3969,0.0,2.0
3690,0.0,3.0
2007,0.0,2.0
2869,1.0,1.0
3803,0.0,2.0
2162,0.0,3.0
2076,0.0,1.0
2880,0.0,1.0
2819,0.0,2.0
3721,1.0,1.0
3998,0.0,2.0
3521,0.0,1.0
2429,0.0,3.0
2384,0.0,2.0
3284,1.0,2.0
2155,1.0,1.0
3974,0.0,3.0
3895,0.0,3.0
2515,0.0,2.0
2908,0.0,3.0
2460,0.0,2.0
3373,0.0,3.0
3403,1.0,2.0
3280,0.0,1.0
3118,2.0,0.0
2389,1.0,1.0
