,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.75,0.75,0.93,0.0,0.93,0.93,"[5.0, 5.0]",300.0,0.5,individualized,improvement,0,,0.923,0.09313699999999998
1,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,0,,0.236,0.09763949999999999
2,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,0,,0.24199999999999994,9.5
3,1.0,0.75,0.75,0.94,0.0,0.94,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,0,,0.931,0.09912649999999999
4,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,0,,0.257,9.75
5,1.0,0.75,0.75,0.92,0.0,0.915,0.92,"[5.0, 5.0]",300.0,0.5,individualized,improvement,1,,0.9179999999999999,0.1734075
6,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,1,,0.5569999999999999,0.17366950000000003
7,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,1,,0.549,9.7
8,1.0,0.75,0.75,0.92,0.0,0.915,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,1,,0.9179999999999999,0.18135300000000001
9,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,1,,0.5930000000000001,9.798994974874372
10,0.995,0.75,0.75,0.9396984924623115,0.0,0.9396984924623115,0.9396984924623115,"[5.0, 5.0]",300.0,0.5,individualized,improvement,2,,0.9396984924623115,0.108582
11,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,2,,0.475,0.110247
12,1.0,0.75,0.75,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,2,,0.479,9.65
13,1.0,0.75,0.75,0.92,0.0,0.92,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,2,,0.915,
