,y_hat
1792,False
1242,False
1759,False
1080,False
1383,False
1814,False
1350,False
1463,False
1072,False
1263,False
1810,False
1335,False
1936,False
1257,False
1909,False
1994,False
1247,False
1409,False
1026,False
1873,False
1861,False
1791,False
1800,False
1455,False
1244,False
1184,False
1804,False
1453,False
1580,False
1036,False
1859,False
1360,False
1952,False
1402,False
1430,False
1555,False
1073,False
1587,False
1767,False
1802,False
1386,False
1122,False
1491,False
1996,False
1799,False
1980,False
1855,False
1149,False
1492,False
1219,False
1286,False
1552,False
1630,False
1144,False
1853,False
1510,False
1918,False
1152,False
1865,False
1204,False
1672,False
1429,False
1467,False
1170,False
1043,False
1657,False
1103,False
1661,False
1111,False
1828,False
1285,False
1133,False
1164,False
1807,False
1971,False
1215,False
1776,False
1061,False
1472,False
1707,False
1881,False
1537,False
1880,False
1748,False
1764,False
1677,False
1025,False
1482,False
1614,False
1284,False
1065,False
1176,False
1563,False
1917,False
1223,False
1681,False
1676,False
1536,False
1674,False
1418,False
