,h_post,h_post_individualized
1662,0.68,
1883,0.58,
1533,0.58,
1374,0.58,
1839,1.0,
1658,1.0,
1154,0.68,
1415,1.0,
1845,0.68,
1353,1.0,
1413,0.68,
1692,1.0,
1868,0.64,
1332,0.68,
1882,0.78,
1292,0.68,
1777,0.68,
1724,1.0,
1539,0.68,
1440,1.0,
1918,0.66,
1093,0.68,
1455,0.68,
1293,1.0,
1904,0.68,
1131,1.0,
1606,0.68,
1524,1.0,
1334,0.68,
1913,0.68,
1346,0.68,
1425,0.52,
1145,1.0,
1680,0.68,
1809,1.0,
1452,0.64,
1900,0.68,
1764,0.66,
1578,1.0,
1759,0.68,
1589,0.68,
1283,0.68,
1560,0.62,
1869,1.0,
1427,1.0,
1182,0.9,
1607,0.72,
1518,0.68,
1235,0.62,
1206,0.68,
1880,0.68,
1528,0.68,
1326,1.0,
1580,1.0,
1966,0.68,
1144,0.68,
1008,0.68,
1284,0.58,
1248,0.68,
1581,0.68,
1687,1.0,
1128,1.0,
1014,0.68,
1896,0.58,
1666,0.64,
1729,0.68,
1306,0.68,
1731,0.56,
1804,1.0,
1373,0.68,
1236,0.68,
1394,1.0,
1166,1.0,
1141,0.68,
1483,0.68,
1106,0.9,
1681,0.62,
1275,1.0,
1734,0.68,
1302,0.64,
1529,1.0,
1992,1.0,
1305,0.68,
1245,0.94,
1781,0.64,
1717,1.0,
1337,0.94,
1501,0.68,
1001,0.68,
1592,0.68,
1108,0.68,
1643,1.0,
1202,1.0,
1796,0.68,
1268,0.68,
1011,0.68,
1331,0.68,
1259,1.0,
1791,0.94,
1983,0.68,
