,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,0.98,0.75,0.75,0.7653061151504517,0.10204081982374191,0.8877551020408163,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,2,,0.8632652163505554,4.101020408163265
1,1.0,0.75,0.75,0.23000000417232513,0.11999999731779099,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,2,,0.39000001549720764,1.716
2,1.0,0.75,0.75,0.20999999344348907,0.11999999731779099,0.85,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,2,,0.3840000033378601,1.7879999999999996
3,0.99,0.75,0.75,0.747474730014801,0.1111111119389534,0.8888888888888888,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,2,,0.8626262545585632,4.277777777777779
4,1.0,0.75,0.75,0.20999999344348907,0.11999999731779099,0.95,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,2,,0.38599997758865356,1.8199999999999996
5,1.0,0.75,0.75,0.20999999344348907,0.11999999731779099,0.85,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,counterfactual,2,,0.3840000033378601,1.7879999999999996
6,0.99,0.75,0.75,0.7272727489471436,0.07070706784725189,0.9292929292929293,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,1,,0.8282827138900757,3.5959595959595965
7,1.0,0.75,0.75,0.3799999952316284,0.07000000029802322,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,1,,0.40799999237060547,1.8639999999999999
8,1.0,0.75,0.75,0.3499999940395355,0.07000000029802322,0.95,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,1,,0.39800000190734863,2.0600000000000005
9,1.0,0.75,0.75,0.7300000190734863,0.07000000029802322,0.86,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,1,,0.7839999794960022,3.3930000000000002
10,1.0,0.75,0.75,0.28999999165534973,0.07000000029802322,0.91,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,1,,0.42799997329711914,1.9800000000000002
11,1.0,0.75,0.75,0.3499999940395355,0.07000000029802322,0.95,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,counterfactual,1,,0.39800000190734863,2.0600000000000005
12,0.97,0.75,0.75,0.8247422575950623,0.12371134012937546,0.7938144329896907,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,0,,0.7134020924568176,3.5340206185567005
13,1.0,0.75,0.75,0.27000001072883606,0.15000000596046448,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,,0.5139999985694885,1.8009999999999997
14,1.0,0.75,0.75,0.2800000011920929,0.15000000596046448,0.94,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,0,,0.5059999823570251,1.964
15,0.96,0.75,0.75,0.7916666865348816,0.1145833358168602,0.7604166666666666,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,,0.7270833253860474,3.814583333333333
16,1.0,0.75,0.75,0.2800000011920929,0.15000000596046448,0.95,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,,0.5000000596046448,1.865
17,1.0,0.75,0.75,0.2800000011920929,0.15000000596046448,0.94,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,counterfactual,0,,0.5059999823570251,1.964
