,y_hat
1996,False
1776,False
1158,False
1954,False
1993,False
1256,False
1779,False
1958,False
1490,False
1486,False
1863,False
1165,False
1278,False
1189,False
1623,False
1353,False
1348,False
1391,False
1581,False
1398,False
1031,False
1305,False
1687,False
1127,False
1476,False
1042,False
1126,False
1089,False
1199,False
1453,False
1302,False
1968,False
1762,False
1288,False
1570,False
1851,False
1890,False
1373,False
1720,False
1424,False
1693,False
1282,False
1250,False
1002,False
1369,False
1847,False
1665,False
1928,False
1615,False
1333,False
1203,False
1371,False
1226,False
1567,False
1738,False
1049,False
1559,False
1111,False
1025,False
1357,False
1434,False
1161,False
1579,False
1385,False
1942,False
1194,False
1960,False
1966,False
1739,False
1772,False
1276,False
1539,False
1758,False
1211,False
1704,False
1655,False
1562,False
1382,False
1284,False
1057,False
1204,False
1642,False
1141,False
1998,False
1637,False
1519,False
1139,False
1750,False
1220,False
1516,False
1742,False
1629,False
1612,False
1379,False
1053,False
1550,False
1218,False
1268,False
1074,False
1084,False
