,senior-level_skill
2976,1.0
3376,1.0
2561,1.0
2373,1.0
3453,1.0
3038,1.0
3075,1.0
3251,1.0
2964,1.0
2392,1.0
3921,1.0
2820,1.0
2184,1.0
2538,1.0
3813,1.0
2638,1.0
3998,1.0
3667,1.0
3199,1.0
2775,0.0
3892,1.0
2365,1.0
3403,1.0
2853,1.0
3529,1.0
3360,1.0
3172,1.0
2383,1.0
2975,1.0
2615,1.0
3254,1.0
2758,1.0
2113,1.0
3277,1.0
3195,1.0
2792,1.0
2630,1.0
3922,1.0
2275,1.0
3885,1.0
3073,1.0
2523,1.0
3247,1.0
2175,1.0
2261,1.0
3601,1.0
3841,1.0
3366,1.0
2907,1.0
2195,1.0
3165,1.0
3286,1.0
2569,1.0
2322,1.0
2947,1.0
2018,1.0
3856,1.0
3442,1.0
2084,1.0
3969,1.0
2855,1.0
3216,1.0
2530,1.0
2207,1.0
3767,1.0
3820,1.0
3621,1.0
2464,1.0
2774,1.0
2628,1.0
3085,1.0
3634,1.0
3079,1.0
3112,1.0
3519,1.0
3463,1.0
3842,1.0
2482,1.0
3826,1.0
3339,1.0
3872,1.0
3409,1.0
3274,1.0
2017,1.0
2323,1.0
3143,1.0
2243,1.0
3178,1.0
2908,1.0
3785,1.0
3687,1.0
2440,1.0
3179,1.0
3822,1.0
2066,1.0
3192,1.0
2717,1.0
2623,1.0
3094,1.0
3373,1.0
3375,1.0
2280,1.0
3891,1.0
3312,1.0
3191,1.0
2314,1.0
2687,1.0
2171,1.0
3311,1.0
2101,1.0
2329,1.0
2689,1.0
3848,1.0
2724,1.0
2807,1.0
3207,1.0
2160,1.0
3919,1.0
3139,1.0
2680,1.0
3396,1.0
3483,1.0
2625,1.0
3981,1.0
2385,1.0
2298,1.0
2896,1.0
3137,1.0
3437,1.0
3100,1.0
2186,1.0
2201,1.0
2419,1.0
2033,1.0
3316,1.0
2460,1.0
3130,1.0
2274,1.0
3675,1.0
2746,1.0
2258,1.0
2136,1.0
3119,1.0
3022,1.0
2128,1.0
2178,1.0
2739,1.0
2614,1.0
3680,1.0
3630,1.0
2340,1.0
2806,1.0
3786,1.0
3745,1.0
2770,1.0
3329,1.0
2683,1.0
3570,1.0
3465,1.0
2757,1.0
3669,1.0
3952,1.0
3918,1.0
2350,1.0
3351,1.0
3156,1.0
3170,1.0
3581,1.0
2260,1.0
3016,1.0
2703,1.0
3520,1.0
2535,0.0
3244,1.0
3798,1.0
2914,1.0
2789,1.0
2872,1.0
3720,1.0
3284,1.0
2599,1.0
3576,1.0
2624,1.0
2741,1.0
3643,1.0
3439,0.0
3008,1.0
2351,0.0
3696,1.0
3821,1.0
3253,1.0
2527,1.0
3974,1.0
2550,1.0
2131,1.0
2378,1.0
2467,1.0
3236,1.0
3196,1.0
3036,1.0
