,years_experience,degree
2976,0.0,2.0
3376,0.0,2.0
2561,1.0,1.0
2373,0.0,2.0
3453,1.0,2.0
3038,1.0,2.0
3075,0.0,2.0
3251,1.0,2.0
2964,1.0,2.0
2392,0.0,3.0
3921,1.0,2.0
2820,0.0,2.0
2184,1.0,2.0
2538,1.0,2.0
3813,0.0,3.0
2638,1.0,1.0
3998,0.0,1.0
3667,0.0,2.0
3199,0.0,2.0
2775,0.0,2.0
3892,0.0,1.0
2365,0.0,2.0
3403,3.0,1.0
2853,2.0,0.0
3529,1.0,1.0
3360,0.0,2.0
3172,1.0,1.0
2383,3.0,0.0
2975,1.0,1.0
2615,0.0,2.0
3254,1.0,2.0
2758,0.0,1.0
2113,1.0,2.0
3277,3.0,1.0
3195,1.0,1.0
2792,1.0,2.0
2630,0.0,3.0
3922,1.0,1.0
2275,0.0,2.0
3885,1.0,1.0
3073,1.0,1.0
2523,0.0,3.0
3247,0.0,2.0
2175,0.0,1.0
2261,2.0,0.0
3601,3.0,1.0
3841,0.0,2.0
3366,0.0,2.0
2907,1.0,1.0
2195,1.0,1.0
3165,1.0,1.0
3286,2.0,1.0
2569,0.0,2.0
2322,0.0,1.0
2947,0.0,2.0
2018,0.0,1.0
3856,2.0,0.0
3442,0.0,2.0
2084,1.0,1.0
3969,0.0,2.0
2855,1.0,1.0
3216,0.0,2.0
2530,1.0,1.0
2207,0.0,1.0
3767,0.0,2.0
3820,0.0,3.0
3621,2.0,0.0
2464,2.0,0.0
2774,2.0,0.0
2628,1.0,3.0
3085,0.0,1.0
3634,1.0,1.0
3079,0.0,2.0
3112,1.0,2.0
3519,0.0,3.0
3463,1.0,1.0
3842,0.0,1.0
2482,0.0,2.0
3826,0.0,1.0
3339,0.0,2.0
3872,1.0,1.0
3409,0.0,2.0
3274,1.0,1.0
2017,1.0,1.0
2323,0.0,3.0
3143,0.0,1.0
2243,0.0,1.0
3178,2.0,0.0
2908,0.0,1.0
3785,1.0,3.0
3687,0.0,2.0
2440,0.0,2.0
3179,0.0,2.0
3822,1.0,1.0
2066,1.0,2.0
3192,1.0,2.0
2717,0.0,3.0
2623,2.0,0.0
3094,1.0,1.0
3373,1.0,0.0
3375,0.0,2.0
2280,2.0,0.0
3891,0.0,2.0
3312,0.0,2.0
3191,0.0,2.0
2314,1.0,1.0
2687,0.0,2.0
2171,3.0,1.0
3311,0.0,2.0
2101,1.0,1.0
2329,0.0,2.0
2689,2.0,0.0
3848,0.0,2.0
2724,0.0,2.0
2807,0.0,2.0
3207,1.0,1.0
2160,2.0,1.0
3919,0.0,2.0
3139,2.0,2.0
2680,2.0,0.0
3396,2.0,0.0
3483,1.0,1.0
2625,0.0,1.0
3981,0.0,2.0
2385,2.0,0.0
2298,2.0,0.0
2896,1.0,1.0
3137,0.0,1.0
3437,0.0,3.0
3100,0.0,3.0
2186,0.0,2.0
2201,0.0,2.0
2419,0.0,1.0
2033,1.0,2.0
3316,0.0,2.0
2460,0.0,3.0
3130,0.0,3.0
2274,2.0,1.0
3675,1.0,1.0
2746,0.0,3.0
2258,2.0,1.0
2136,2.0,0.0
3119,2.0,1.0
3022,1.0,1.0
2128,2.0,1.0
2178,0.0,1.0
2739,3.0,1.0
2614,1.0,3.0
3680,2.0,0.0
3630,0.0,1.0
2340,0.0,3.0
2806,2.0,1.0
3786,0.0,2.0
3745,1.0,1.0
2770,0.0,3.0
3329,2.0,2.0
2683,0.0,3.0
3570,1.0,1.0
3465,0.0,1.0
2757,0.0,2.0
3669,1.0,1.0
3952,0.0,2.0
3918,0.0,2.0
2350,1.0,2.0
3351,1.0,2.0
3156,2.0,0.0
3170,0.0,1.0
3581,2.0,2.0
2260,1.0,1.0
3016,0.0,2.0
2703,1.0,3.0
3520,1.0,2.0
2535,0.0,2.0
3244,1.0,1.0
3798,1.0,3.0
2914,0.0,2.0
2789,1.0,3.0
2872,1.0,3.0
3720,0.0,2.0
3284,2.0,0.0
2599,2.0,0.0
3576,1.0,2.0
2624,0.0,2.0
2741,0.0,2.0
3643,1.0,2.0
3439,0.0,1.0
3008,0.0,3.0
2351,0.0,1.0
3696,2.0,1.0
3821,0.0,1.0
3253,1.0,1.0
2527,0.0,3.0
3974,1.0,1.0
2550,0.0,3.0
2131,0.0,2.0
2378,1.0,2.0
2467,2.0,1.0
3236,1.0,1.0
3196,0.0,3.0
3036,2.0,0.0
