,y
1752,1.0
1025,1.0
1333,1.0
1839,1.0
1118,1.0
1107,1.0
1451,1.0
1804,1.0
1748,1.0
1788,1.0
1263,1.0
1380,1.0
1376,1.0
1305,1.0
1661,1.0
1978,1.0
1846,1.0
1791,1.0
1890,1.0
1697,1.0
1276,1.0
1613,1.0
1253,1.0
1016,1.0
1759,1.0
1538,1.0
1980,1.0
1357,1.0
1260,1.0
1379,1.0
1744,1.0
1862,1.0
1234,1.0
1767,1.0
1541,1.0
1671,1.0
1917,1.0
1525,1.0
1942,1.0
1184,1.0
1100,1.0
1885,1.0
1336,1.0
1876,1.0
1952,1.0
1478,1.0
1359,1.0
1673,1.0
1675,1.0
1792,1.0
1023,1.0
1603,0.0
1493,1.0
1004,1.0
1431,1.0
1537,1.0
1761,1.0
1351,1.0
1304,1.0
1496,1.0
1790,1.0
1148,1.0
1220,1.0
1257,1.0
1335,1.0
1554,1.0
1097,1.0
1454,1.0
1436,1.0
1127,1.0
1491,1.0
1028,1.0
1676,1.0
1668,1.0
1171,1.0
1104,1.0
1068,1.0
1802,1.0
1113,1.0
1444,1.0
1038,1.0
1938,1.0
1211,1.0
1041,1.0
1421,1.0
1390,1.0
1344,1.0
1468,1.0
1223,1.0
1730,1.0
1954,1.0
1925,1.0
1632,1.0
1238,1.0
1365,1.0
1636,1.0
1231,1.0
1567,1.0
1340,1.0
1863,1.0
