,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.85,0.85,0.8949999809265137,0.19499999284744263,0.98,0.91,"[1.0, 1.0]",300.0,0.5,individualized,improvement,8,"[[-0.00986023396149176, 0.06233044670858692, 0.9645994496318194], [-0.44021934559250586]]",0.9850000143051147,2.563
1,1.0,0.85,0.85,0.2750000059604645,0.19499999284744263,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,8,"[[-0.00986023396149176, 0.06233044670858692, 0.9645994496318194], [-0.44021934559250586]]",0.6039999723434448,2.3545
2,1.0,0.85,0.85,0.19499999284744263,0.19499999284744263,0.99,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,8,"[[-0.00986023396149176, 0.06233044670858692, 0.9645994496318194], [-0.44021934559250586]]",0.5160000324249268,2.485
3,1.0,0.85,0.85,0.8650000095367432,0.19499999284744263,0.935,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,8,"[[-0.00986023396149176, 0.06233044670858692, 0.9645994496318194], [-0.44021934559250586]]",0.9369999766349792,2.4275
4,1.0,0.85,0.85,0.22499999403953552,0.19499999284744263,0.96,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,8,"[[-0.00986023396149176, 0.06233044670858692, 0.9645994496318194], [-0.44021934559250586]]",0.531000018119812,2.429
5,1.0,0.85,0.85,0.19499999284744263,0.19499999284744263,0.99,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,counterfactual,8,"[[-0.00986023396149176, 0.06233044670858692, 0.9645994496318194], [-0.44021934559250586]]",0.5160000324249268,2.485
6,1.0,0.85,0.85,0.8450000286102295,0.11999999731779099,0.975,0.96,"[1.0, 1.0]",300.0,0.5,individualized,improvement,9,"[[0.08222969763348964, -0.09519129125158676, 0.9717006269210064], [-0.6081413612882469]]",0.9829999804496765,2.5140000000000002
7,1.0,0.85,0.85,0.1899999976158142,0.11999999731779099,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,9,"[[0.08222969763348964, -0.09519129125158676, 0.9717006269210064], [-0.6081413612882469]]",0.4780000150203705,2.1605
8,1.0,0.85,0.85,0.125,0.11999999731779099,0.95,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,9,"[[0.08222969763348964, -0.09519129125158676, 0.9717006269210064], [-0.6081413612882469]]",0.3449999988079071,2.2835
9,1.0,0.85,0.85,0.824999988079071,0.11999999731779099,0.925,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,9,"[[0.08222969763348964, -0.09519129125158676, 0.9717006269210064], [-0.6081413612882469]]",0.9300000071525574,2.398
