,0
1147,1.0
1306,1.0
1158,1.0
1332,1.0
1246,1.0
1546,1.0
1202,1.0
1256,1.0
1708,1.0
1821,1.0
1612,1.0
1062,1.0
1362,1.0
1281,1.0
1324,1.0
1439,1.0
1008,1.0
1459,1.0
1199,1.0
1977,1.0
1649,1.0
1368,1.0
1479,1.0
1482,1.0
1346,1.0
1588,1.0
1580,1.0
1983,1.0
1042,1.0
1945,1.0
1848,1.0
1014,1.0
1992,1.0
1245,1.0
1520,1.0
1239,1.0
1981,1.0
1528,1.0
1106,1.0
1589,1.0
1873,1.0
1928,1.0
1902,1.0
1659,1.0
1006,1.0
1562,1.0
1637,1.0
1402,1.0
1405,1.0
1731,1.0
1288,1.0
1025,1.0
1859,1.0
1089,1.0
1516,1.0
1578,1.0
1960,1.0
1993,1.0
1733,1.0
1133,1.0
1779,1.0
1301,1.0
1309,1.0
1348,1.0
1030,1.0
1906,1.0
1539,1.0
1776,1.0
1969,1.0
1627,1.0
1688,1.0
1556,1.0
1518,1.0
1434,1.0
1114,1.0
1842,1.0
1494,1.0
1001,1.0
1074,1.0
1015,1.0
1361,1.0
1255,1.0
1270,1.0
1161,1.0
1452,1.0
1353,1.0
1276,1.0
1093,1.0
1768,1.0
1746,1.0
1558,1.0
1171,1.0
1809,1.0
1606,1.0
1491,1.0
1313,1.0
1759,1.0
1593,1.0
1554,1.0
1828,1.0
