,0
820,1.0
579,0.0
846,0.0
735,1.0
620,0.0
703,0.0
739,0.0
961,1.0
750,0.0
910,1.0
803,0.0
966,0.0
679,1.0
577,0.0
540,0.0
869,0.0
723,0.0
595,0.0
714,1.0
984,0.0
655,0.0
746,0.0
748,0.0
880,0.0
611,0.0
902,0.0
658,1.0
837,1.0
975,1.0
732,0.0
510,0.0
664,0.0
947,1.0
828,0.0
535,1.0
586,0.0
574,0.0
602,1.0
578,0.0
738,0.0
533,0.0
661,0.0
715,0.0
612,0.0
907,0.0
862,0.0
635,0.0
859,1.0
583,0.0
811,0.0
552,0.0
582,0.0
654,0.0
717,1.0
558,0.0
629,0.0
782,0.0
830,0.0
633,1.0
806,0.0
608,0.0
676,1.0
657,0.0
546,0.0
538,0.0
831,0.0
651,0.0
518,1.0
876,0.0
563,0.0
744,0.0
623,1.0
702,0.0
663,1.0
506,0.0
758,1.0
671,0.0
785,0.0
922,0.0
821,1.0
976,0.0
718,0.0
949,0.0
511,0.0
864,0.0
823,0.0
840,1.0
965,0.0
681,0.0
601,0.0
519,0.0
534,0.0
928,1.0
713,0.0
706,0.0
777,0.0
899,0.0
998,1.0
591,0.0
844,0.0
