,y
3835,0.0
3450,0.0
2772,1.0
3763,0.0
3106,0.0
2296,0.0
2658,1.0
3584,0.0
2618,0.0
3819,0.0
2471,0.0
2700,0.0
3830,1.0
3044,0.0
2992,0.0
2643,0.0
2574,0.0
2403,0.0
3195,0.0
2529,0.0
3318,0.0
3769,0.0
2563,0.0
2244,1.0
2921,1.0
2123,0.0
3338,0.0
2676,0.0
2184,0.0
3888,0.0
3530,0.0
3104,0.0
3513,0.0
3028,0.0
2620,0.0
3576,0.0
2031,0.0
3645,0.0
3477,0.0
2753,0.0
3157,0.0
2360,1.0
2259,0.0
2822,0.0
3615,0.0
3014,0.0
3349,0.0
2603,0.0
2349,1.0
2925,0.0
2871,1.0
2823,0.0
3451,1.0
3071,0.0
2239,0.0
3897,1.0
3750,0.0
3276,0.0
3240,1.0
2019,0.0
3694,0.0
3149,0.0
3316,0.0
3746,0.0
3134,0.0
3311,0.0
2117,1.0
2545,1.0
2132,0.0
3243,0.0
2062,0.0
2163,0.0
3983,0.0
3466,0.0
2633,0.0
2965,0.0
3882,0.0
2974,0.0
2419,0.0
2324,0.0
3868,0.0
3197,1.0
3555,0.0
2621,0.0
2720,0.0
2982,0.0
2567,0.0
2528,0.0
3935,0.0
2736,0.0
2103,0.0
2539,0.0
3274,0.0
3723,0.0
3067,0.0
2821,0.0
3086,0.0
2534,0.0
2174,0.0
2842,0.0
3980,0.0
3312,0.0
3365,0.0
3410,0.0
2298,0.0
2486,0.0
3258,0.0
3604,0.0
3405,0.0
2634,0.0
2912,0.0
2622,0.0
2580,0.0
2930,0.0
3949,0.0
3464,0.0
3261,0.0
3219,0.0
2281,0.0
2875,0.0
3933,1.0
2599,0.0
3373,0.0
2405,1.0
3221,0.0
3056,0.0
2219,0.0
2938,0.0
3101,0.0
3516,1.0
3306,0.0
2878,0.0
3752,0.0
3019,0.0
3762,0.0
3751,0.0
2531,0.0
3215,0.0
3821,0.0
3009,0.0
2144,0.0
3418,0.0
2326,0.0
2040,0.0
2923,1.0
3140,0.0
3286,1.0
2916,0.0
3155,0.0
2501,0.0
3801,1.0
2693,1.0
2399,0.0
2638,0.0
3546,1.0
2983,0.0
2152,0.0
3918,0.0
2041,0.0
2978,0.0
3045,0.0
2191,0.0
2496,0.0
3779,1.0
2025,0.0
3089,0.0
3671,1.0
2141,1.0
2945,0.0
2649,0.0
3773,1.0
3557,0.0
2229,0.0
3431,0.0
2773,0.0
3406,0.0
2989,0.0
3123,1.0
2105,0.0
2755,0.0
3865,0.0
3307,0.0
2127,0.0
3432,0.0
2710,0.0
2614,1.0
3158,0.0
2558,0.0
2461,0.0
2340,0.0
2542,0.0
2108,0.0
2616,0.0
3532,0.0
3161,0.0
3648,0.0
3790,0.0
2854,0.0
3812,0.0
3842,0.0
