,y_hat
1353,False
1345,False
1009,False
1099,False
1958,False
1453,False
1218,False
1263,False
1157,False
1423,False
1630,False
1395,False
1014,False
1791,False
1384,False
1000,False
1538,False
1759,False
1473,False
1069,False
1390,False
1527,False
1650,False
1779,False
1083,False
1937,False
1931,False
1480,False
1025,False
1785,False
1249,False
1898,False
1845,False
1971,False
1427,False
1209,False
1137,False
1088,False
1065,False
1127,False
1566,False
1273,False
1168,False
1790,False
1637,False
1510,False
1748,False
1097,False
1161,False
1246,False
1467,False
1551,False
1094,False
1919,False
1027,False
1792,False
1811,False
1976,False
1225,False
1364,False
1433,False
1330,False
1184,False
1592,False
1238,False
1688,False
1155,False
1336,False
1714,False
1963,False
1537,False
1039,False
1020,False
1432,False
1668,False
1468,False
1043,False
1337,False
1675,False
1357,False
1401,False
1247,False
1028,False
1139,False
1804,False
1253,False
1499,False
1073,False
1230,False
1576,False
1299,False
1857,False
1516,False
1016,False
1704,False
1356,False
1613,False
1674,False
1015,False
1379,False
