,x1,x2
1832,0.0,4.2
1330,1.1,2.2
1365,1.8,3.7
1838,1.9,-0.0
1717,1.2,2.1
1272,2.1,4.1
1857,1.0,0.0
1890,1.2,2.3
1025,0.1,5.0
1710,0.9,-0.0
1402,1.4,4.1
1582,1.5,0.0
1399,1.7,-0.0
1769,0.9,0.0
1669,1.6,-0.0
1451,1.2,-0.0
1253,0.9,0.0
1184,1.2,-0.0
1786,2.7,5.3
1791,1.5,0.0
1954,0.2,3.1
1767,1.0,-0.0
1238,0.4,3.3
1782,1.1,0.0
1354,0.2,3.8
1545,1.3,2.3
1805,1.6,-0.0
1220,0.1,3.2
1759,1.2,2.5
1127,2.8,6.9
1748,1.2,2.1
1493,2.5,4.9
1357,1.3,-0.0
1969,0.8,0.0
1113,1.2,-0.0
1383,1.1,2.6
1023,1.1,0.0
1575,1.0,0.0
1097,1.6,0.0
1107,1.3,2.4
1696,2.0,0.0
1304,0.2,3.8
1537,0.9,-0.0
1963,1.6,3.3
1231,0.1,3.6
1942,2.1,2.7
1118,1.5,-0.0
1344,1.5,2.6
1234,2.0,0.0
1352,1.4,-0.0
1335,3.5,6.9
1703,1.1,-0.0
1501,1.4,-0.0
1429,1.2,0.0
1100,1.6,-0.0
1946,1.6,0.0
1818,1.1,2.2
1028,1.2,0.0
1288,1.7,2.8
1675,4.1,4.1
1814,1.5,0.0
1148,0.2,5.1
1410,1.1,-0.0
1104,1.3,-0.0
1068,1.8,4.2
1465,0.9,1.9
1876,1.8,0.0
1038,2.4,4.8
1691,1.7,3.3
1171,2.4,4.8
1041,3.1,6.3
1872,1.0,-0.0
1477,1.3,2.7
1257,2.0,-0.0
1433,1.3,2.6
1605,1.0,0.0
1541,0.8,0.0
1373,1.4,0.0
1382,3.0,5.7
1211,1.9,-0.0
1873,1.2,-0.0
1479,0.2,2.8
1910,1.3,1.6
1992,0.8,-0.0
1674,1.6,3.1
1863,2.2,0.0
1603,1.9,0.0
1260,0.8,0.0
1636,1.7,-0.0
1693,0.2,2.6
1423,1.5,3.0
1761,3.5,3.6
1482,1.3,-0.0
1925,1.8,4.9
1336,2.4,4.7
1263,2.4,4.4
1305,0.9,0.0
1454,1.6,0.0
1180,1.4,0.0
1061,2.4,4.7
