,x1,x2
708,0.5,2.0
638,0.8,3.1
987,0.9,1.1
884,0.9,2.6
811,0.2,2.3
625,1.0,2.3
913,0.4,1.8
738,0.3,2.6
832,0.1,1.4
872,0.0,2.1
863,0.7,2.8
798,0.6,3.1
968,1.8,2.8
769,0.1,2.8
904,1.2,3.0
925,0.9,1.4
831,0.4,2.5
993,0.0,4.9
784,2.1,0.0
566,1.5,3.6
858,0.7,3.1
893,0.3,2.6
818,0.1,4.0
700,0.5,3.7
670,0.9,2.1
531,0.7,1.0
725,0.5,2.5
595,0.9,1.7
594,0.4,0.6
990,1.6,-0.0
860,1.3,0.1
513,0.5,2.2
849,0.1,4.6
669,0.1,3.1
616,1.4,2.7
680,1.8,2.4
948,1.5,0.0
709,1.0,3.5
645,0.8,2.2
677,-0.0,2.8
875,0.9,1.4
918,0.9,3.0
650,1.5,2.2
864,1.2,1.4
920,1.9,0.0
628,0.0,3.0
861,0.9,1.8
589,1.0,2.0
803,1.5,4.1
515,1.0,0.9
776,1.5,0.0
986,1.3,3.0
578,2.1,0.0
754,1.4,0.0
970,0.9,2.9
898,1.5,-0.0
859,0.7,3.6
639,1.4,2.5
747,0.1,2.0
901,1.1,2.2
876,0.5,0.5
907,0.7,2.5
999,0.8,2.9
895,1.7,1.8
871,0.6,3.9
882,1.6,2.6
792,0.8,3.2
807,-0.0,4.8
805,0.6,0.5
963,1.6,0.0
890,0.2,3.3
667,0.9,0.4
762,-0.0,4.0
761,-0.1,0.1
819,1.2,1.4
720,0.2,2.1
766,0.0,3.0
502,0.3,3.3
775,1.5,0.0
622,1.3,0.8
914,1.6,0.0
744,1.5,1.5
644,1.1,0.4
517,1.2,3.4
965,0.1,1.8
742,2.9,4.6
600,0.1,1.8
557,0.8,0.5
804,1.7,1.0
726,1.0,2.7
512,1.7,0.0
785,1.1,1.9
837,0.3,1.4
977,0.6,2.6
705,0.9,2.3
635,0.2,3.5
671,-0.1,1.8
508,0.3,2.2
905,2.5,1.5
780,1.2,1.5
