,senior-level_skill
0,1.0
1,0.0
2,1.0
3,1.0
4,0.0
5,1.0
6,0.0
7,1.0
8,1.0
9,1.0
10,1.0
11,0.0
12,1.0
13,1.0
14,1.0
15,1.0
16,1.0
17,0.0
18,1.0
19,1.0
20,1.0
21,0.0
22,0.0
23,1.0
24,0.0
25,0.0
26,1.0
27,1.0
28,0.0
29,1.0
30,1.0
31,0.0
32,1.0
33,1.0
34,1.0
35,1.0
36,1.0
37,1.0
38,1.0
39,1.0
40,1.0
41,1.0
42,0.0
43,0.0
44,0.0
45,1.0
46,1.0
47,0.0
48,1.0
49,1.0
50,1.0
51,0.0
52,1.0
53,1.0
54,0.0
55,1.0
56,0.0
57,1.0
58,1.0
59,0.0
60,0.0
61,0.0
62,0.0
63,1.0
64,1.0
65,0.0
66,1.0
67,1.0
68,0.0
69,1.0
70,1.0
71,1.0
72,1.0
73,1.0
74,1.0
75,1.0
76,0.0
77,1.0
78,1.0
79,0.0
80,1.0
81,0.0
82,0.0
83,0.0
84,1.0
85,0.0
86,1.0
87,1.0
88,1.0
89,0.0
90,0.0
91,0.0
92,1.0
93,0.0
94,0.0
95,1.0
96,0.0
97,1.0
98,1.0
99,1.0
100,1.0
101,1.0
102,1.0
103,0.0
104,1.0
105,1.0
106,1.0
107,0.0
108,1.0
109,1.0
110,1.0
111,1.0
112,1.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,1.0
119,1.0
120,1.0
121,0.0
122,1.0
123,1.0
124,0.0
125,1.0
126,1.0
127,1.0
128,0.0
129,1.0
130,1.0
131,0.0
132,1.0
133,0.0
134,0.0
135,0.0
136,1.0
137,0.0
138,1.0
139,0.0
140,1.0
141,0.0
142,1.0
143,1.0
144,1.0
145,1.0
146,0.0
147,1.0
148,0.0
149,1.0
150,1.0
151,1.0
152,0.0
153,1.0
154,0.0
155,0.0
156,1.0
157,0.0
158,1.0
159,1.0
160,1.0
161,1.0
162,1.0
163,0.0
164,1.0
165,0.0
166,1.0
167,1.0
168,1.0
169,0.0
170,1.0
171,1.0
172,1.0
173,1.0
174,0.0
175,1.0
176,1.0
177,1.0
178,1.0
179,0.0
180,1.0
181,1.0
182,1.0
183,1.0
184,0.0
185,0.0
186,0.0
187,1.0
188,1.0
189,0.0
190,1.0
191,0.0
192,1.0
193,1.0
194,0.0
195,1.0
196,0.0
197,0.0
198,1.0
199,1.0
200,1.0
201,1.0
202,0.0
203,1.0
204,1.0
205,1.0
206,1.0
207,1.0
208,0.0
209,1.0
210,1.0
211,0.0
212,0.0
213,1.0
214,0.0
215,0.0
216,1.0
217,1.0
218,1.0
219,1.0
220,1.0
221,1.0
222,0.0
223,0.0
224,1.0
225,1.0
226,0.0
227,0.0
228,1.0
229,0.0
230,1.0
231,1.0
232,1.0
233,0.0
234,0.0
235,1.0
236,0.0
237,1.0
238,0.0
239,1.0
240,1.0
241,0.0
242,1.0
243,0.0
244,0.0
245,0.0
246,0.0
247,1.0
248,0.0
249,1.0
250,1.0
251,0.0
252,1.0
253,1.0
254,0.0
255,1.0
256,1.0
257,0.0
258,0.0
259,0.0
260,1.0
261,1.0
262,0.0
263,1.0
264,1.0
265,0.0
266,0.0
267,1.0
268,1.0
269,1.0
270,1.0
271,1.0
272,1.0
273,1.0
274,1.0
275,0.0
276,1.0
277,0.0
278,0.0
279,1.0
280,1.0
281,1.0
282,1.0
283,1.0
284,1.0
285,0.0
286,0.0
287,0.0
288,1.0
289,0.0
290,0.0
291,0.0
292,1.0
293,1.0
294,1.0
295,0.0
296,1.0
297,1.0
298,0.0
299,0.0
300,1.0
301,0.0
302,1.0
303,1.0
304,1.0
305,1.0
306,1.0
307,1.0
308,1.0
309,1.0
310,1.0
311,0.0
312,1.0
313,0.0
314,0.0
315,1.0
316,1.0
317,1.0
318,1.0
319,0.0
320,1.0
321,1.0
322,0.0
323,1.0
324,1.0
325,1.0
326,0.0
327,1.0
328,1.0
329,1.0
330,1.0
331,1.0
332,0.0
333,1.0
334,0.0
335,0.0
336,1.0
337,0.0
338,1.0
339,0.0
340,0.0
341,0.0
342,1.0
343,1.0
344,1.0
345,1.0
346,1.0
347,1.0
348,1.0
349,1.0
350,1.0
351,0.0
352,0.0
353,1.0
354,1.0
355,0.0
356,1.0
357,1.0
358,0.0
359,0.0
360,0.0
361,1.0
362,1.0
363,1.0
364,0.0
365,1.0
366,0.0
367,0.0
368,1.0
369,1.0
370,1.0
371,0.0
372,0.0
373,1.0
374,1.0
375,1.0
376,0.0
377,0.0
378,1.0
379,1.0
380,1.0
381,1.0
382,0.0
383,1.0
384,1.0
385,1.0
386,1.0
387,1.0
388,1.0
389,1.0
390,0.0
391,1.0
392,0.0
393,1.0
394,1.0
395,0.0
396,1.0
397,1.0
398,0.0
399,1.0
