ix,goal_cost,intv_cost
3809,1.0,0.8
2711,1.0,2.3
3208,1.0,3.5
2471,1.0,1.5
2187,1.0,0.3
2268,1.0,7.2
2072,1.0,1.3
3529,1.0,3.3
3995,1.0,0.4
3265,1.0,3.6
3401,1.0,3.7
2247,1.0,4.7
3552,1.0,0.2
2013,1.0,6.8
3914,1.0,0.1
2370,1.0,2.1
3770,1.0,0.6
2607,1.0,0.7
3224,1.0,3.2
2029,1.0,0.8
3679,1.0,2.9000000000000004
3479,1.0,1.7
2044,1.0,1.2
2290,1.0,3.9
2720,1.0,4.4
3051,1.0,1.2
3850,1.0,4.0
2450,1.0,2.6
2320,1.0,4.1
2923,1.0,4.7
3389,1.0,3.8
2334,1.0,0.3
2619,1.0,1.9
2673,1.0,1.1
2533,1.0,1.0
3915,1.0,0.1
3232,1.0,3.4
2089,1.0,4.0
3549,1.0,2.8
2127,1.0,0.9
3950,1.0,1.7
2335,1.0,3.5
2848,1.0,0.7
2224,1.0,1.0
2636,1.0,0.2
3816,1.0,2.2
2176,1.0,0.1
2783,1.0,3.3
2721,1.0,0.6
2449,1.0,2.0
2817,1.0,2.5
2850,1.0,0.4
2984,1.0,1.7
2267,1.0,0.5
2702,1.0,0.8
3414,1.0,4.5
2562,1.0,0.9
2377,1.0,2.4
2524,1.0,0.4
3931,1.0,2.9
2659,1.0,2.3
2215,1.0,0.5
2257,1.0,2.5
2540,1.0,0.5
3585,1.0,1.2
3798,1.0,2.8
3901,1.0,3.8
3031,1.0,0.1
2859,1.0,1.8
3862,1.0,1.5
2027,1.0,4.4
2765,1.0,0.5
3824,1.0,0.4
2008,1.0,0.1
2814,1.0,1.9
3199,1.0,0.7
3878,1.0,0.6
3550,1.0,0.4
2699,1.0,0.4
2094,1.0,2.7
3834,1.0,1.1
3620,1.0,2.3
2836,1.0,0.7999999999999999
2421,1.0,3.1
2635,1.0,1.6
2192,1.0,0.7999999999999999
2531,1.0,2.2
3929,1.0,2.3
3095,1.0,2.9
3757,1.0,1.7
3319,1.0,2.2
3701,1.0,1.7
3986,1.0,3.0
3880,1.0,3.0
2855,1.0,2.5
3218,1.0,1.2
2860,1.0,0.8999999999999999
2129,1.0,0.5
2854,1.0,3.4
3168,1.0,2.6
3041,1.0,0.4
3876,1.0,0.3
3353,1.0,2.5
3359,1.0,4.0
2353,1.0,5.0
2694,1.0,4.4
3023,1.0,1.3
2144,1.0,3.8
2841,1.0,1.3
3581,1.0,2.6
2473,1.0,2.5
3666,1.0,1.4
3254,1.0,2.1
2779,1.0,3.1
2956,1.0,2.1
2170,1.0,3.2
3922,1.0,1.1
3205,1.0,1.7
2834,1.0,2.5
3634,1.0,1.0
2309,1.0,1.0
3318,1.0,5.8
2509,1.0,0.4
3102,1.0,1.0
3339,1.0,5.7
3133,1.0,0.4
2887,1.0,2.5
2950,1.0,1.7
2939,1.0,1.7
2100,1.0,5.199999999999999
3152,1.0,0.1
3257,1.0,3.2
3110,1.0,3.8
3004,1.0,6.4
2400,1.0,4.8
3457,1.0,4.6
2015,1.0,1.3
3618,1.0,2.0
3460,1.0,1.5
2986,1.0,0.6
2769,1.0,0.5
2932,1.0,2.3
2845,1.0,1.7999999999999998
3900,1.0,4.3999999999999995
3180,1.0,0.6
3145,1.0,2.0
3939,1.0,1.8
2358,1.0,2.8
3817,1.0,1.6
2255,1.0,4.3
2082,1.0,8.4
2246,1.0,1.5
3827,1.0,0.3
3363,1.0,1.8
2007,1.0,1.8
3967,1.0,2.0
3561,1.0,3.0
2718,1.0,1.9
3530,1.0,2.9
3128,1.0,1.3
3167,1.0,5.4
2264,1.0,2.9
2395,1.0,3.6
3000,1.0,3.0
2060,1.0,4.2
3504,1.0,5.8
2175,1.0,3.2
3564,1.0,2.9
3115,1.0,2.2
2045,1.0,3.8
3569,1.0,2.4
3109,1.0,6.8
3691,1.0,1.3
3314,1.0,0.6
3510,1.0,0.7
3264,1.0,0.9
2293,1.0,4.699999999999999
2528,1.0,2.5
3267,1.0,2.1
3259,1.0,3.5
2323,1.0,3.7
3897,1.0,3.8
2164,1.0,0.2
2039,1.0,0.6
2959,1.0,1.7000000000000002
2970,1.0,0.3
2688,1.0,2.2
2227,1.0,0.1
3093,1.0,5.5
2599,1.0,1.4
3673,1.0,3.5
2542,0.906,4.3
3643,1.0,2.6
3160,1.0,5.8
2085,1.0,6.5
3310,1.0,2.9
2459,1.0,2.3
2042,1.0,1.8
3300,1.0,0.6
3539,1.0,1.1
