,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.85,0.85,0.875,0.10999999940395355,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,8,"[[0.8968828696335084, 0.9295793877161955, 1.1238155494972246], [0.017584599296684496]]",1.0,3.5265000000000004
1,1.0,0.85,0.85,0.5199999809265137,0.10999999940395355,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,8,"[[0.8968828696335084, 0.9295793877161955, 1.1238155494972246], [0.017584599296684496]]",0.5919999480247498,2.303
2,1.0,0.85,0.85,0.4749999940395355,0.10999999940395355,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,8,"[[0.8968828696335084, 0.9295793877161955, 1.1238155494972246], [0.017584599296684496]]",0.18400000035762787,3.3385
3,1.0,0.85,0.85,0.875,0.10999999940395355,0.985,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,8,"[[0.8968828696335084, 0.9295793877161955, 1.1238155494972246], [0.017584599296684496]]",0.9800000190734863,3.3065
4,1.0,0.85,0.85,0.5550000071525574,0.10999999940395355,0.95,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,8,"[[0.8968828696335084, 0.9295793877161955, 1.1238155494972246], [0.017584599296684496]]",0.44200000166893005,2.7375
5,1.0,0.85,0.85,0.4749999940395355,0.10999999940395355,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,counterfactual,8,"[[0.8968828696335084, 0.9295793877161955, 1.1238155494972246], [0.017584599296684496]]",0.18400000035762787,3.3385
6,1.0,0.85,0.85,0.8199999928474426,0.09000000357627869,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,9,"[[0.5717047095409213, 0.8141805087824632, 1.2077992327983873], [-0.10668882642206566]]",1.0,3.6639999999999997
7,1.0,0.85,0.85,0.4449999928474426,0.09000000357627869,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,9,"[[0.5717047095409213, 0.8141805087824632, 1.2077992327983873], [-0.10668882642206566]]",0.7430000305175781,2.5345
8,1.0,0.85,0.85,0.35499998927116394,0.09000000357627869,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,9,"[[0.5717047095409213, 0.8141805087824632, 1.2077992327983873], [-0.10668882642206566]]",0.534000039100647,3.13
9,1.0,0.85,0.85,0.8149999976158142,0.09000000357627869,0.975,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,9,"[[0.5717047095409213, 0.8141805087824632, 1.2077992327983873], [-0.10668882642206566]]",0.9699999690055847,3.8905000000000003
10,1.0,0.85,0.85,0.4000000059604645,0.09000000357627869,0.94,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,9,"[[0.5717047095409213, 0.8141805087824632, 1.2077992327983873], [-0.10668882642206566]]",0.5960000157356262,2.824
11,1.0,0.85,0.85,0.35499998927116394,0.09000000357627869,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,counterfactual,9,"[[0.5717047095409213, 0.8141805087824632, 1.2077992327983873], [-0.10668882642206566]]",0.534000039100647,3.13
12,1.0,0.85,0.85,0.8100000023841858,0.07000000029802322,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,3,"[[0.9419709177214733, 0.8667605244149206, 1.1308094997287181], [0.07271990136837327]]",1.0,3.867
13,1.0,0.85,0.85,0.47999998927116394,0.07000000029802322,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,3,"[[0.9419709177214733, 0.8667605244149206, 1.1308094997287181], [0.07271990136837327]]",0.7720000147819519,2.3135
