,years_experience,degree,nr_commits,nr_languages,nr_stars
2069,2.0,0.0,23.0,2.0,7.0
3592,2.0,1.0,25.0,3.0,8.0
2468,2.0,0.0,29.0,9.0,12.0
2195,1.0,0.0,16.0,3.0,2.0
3643,0.0,0.0,2.0,4.0,7.0
3954,2.0,0.0,20.0,4.0,4.0
3956,0.0,1.0,9.0,4.0,5.0
3149,0.0,2.0,2.0,4.0,1.0
2322,0.0,0.0,6.0,5.0,5.0
3696,0.0,0.0,11.0,6.0,2.0
2098,0.0,0.0,3.0,2.0,4.0
2967,0.0,2.0,3.0,0.0,8.0
3634,2.0,0.0,20.0,9.0,3.0
2790,1.0,2.0,12.0,4.0,3.0
2279,3.0,0.0,32.0,2.0,2.0
2010,2.0,1.0,25.0,3.0,4.0
2181,1.0,0.0,13.0,10.0,4.0
3220,2.0,1.0,24.0,1.0,7.0
3667,0.0,0.0,4.0,6.0,5.0
3655,2.0,0.0,28.0,4.0,5.0
2516,2.0,0.0,23.0,5.0,4.0
2823,2.0,0.0,25.0,2.0,4.0
2979,1.0,0.0,14.0,2.0,4.0
3605,0.0,2.0,5.0,9.0,2.0
2210,1.0,0.0,15.0,1.0,9.0
2157,1.0,0.0,11.0,1.0,1.0
2614,1.0,2.0,11.0,0.0,6.0
3156,2.0,1.0,25.0,6.0,5.0
3359,2.0,1.0,31.0,3.0,4.0
2314,3.0,0.0,36.0,7.0,2.0
2286,0.0,1.0,3.0,2.0,10.0
2511,0.0,2.0,4.0,3.0,1.0
3818,3.0,0.0,36.0,5.0,2.0
3005,2.0,0.0,24.0,0.0,4.0
2056,3.0,0.0,37.0,5.0,2.0
2569,0.0,2.0,5.0,2.0,8.0
3437,2.0,0.0,23.0,1.0,11.0
3160,2.0,1.0,26.0,7.0,9.0
2257,2.0,0.0,26.0,1.0,0.0
2053,1.0,0.0,12.0,4.0,4.0
3044,2.0,0.0,22.0,6.0,2.0
2207,3.0,0.0,34.0,8.0,4.0
2835,0.0,0.0,5.0,1.0,0.0
2559,0.0,0.0,2.0,7.0,3.0
2017,1.0,0.0,13.0,5.0,4.0
3973,4.0,0.0,42.0,5.0,9.0
2875,1.0,1.0,12.0,2.0,1.0
2313,3.0,0.0,38.0,1.0,3.0
2046,0.0,2.0,4.0,0.0,4.0
2337,2.0,1.0,22.0,1.0,10.0
3286,1.0,0.0,14.0,1.0,9.0
2791,1.0,0.0,17.0,1.0,2.0
3512,1.0,0.0,17.0,5.0,3.0
2206,0.0,0.0,2.0,1.0,12.0
3410,3.0,1.0,33.0,1.0,6.0
2575,3.0,0.0,36.0,10.0,3.0
3418,4.0,0.0,44.0,4.0,1.0
2610,2.0,0.0,28.0,3.0,2.0
2399,1.0,0.0,17.0,7.0,8.0
