,years_experience,degree,nr_commits,nr_languages,nr_stars
320,0.0,0.0,1992.0,0.0,6.0
211,0.0,0.0,2985.0,0.0,0.0
277,0.0,0.0,1999.0,0.0,0.0
240,0.0,0.0,1989.0,0.0,3.0
297,0.0,0.0,2996.0,0.0,0.0
365,0.0,0.0,4010.0,0.0,1.0
217,0.0,0.0,2998.0,0.0,0.0
301,0.0,0.0,1988.0,0.0,1.0
292,0.0,0.0,1002.0,0.0,0.0
295,0.0,0.0,1992.0,0.0,0.0
308,0.0,0.0,2007.0,0.0,7.0
243,0.0,0.0,983.0,0.0,0.0
247,0.0,0.0,2000.0,0.0,6.0
397,0.0,0.0,995.0,0.0,5.0
373,0.0,0.0,992.0,-1.0,1.0
246,0.0,0.0,997.0,0.0,1.0
349,0.0,0.0,2996.0,0.0,0.0
281,0.0,0.0,1000.0,0.0,2.0
289,0.0,0.0,3033.0,0.0,3.0
245,0.0,0.0,2018.0,0.0,0.0
375,0.0,0.0,994.0,0.0,0.0
288,0.0,0.0,1998.0,0.0,8.0
346,0.0,0.0,996.0,0.0,3.0
201,0.0,0.0,2002.0,0.0,0.0
210,0.0,0.0,2001.0,0.0,8.0
309,0.0,0.0,1991.0,0.0,0.0
241,0.0,0.0,1006.0,0.0,0.0
369,0.0,0.0,1005.0,0.0,5.0
268,0.0,0.0,1995.0,0.0,3.0
371,0.0,0.0,1008.0,0.0,5.0
274,0.0,0.0,1996.0,1.0,0.0
290,0.0,0.0,1004.0,0.0,0.0
225,0.0,0.0,1986.0,-4.0,0.0
224,0.0,0.0,1999.0,0.0,0.0
203,0.0,0.0,1006.0,-1.0,0.0
338,0.0,0.0,990.0,0.0,6.0
358,0.0,0.0,1997.0,0.0,0.0
258,0.0,0.0,1010.0,2.0,0.0
221,0.0,0.0,3014.0,0.0,0.0
376,0.0,0.0,2990.0,0.0,0.0
303,0.0,0.0,1009.0,0.0,0.0
238,0.0,0.0,1008.0,0.0,0.0
207,0.0,0.0,2007.0,-6.0,5.0
231,0.0,0.0,2983.0,0.0,1.0
216,0.0,0.0,1003.0,0.0,0.0
314,0.0,0.0,3008.0,0.0,0.0
380,0.0,0.0,996.0,0.0,1.0
226,0.0,0.0,991.0,0.0,0.0
356,0.0,0.0,1987.0,-8.0,0.0
319,0.0,0.0,1012.0,0.0,0.0
