,years_experience,degree,nr_commits,nr_languages,nr_stars
320,2.0,0.0,25.0,2.0,3.0
211,4.0,0.0,44.0,2.0,1.0
277,2.0,0.0,23.0,2.0,13.0
240,3.0,0.0,36.0,1.0,2.0
297,3.0,0.0,36.0,1.0,4.0
365,3.0,0.0,33.0,6.0,7.0
217,3.0,0.0,33.0,8.0,14.0
301,3.0,0.0,32.0,1.0,7.0
292,0.0,0.0,5.0,1.0,1.0
295,2.0,0.0,27.0,1.0,3.0
308,1.0,1.0,12.0,5.0,2.0
243,2.0,0.0,25.0,11.0,4.0
247,2.0,0.0,20.0,2.0,1.0
397,1.0,2.0,13.0,3.0,3.0
373,1.0,1.0,16.0,9.0,8.0
246,1.0,1.0,14.0,5.0,8.0
349,3.0,0.0,35.0,4.0,12.0
281,1.0,1.0,10.0,1.0,7.0
289,0.0,1.0,1.0,1.0,5.0
245,0.0,2.0,2.0,4.0,4.0
375,1.0,0.0,13.0,7.0,3.0
288,2.0,1.0,22.0,1.0,2.0
346,1.0,0.0,14.0,4.0,4.0
201,2.0,0.0,23.0,16.0,1.0
210,2.0,1.0,20.0,4.0,1.0
309,2.0,0.0,29.0,3.0,0.0
241,0.0,0.0,5.0,1.0,0.0
369,1.0,0.0,12.0,0.0,3.0
268,2.0,0.0,27.0,1.0,5.0
371,0.0,2.0,4.0,6.0,2.0
274,2.0,1.0,24.0,0.0,1.0
290,0.0,2.0,4.0,5.0,3.0
225,3.0,0.0,33.0,12.0,4.0
224,2.0,0.0,23.0,9.0,3.0
203,0.0,0.0,4.0,4.0,7.0
338,1.0,0.0,16.0,0.0,1.0
358,2.0,0.0,24.0,7.0,5.0
258,0.0,1.0,3.0,0.0,3.0
221,1.0,0.0,15.0,1.0,4.0
376,4.0,0.0,42.0,1.0,10.0
303,0.0,3.0,4.0,5.0,11.0
238,0.0,0.0,1.0,7.0,4.0
207,1.0,1.0,13.0,14.0,4.0
231,4.0,0.0,46.0,5.0,3.0
216,0.0,3.0,5.0,5.0,12.0
314,2.0,0.0,24.0,3.0,3.0
380,1.0,1.0,14.0,0.0,6.0
226,1.0,0.0,15.0,2.0,10.0
356,3.0,0.0,36.0,13.0,3.0
319,0.0,0.0,5.0,2.0,6.0
