,y_hat
281,False
294,False
310,False
200,False
362,False
387,False
383,False
202,False
280,False
210,False
317,False
266,False
221,False
314,False
320,False
204,False
326,False
264,False
396,False
307,False
282,False
319,False
284,False
265,False
333,False
289,False
359,False
259,False
258,False
374,False
248,False
349,False
385,False
381,False
394,False
398,False
249,False
355,False
328,False
240,False
372,False
237,False
378,False
338,False
243,False
261,False
376,False
234,False
260,False
244,False
