,x1,x2
2169,0.6,2.8
3375,1.6,0.0
2005,1.1,-0.0
2280,0.7,-0.0
2795,1.0,2.5
3770,1.7,-0.0
2416,0.9,2.6
3317,0.9,3.1
2938,2.1,0.0
3995,0.6,2.1
2839,0.3,2.3
3535,0.9,3.3
2157,2.6,2.7
2670,1.9,2.1
3990,-0.0,1.3
3742,1.0,-0.0
3628,0.8,-0.0
2238,1.2,0.0
3392,1.0,-0.0
2138,1.2,-0.0
2899,2.2,2.1
3086,2.2,2.1
3228,1.8,2.6
3586,0.7,4.1
3221,1.1,0.0
3410,-0.0,3.1
3933,1.2,-0.0
3309,0.8,-0.0
3856,0.9,0.0
2263,1.9,0.0
2029,1.2,-0.0
3948,1.8,0.0
3986,1.3,0.0
2323,2.0,-0.0
2104,2.1,2.8
3418,0.9,0.0
3193,2.6,0.9
3626,1.8,3.2
3310,1.4,0.0
3474,0.7,2.6
3231,1.6,0.0
3753,1.0,-0.0
3368,1.5,0.0
3915,0.5,-0.0
2628,1.8,-0.0
3395,1.9,4.2
2559,1.6,-0.0
2210,1.1,-0.0
2304,2.4,0.0
3057,2.1,2.9
3580,2.2,0.0
2626,1.7,0.0
2932,1.3,0.0
3342,1.0,-0.0
2637,0.7,2.3
2453,0.7,4.7
3837,1.7,0.0
2120,0.2,0.7
2723,0.7,3.6
2064,1.8,-0.0
2248,1.5,-0.0
3671,2.4,-0.0
2918,1.5,-0.0
3583,2.0,0.0
2953,2.6,3.7
3179,1.6,0.0
2878,0.1,3.1
3100,1.9,0.0
3834,2.8,2.1
3998,1.7,0.0
3603,1.6,0.0
3907,1.4,-0.0
3901,0.9,-0.0
3785,2.3,3.0
3445,1.6,0.0
3633,1.9,-0.0
2940,1.3,0.0
3961,1.3,0.0
3582,2.3,-0.0
2927,1.4,0.0
3548,1.0,-0.0
2563,1.3,-0.0
3980,1.7,0.0
2584,1.1,-0.0
3466,0.8,2.1
2982,0.9,0.0
3886,1.0,0.0
2991,0.7,-0.0
2561,1.7,0.0
3198,1.4,0.0
2227,0.9,0.0
2356,1.2,0.0
3079,0.4,3.1
2479,-0.0,1.1
3028,0.6,0.0
2939,0.8,0.0
3756,0.9,3.6
2673,3.5,0.0
3396,1.2,2.6
2134,1.1,-0.0
3442,2.2,-0.0
2095,1.8,0.0
3507,1.0,-0.0
3455,1.4,0.0
3649,0.6,-0.0
3092,1.5,0.0
2117,0.9,0.0
3585,1.2,0.0
3479,1.8,3.0
2738,0.6,-0.0
2259,1.8,0.0
2038,1.0,-0.0
3564,1.0,-0.0
2194,1.8,-0.0
3695,0.6,0.0
3135,2.3,-0.0
3477,0.1,1.8
3367,1.2,0.0
2269,1.1,1.9
2830,2.6,2.3
3725,1.6,2.1
3963,1.0,-0.0
2094,1.8,0.0
3103,1.0,2.6
2220,0.3,2.1
2043,1.2,-0.0
2972,3.1,0.0
2293,2.4,0.0
3131,0.8,0.0
2539,1.0,0.0
3027,1.8,1.3
3546,1.5,-0.0
3102,2.0,-0.0
2775,3.2,2.6
3258,0.2,5.6
3533,1.4,0.0
3636,0.0,1.3
2101,1.1,0.0
2076,0.1,1.4
3176,1.5,-0.0
3763,1.5,0.0
3543,0.8,0.0
2126,1.3,0.0
2676,0.7,1.3
3700,1.4,0.0
2582,0.5,-0.0
2166,0.7,0.0
2042,1.0,-0.0
2497,1.0,2.6
2519,1.4,-0.0
2115,1.7,0.0
3349,1.4,0.0
3801,1.5,0.0
2145,1.7,-0.0
2449,0.7,-0.0
2773,0.9,0.0
2646,1.5,-0.0
3553,1.1,0.0
3274,0.6,2.1
2686,0.3,2.6
3041,-0.0,2.5
3215,1.9,0.0
2082,1.5,-0.0
3223,1.2,0.0
3982,3.2,-0.0
2107,2.1,3.0
3458,2.8,4.6
3015,0.8,0.0
3556,3.3,4.2
3906,0.5,3.6
3812,2.0,-0.0
2813,0.8,0.0
2527,0.6,0.0
3055,1.5,-0.0
3873,1.3,-0.0
2404,1.5,3.1
2929,2.0,-0.0
2967,1.3,0.0
2423,1.6,-0.0
3494,1.2,-0.0
2314,1.9,1.8
3551,0.6,0.0
3743,1.5,0.0
3518,0.8,0.0
2326,2.1,-0.0
3461,0.6,2.8
2959,1.8,0.0
3838,2.1,2.3
3557,1.4,-0.0
3052,2.0,0.0
3490,0.7,0.0
2786,2.3,3.0
3202,1.9,-0.0
3858,-0.0,2.3
2544,1.4,2.1
2350,1.1,0.0
3150,0.8,0.0
2726,0.8,-0.0
3620,1.8,3.6
2945,1.6,0.0
