,0
1595,1.0
1370,1.0
1327,1.0
1189,1.0
1361,1.0
1324,1.0
1472,1.0
1458,1.0
1210,1.0
1952,1.0
1939,1.0
1940,1.0
1499,1.0
1911,1.0
1699,1.0
1677,1.0
1103,1.0
1026,1.0
1485,1.0
1349,1.0
1801,1.0
1852,1.0
1574,1.0
1462,1.0
1618,1.0
1769,1.0
1591,1.0
1575,1.0
1435,1.0
1110,1.0
1835,1.0
1224,1.0
1991,1.0
1087,1.0
1433,1.0
1528,1.0
1379,1.0
1538,1.0
1983,1.0
1046,1.0
1819,1.0
1179,1.0
1742,1.0
1303,1.0
1831,1.0
1855,1.0
1733,1.0
1263,1.0
1529,1.0
1969,1.0
1401,1.0
1203,1.0
1023,1.0
1216,1.0
1624,1.0
1594,1.0
1915,1.0
1860,1.0
1935,1.0
1898,1.0
1291,1.0
1649,1.0
1096,1.0
1841,1.0
1587,1.0
1290,1.0
1159,1.0
1101,1.0
1998,1.0
1840,1.0
1977,1.0
1982,1.0
1267,1.0
1274,1.0
1552,1.0
1766,1.0
1281,1.0
1761,1.0
1460,1.0
1475,1.0
1955,1.0
1687,1.0
1186,1.0
1227,1.0
1707,1.0
1077,1.0
1437,1.0
1315,1.0
1961,1.0
1821,1.0
1467,1.0
1366,1.0
1100,1.0
1034,1.0
1198,1.0
1816,1.0
1476,1.0
1533,1.0
1289,1.0
1786,1.0
