,senior-level_skill
2357,0.0
3760,0.0
3798,0.0
3143,0.0
2706,0.0
2191,0.0
2805,0.0
2364,0.0
2375,0.0
3340,0.0
3752,0.0
3403,0.0
3366,0.0
2535,0.0
2259,0.0
2351,0.0
3647,0.0
2934,0.0
3440,0.0
3131,0.0
2204,0.0
3711,0.0
3046,0.0
3969,0.0
2228,0.0
2847,0.0
3565,0.0
3772,0.0
3002,0.0
2353,0.0
3639,0.0
2121,0.0
3137,0.0
3515,0.0
2625,0.0
2452,0.0
2271,0.0
3838,0.0
2012,0.0
2182,0.0
3453,0.0
3776,0.0
3822,0.0
2419,0.0
2348,0.0
2046,0.0
3272,0.0
3534,0.0
2442,0.0
3374,0.0
3550,0.0
2047,0.0
2908,0.0
3575,0.0
2588,0.0
3569,0.0
3066,0.0
2868,0.0
2340,0.0
2008,0.0
3254,0.0
2644,0.0
2090,0.0
3892,0.0
3716,0.0
3256,0.0
2690,0.0
2236,0.0
2857,0.0
2218,0.0
2797,0.0
3971,0.0
2999,0.0
3734,0.0
3806,0.0
2288,0.0
2531,0.0
3172,0.0
3680,0.0
3891,0.0
2024,0.0
2815,0.0
2448,0.0
3120,0.0
2133,0.0
3936,0.0
2057,0.0
3160,0.0
3158,0.0
2550,0.0
2634,0.0
2365,0.0
3980,0.0
3691,0.0
3753,0.0
2312,0.0
2017,0.0
2614,0.0
2111,0.0
2398,0.0
2303,0.0
2491,0.0
3406,0.0
3519,0.0
3433,0.0
3972,0.0
3524,0.0
3316,0.0
3298,0.0
3918,0.0
2261,0.0
3191,0.0
3554,0.0
3721,0.0
2684,0.0
2253,0.0
3178,0.0
3576,0.0
2186,0.0
2638,0.0
2724,0.0
3481,0.0
3660,0.0
3785,0.0
3509,0.0
2976,0.0
2252,0.0
2496,0.0
2486,0.0
2464,0.0
3611,0.0
3291,0.0
3842,0.0
2097,0.0
2979,0.0
3796,0.0
3740,0.0
2006,0.0
2613,0.0
2117,0.0
2431,0.0
2493,0.0
3600,0.0
2718,0.0
3593,0.0
2791,0.0
2530,0.0
2238,0.0
2014,0.0
3601,0.0
3754,0.0
3821,0.0
2899,0.0
2652,0.0
2123,0.0
2628,0.0
2544,0.0
3642,0.0
2766,0.0
3381,0.0
2370,0.0
2134,0.0
3761,0.0
3477,0.0
2249,0.0
3257,0.0
2742,0.0
2019,0.0
2618,0.0
3344,0.0
3724,0.0
2872,0.0
2615,0.0
3112,0.0
2561,0.0
2713,0.0
3253,0.0
2043,0.0
2575,0.0
3039,0.0
3442,0.0
2557,0.0
2554,0.0
3952,0.0
2323,0.0
3261,0.0
3192,0.0
2299,0.0
3247,0.0
2331,0.0
3655,0.0
3974,0.0
3876,0.0
2687,0.0
3475,0.0
3801,0.0
3728,0.0
3372,0.0
3323,0.0
3858,0.0
