,y_hat
2357,False
3760,False
3798,False
3143,False
2706,False
2191,False
2805,False
2364,False
2375,False
3340,False
3752,False
3403,False
3366,False
2535,False
2259,False
2351,False
3647,False
2934,False
3440,False
3131,False
2204,False
3711,False
3046,False
3969,False
2228,False
2847,False
3565,False
3772,False
3002,False
2353,False
3639,False
2121,False
3137,False
3515,False
2625,False
2452,False
2271,False
3838,False
2012,False
2182,False
3453,False
3776,False
3822,False
2419,False
2348,False
2046,False
3272,False
3534,False
2442,False
3374,False
3550,False
2047,False
2908,False
3575,False
2588,False
3569,False
3066,False
2868,False
2340,False
2008,False
3254,False
2644,False
2090,False
3892,False
3716,False
3256,False
2690,False
2236,False
2857,False
2218,False
2797,False
3971,False
2999,False
3734,False
3806,False
2288,False
2531,False
3172,False
3680,False
3891,False
2024,False
2815,False
2448,False
3120,False
2133,False
3936,False
2057,False
3160,False
3158,False
2550,False
2634,False
2365,False
3980,False
3691,False
3753,False
2312,False
2017,False
2614,False
2111,False
2398,False
2303,False
2491,False
3406,False
3519,False
3433,False
3972,False
3524,False
3316,False
3298,False
3918,False
2261,False
3191,False
3554,False
3721,False
2684,False
2253,False
3178,False
3576,False
2186,False
2638,False
2724,False
3481,False
3660,False
3785,False
3509,False
2976,False
2252,False
2496,False
2486,False
2464,False
3611,False
3291,False
3842,False
2097,False
2979,False
3796,False
3740,False
2006,False
2613,False
2117,False
2431,False
2493,False
3600,False
2718,False
3593,False
2791,False
2530,False
2238,False
2014,False
3601,False
3754,False
3821,False
2899,False
2652,False
2123,False
2628,False
2544,False
3642,False
2766,False
3381,False
2370,False
2134,False
3761,False
3477,False
2249,False
3257,False
2742,False
2019,False
2618,False
3344,False
3724,False
2872,False
2615,False
3112,False
2561,False
2713,False
3253,False
2043,False
2575,False
3039,False
3442,False
2557,False
2554,False
3952,False
2323,False
3261,False
3192,False
2299,False
3247,False
2331,False
3655,False
3974,False
3876,False
2687,False
3475,False
3801,False
3728,False
3372,False
3323,False
3858,False
