,y
2815,1.0
2731,0.0
3643,1.0
2182,1.0
2617,1.0
2336,1.0
2135,0.0
3809,0.0
2523,1.0
3119,1.0
3520,1.0
2581,1.0
3062,1.0
3358,0.0
3000,1.0
3318,0.0
3443,0.0
2753,1.0
3531,0.0
2127,1.0
3596,0.0
3448,1.0
3622,0.0
2744,1.0
3104,1.0
3928,1.0
3921,0.0
3530,0.0
2777,1.0
2035,0.0
3205,1.0
2836,1.0
3362,1.0
2490,1.0
3696,0.0
2034,1.0
2797,0.0
2798,0.0
3655,0.0
2535,0.0
3799,0.0
2802,0.0
3444,0.0
3471,1.0
3678,1.0
2552,0.0
3601,0.0
2888,1.0
3729,1.0
3229,0.0
3130,1.0
3030,1.0
2358,0.0
3341,0.0
2317,1.0
2024,0.0
3629,0.0
3447,0.0
2527,0.0
2106,0.0
2650,1.0
2276,1.0
3654,0.0
2255,0.0
3410,0.0
3672,0.0
2848,0.0
2441,0.0
3665,1.0
3565,0.0
3898,1.0
2902,0.0
2370,1.0
3425,0.0
3922,1.0
3202,1.0
3975,0.0
3121,0.0
2679,1.0
2239,0.0
2565,1.0
3780,0.0
3561,1.0
2141,1.0
2162,1.0
3791,0.0
2337,1.0
3080,0.0
3195,0.0
2881,0.0
3001,1.0
3147,1.0
3662,0.0
2958,1.0
3687,0.0
3203,0.0
2007,0.0
2093,1.0
2342,0.0
2027,1.0
3555,1.0
2896,1.0
2727,0.0
2590,0.0
2242,0.0
3228,0.0
2129,0.0
3965,0.0
2373,1.0
3429,0.0
2303,0.0
2540,1.0
2205,1.0
2033,0.0
2704,1.0
3661,1.0
3697,0.0
3165,0.0
3459,0.0
2076,1.0
2036,1.0
3398,0.0
3117,1.0
2537,0.0
2556,0.0
2237,0.0
3991,1.0
2999,0.0
3068,1.0
3579,0.0
3612,1.0
2259,1.0
2483,0.0
3751,0.0
2332,1.0
3367,1.0
3781,0.0
2693,1.0
3432,0.0
3550,0.0
2583,1.0
2089,0.0
3524,0.0
2281,0.0
2883,1.0
3686,1.0
2610,0.0
2176,0.0
2689,1.0
3648,1.0
2571,1.0
3714,1.0
2640,0.0
3407,1.0
2113,0.0
3110,1.0
3788,1.0
3552,0.0
3439,0.0
2004,0.0
3847,0.0
2764,0.0
2647,0.0
3721,0.0
2972,1.0
3652,0.0
2043,1.0
2754,1.0
3148,1.0
3748,0.0
3464,1.0
2607,0.0
2119,1.0
3478,0.0
2633,0.0
2737,0.0
2538,0.0
3262,1.0
2356,0.0
3547,0.0
3504,1.0
2628,1.0
3152,1.0
2853,1.0
3140,1.0
2960,0.0
2688,1.0
2110,0.0
2304,1.0
2614,0.0
2181,0.0
2685,0.0
3468,1.0
3725,0.0
3391,1.0
2155,0.0
3083,1.0
3563,0.0
2167,0.0
2188,0.0
