,u_x1,u_x2,u_y,u_x3
250,-0.83215714,-0.12925899,0.8788773,-0.15557884
251,-1.2719514,-0.40575132,0.026326776,-0.11612287
252,1.0016147,-0.32830596,0.06820607,0.18908212
253,-1.8586143,2.3623338,0.73149526,0.23377396
254,-1.5591247,-0.0032139674,0.115781784,-0.33744818
255,0.8034524,0.909439,0.30885243,-0.46813405
256,-1.0211531,-0.947667,0.42831993,1.1261264
257,0.41832876,0.6104256,0.18657887,1.1483545
258,0.27877888,-0.3250229,0.5569308,-0.9661759
259,0.6158983,-0.5070018,0.5277132,0.3997803
260,0.5455536,0.05885963,0.8894379,0.8556931
261,0.5700378,-0.4735439,0.94820476,0.27547693
262,-0.6255934,-0.7145114,0.5484928,0.37658817
263,0.41070825,-0.046060655,0.22379243,-1.2806438
264,1.017786,0.5894986,0.38171506,1.0669767
265,2.0934079,0.9800718,0.7523092,1.0451185
266,0.15508178,0.7430726,0.08099735,1.1148044
267,1.1126943,-0.4371559,0.11171615,-0.9540904
268,-1.1420844,1.4664793,0.896122,-1.1068639
269,0.61790323,-1.0668452,0.65003014,0.3742751
270,-0.9398297,-0.38516137,0.8193371,-0.3973793
271,-0.5880858,0.034613457,0.49423218,0.08505695
272,-1.2812973,0.26251602,0.9907168,0.39133114
273,-2.0114229,-0.5079079,0.15853083,-1.3234904
274,0.15838,0.6643384,0.5099317,-1.1360503
275,-0.38178575,0.031609632,0.32134235,0.47146332
276,0.5514904,0.24732812,0.28051722,-0.84341186
277,-1.3013111,-0.62931275,0.49328423,0.1744041
278,0.6808911,0.7178666,0.554057,0.35801122
279,-1.7397586,-1.1946872,0.5736512,0.7086548
280,0.451392,1.4369473,0.034537435,0.16187917
281,-0.1620979,-0.341682,0.55518997,1.1349654
282,-0.7922247,-0.8855319,0.2583475,-0.5825873
283,0.41094008,-0.5724674,0.68710196,1.1092833
284,0.80232465,2.6101475,0.80810356,-0.9759817
285,0.27331087,-0.4451628,0.083982706,0.4707945
286,0.36695445,-0.08725975,0.98935664,0.7293832
287,-2.058305,-0.06760711,0.3871106,-0.64272696
288,0.29820624,-0.8619589,0.5445541,-1.5255011
289,0.7098315,-0.8132694,0.89471614,-0.32817695
290,-1.7905484,1.4191393,0.18084347,0.039706964
291,-0.027948292,-0.9380694,0.49658704,-0.15346535
292,0.44786483,-1.0298663,0.18253267,-0.6340207
293,0.7117661,-0.2727946,0.21134424,0.5624982
294,0.32290152,-0.36426947,0.8259027,-1.5953056
295,-1.5473424,-0.75306225,0.99030805,-1.7339883
296,0.94025993,0.06112693,0.25553358,0.1287424
297,1.072608,0.06284511,0.7903118,0.03717564
298,-0.6293233,-0.7628851,0.8605883,0.2734086
299,0.13207397,-1.5650369,0.39199495,0.07653719
300,-0.41586328,-0.74675584,0.8666831,-1.8338134
301,-0.16034545,0.008045413,0.52813184,-1.3702748
302,0.492039,1.7721639,0.41983414,0.35880783
303,-1.7757332,1.1123669,0.6758143,-0.54068375
304,-0.8745288,-0.9368401,0.38816714,1.453074
305,0.19985814,-0.2558571,0.33966267,0.8846894
306,-2.2158854,-1.0012674,0.704602,-0.8557852
307,-0.6211552,-0.7191886,0.27512074,0.39601466
308,0.5408261,-1.3501291,0.123239756,0.65692747
309,0.8248379,1.287336,0.04875481,0.6817315
310,0.36196548,1.8555932,0.22561252,0.024091244
311,0.68251926,-0.8410058,0.3399104,-0.6160448
312,1.7422472,1.5485946,0.18412113,1.8601941
313,1.7437129,0.13419122,0.02939558,-2.366075
314,-1.633475,-0.83471656,0.8257066,0.2714279
315,0.11247885,1.6101654,0.29446685,-0.025834914
316,0.5028381,-1.3026586,0.24019277,-1.5296708
317,-0.45242432,-0.87305635,0.17352402,0.74413085
318,-1.2374797,-1.2325424,0.44198895,-0.82086784
319,-0.14749657,0.13048379,0.46106303,0.62150073
320,-0.479203,0.104187556,0.46586204,-0.29261592
321,1.9913911,-0.6250055,0.20107365,-0.38292184
322,1.1602657,0.18816473,0.54117656,-1.8229493
323,0.13308777,0.82127744,0.27771008,0.34668675
324,2.0988898,-1.1436293,0.41984153,0.65033674
325,-0.26300704,0.5861206,0.36483657,0.35672918
326,-2.4184082,0.12392878,0.67814994,0.08176664
327,0.5598491,-0.46870258,0.41416,-1.4771893
328,-0.755145,0.36010352,0.020929217,0.7230929
329,-1.6011322,1.3409607,0.39424777,-0.6269894
330,-0.41534302,1.3905299,0.76853204,1.2470781
331,-1.4163951,1.4765522,0.9290898,-0.5726409
332,-0.6213875,1.26828,0.9987675,1.6137742
333,-0.30426964,0.4975973,0.7394179,-0.5297506
334,-0.013878458,-0.27458146,0.7487782,1.6385118
335,-1.7617941,1.488427,0.2466011,-0.34992602
336,-0.16963233,-0.48102206,0.50221515,0.42428067
337,0.4980161,0.41628116,0.12245798,-0.5555324
338,0.0015586858,-2.0473866,0.17715669,-0.5464434
339,0.10418395,0.3371244,0.052482963,-0.17199886
340,-0.81657755,-1.6301858,0.9860543,1.1628512
341,1.0034001,0.6507573,0.6443337,1.101456
342,-0.15183435,1.3741255,0.62617815,0.8423418
343,0.017313587,1.2237853,0.5716566,-1.199771
344,0.9521751,2.5910745,0.0076715946,0.5516501
345,-0.091821164,-1.243566,0.7684419,-0.23360185
346,0.192143,1.2662224,0.3384652,0.60946
347,-1.0685459,0.9288359,0.4707173,-0.8336108
348,0.10257553,-1.5947129,0.0029745102,-0.78757554
349,0.8627185,0.51158947,0.21986794,0.012949214
350,0.124469,0.6192626,0.6715536,-0.88030756
351,0.9287756,1.3045053,0.74730504,-0.22043608
352,-1.9787894,-0.008336317,0.92978764,0.2274513
353,0.98692113,-0.34847808,0.64136744,1.3034949
354,0.140591,0.8950962,0.17320764,1.233342
355,0.574768,-0.3536835,0.066019416,0.26729852
356,1.6061996,0.73098415,0.68012154,-3.0845952
