,x1,x2
3294,1.6,2.1
2928,0.7,2.3
2046,1.4,3.1
2345,2.0,0.0
2932,2.2,0.0
2473,2.0,0.0
3970,2.2,-0.0
3969,3.3,6.2
3035,2.5,0.0
3690,1.5,0.0
2996,0.1,3.6
2519,0.6,2.1
3950,1.9,-0.0
3392,2.3,1.7
2514,1.6,-0.0
3419,2.3,3.8
3415,1.4,0.0
3792,1.3,-0.0
3398,2.1,0.0
3131,1.3,0.0
3436,1.7,-0.0
3606,4.2,0.0
3635,0.5,2.6
3827,0.7,2.3
2997,1.3,1.8
2788,1.7,4.7
3149,1.2,-0.0
2265,2.1,0.0
3196,0.7,3.2
2325,2.0,0.0
3823,1.7,0.0
2738,1.9,-0.0
3245,1.8,0.0
3200,2.4,5.2
2726,2.1,0.0
2761,1.5,-0.0
3615,1.9,-0.0
2316,2.6,-0.0
3123,2.3,0.0
3670,1.8,4.6
2313,1.4,-0.0
3120,1.5,-0.0
3199,1.7,-0.0
3355,3.4,0.0
2905,2.0,-0.0
2305,1.0,2.6
2236,2.6,3.2
2015,2.3,1.8
2373,1.2,0.0
2878,2.5,4.1
3805,1.5,0.0
2470,2.2,-0.0
2923,3.6,3.4
2412,1.3,0.0
2003,2.6,0.0
2056,1.9,0.0
3141,0.9,2.1
3484,0.2,5.2
3046,2.9,-0.0
3980,1.4,-0.0
2906,0.7,2.1
2268,3.4,0.0
3539,1.6,-0.0
3926,0.9,5.2
3798,2.2,0.0
2585,3.1,0.0
3476,2.1,3.0
2260,1.5,0.0
3730,1.9,2.6
2911,1.7,0.0
3343,1.4,3.8
2540,1.5,-0.0
3472,2.6,3.8
3607,2.0,-0.0
3367,2.5,-0.0
2841,2.0,0.0
3701,1.6,-0.0
2044,1.5,0.0
2551,1.8,5.4
2607,0.1,2.3
2587,1.1,-0.0
3102,2.0,0.0
3260,1.7,-0.0
3359,0.7,3.3
3174,3.0,5.6
3187,1.5,0.0
3184,2.4,0.0
2469,5.2,2.1
3113,2.3,0.0
3989,1.2,-0.0
2579,1.3,3.1
3223,1.2,2.6
3293,0.4,3.2
3117,1.7,0.0
2504,1.4,3.1
2484,2.5,-0.0
3552,-0.0,2.1
2999,1.5,-0.0
2651,1.6,-0.0
2129,1.4,0.0
2591,1.4,3.3
2837,2.0,0.0
3817,1.7,-0.0
3064,1.5,0.0
3442,2.0,0.0
3152,1.2,0.0
3505,1.8,5.1
2537,1.6,0.0
3288,2.5,0.0
3760,1.6,-0.0
2582,2.2,-0.0
3105,2.7,-0.0
2832,1.3,-0.0
2909,2.1,-0.0
2399,2.0,2.3
2865,1.8,0.0
3807,1.1,0.0
3205,1.8,0.0
2744,0.6,2.6
3462,3.1,0.1
2849,0.3,3.3
3323,0.9,2.1
3452,1.7,0.0
3826,0.4,2.6
3931,2.1,0.0
2288,0.4,2.6
2520,1.7,0.0
3006,1.6,0.0
3957,1.4,2.1
3617,0.1,4.1
2957,1.2,-0.0
2293,2.1,3.7
2702,1.2,0.0
2153,3.7,-0.0
2179,0.5,5.7
3797,0.7,5.1
3451,1.5,-0.0
3534,0.1,4.1
2958,2.7,3.3
2138,1.4,4.1
3644,2.0,0.0
3104,1.9,0.0
3991,1.2,-0.0
3147,1.8,-0.0
2039,1.4,-0.0
3129,0.0,5.5
2559,2.4,0.0
3742,2.8,0.0
3450,1.3,1.8
3673,2.5,0.0
3899,3.5,-0.0
2614,2.5,-0.0
2822,3.6,-0.0
2954,1.2,0.0
3995,1.5,0.0
2183,1.6,-0.0
3838,2.2,-0.0
3393,2.3,3.6
3860,1.2,0.0
3694,1.1,-0.0
2834,0.7,3.1
2659,2.1,0.0
3900,3.8,3.3
2524,1.1,-0.0
2879,0.5,4.2
3100,-0.0,2.8
2672,2.1,3.6
3637,0.4,2.1
2060,2.3,3.1
3000,2.0,3.7
2565,1.1,0.0
2508,3.3,0.0
3460,2.4,-0.0
3688,1.3,0.0
3244,2.1,-0.0
2435,1.9,-0.0
3763,2.4,0.0
3406,0.3,2.6
3653,2.1,0.0
3314,0.7,2.6
2106,1.6,0.0
3782,1.5,2.8
2080,1.1,0.0
2485,0.2,2.1
3300,1.2,0.0
3510,1.3,-0.0
2907,2.4,0.0
2637,2.7,-0.0
2200,2.5,0.0
2683,2.1,0.0
3237,1.8,0.0
2058,1.1,-0.0
2460,0.1,3.6
2034,0.6,3.1
3402,4.0,2.1
3155,1.8,-0.0
3430,2.1,2.5
2534,1.8,2.6
3667,1.4,-0.0
3481,3.4,0.0
