,years_experience,degree
2258,1.0,0.0
2063,1.0,1.0
2557,1.0,0.0
2353,0.0,1.0
2990,0.0,1.0
3017,0.0,3.0
3104,2.0,0.0
3544,1.0,1.0
2251,0.0,1.0
2331,3.0,0.0
2000,1.0,1.0
2257,2.0,1.0
3075,0.0,1.0
2246,2.0,1.0
3730,0.0,2.0
2035,2.0,1.0
2509,0.0,2.0
2227,0.0,3.0
2340,0.0,1.0
2399,0.0,3.0
2675,0.0,3.0
2658,1.0,1.0
3547,2.0,0.0
2391,0.0,1.0
3959,0.0,1.0
3110,0.0,2.0
2999,1.0,1.0
3087,0.0,1.0
3098,0.0,1.0
3324,0.0,3.0
2339,1.0,1.0
2111,1.0,0.0
2055,0.0,2.0
2870,2.0,0.0
3379,0.0,2.0
2490,0.0,3.0
3705,2.0,0.0
3132,0.0,1.0
2113,1.0,0.0
3339,0.0,3.0
2218,1.0,1.0
2167,2.0,0.0
3484,0.0,1.0
2450,0.0,3.0
3695,1.0,1.0
2417,0.0,2.0
2359,0.0,3.0
2823,0.0,1.0
2747,1.0,1.0
3006,2.0,0.0
2056,0.0,0.0
3502,2.0,1.0
2644,1.0,0.0
2114,1.0,0.0
2007,0.0,3.0
3915,1.0,0.0
2938,0.0,3.0
3903,1.0,1.0
3495,3.0,0.0
2679,2.0,1.0
2170,0.0,2.0
3933,2.0,0.0
2457,0.0,2.0
3333,1.0,1.0
3879,0.0,3.0
3004,0.0,3.0
2052,1.0,0.0
3979,2.0,1.0
2141,0.0,1.0
3976,0.0,2.0
2481,0.0,2.0
3618,2.0,0.0
2998,0.0,2.0
2142,2.0,0.0
3513,0.0,3.0
2395,1.0,0.0
3586,2.0,1.0
3845,0.0,3.0
2764,0.0,2.0
3016,1.0,1.0
2645,0.0,1.0
2491,0.0,3.0
2638,0.0,3.0
3499,2.0,1.0
2588,0.0,3.0
3991,0.0,1.0
2717,0.0,2.0
2974,0.0,3.0
2726,0.0,1.0
2735,0.0,3.0
2354,1.0,0.0
2329,0.0,2.0
3340,0.0,3.0
2777,0.0,3.0
3190,1.0,1.0
3428,0.0,1.0
3890,1.0,0.0
2970,1.0,2.0
2997,2.0,0.0
2024,0.0,2.0
2496,0.0,2.0
2882,2.0,0.0
2927,0.0,3.0
2820,1.0,1.0
2914,0.0,3.0
2117,2.0,0.0
2265,1.0,1.0
3978,1.0,0.0
3471,0.0,2.0
3780,0.0,1.0
2212,2.0,1.0
3629,2.0,1.0
2785,3.0,0.0
2812,1.0,1.0
3633,0.0,2.0
2896,0.0,1.0
3763,0.0,3.0
3276,0.0,1.0
2877,0.0,3.0
3375,0.0,1.0
2186,1.0,1.0
2843,0.0,1.0
2729,0.0,3.0
2416,1.0,1.0
3182,2.0,0.0
2323,2.0,1.0
3807,2.0,0.0
3652,0.0,2.0
3405,1.0,1.0
3577,1.0,1.0
3240,0.0,3.0
2206,1.0,1.0
3745,0.0,2.0
2107,2.0,0.0
3832,0.0,1.0
3962,1.0,2.0
3208,0.0,2.0
2684,0.0,1.0
2718,1.0,0.0
3520,1.0,1.0
3711,0.0,1.0
3715,1.0,0.0
2112,0.0,3.0
2025,0.0,2.0
3546,0.0,2.0
3446,1.0,1.0
3816,3.0,0.0
3904,2.0,1.0
2171,0.0,2.0
2128,0.0,2.0
2535,2.0,1.0
3280,0.0,3.0
2584,0.0,1.0
2163,0.0,3.0
3232,1.0,1.0
2545,0.0,1.0
2303,0.0,1.0
3325,1.0,1.0
3670,2.0,1.0
2609,0.0,2.0
3512,0.0,2.0
2096,0.0,3.0
2574,0.0,3.0
2915,1.0,0.0
3285,0.0,1.0
2696,0.0,1.0
2611,0.0,1.0
2426,0.0,1.0
3341,2.0,1.0
2482,0.0,1.0
2465,0.0,2.0
2710,1.0,0.0
2242,1.0,0.0
3772,1.0,2.0
2752,1.0,0.0
2622,0.0,1.0
2614,0.0,3.0
2497,1.0,0.0
3943,0.0,2.0
3676,0.0,1.0
2912,1.0,0.0
3650,0.0,1.0
2290,0.0,2.0
3507,0.0,1.0
2083,0.0,2.0
2875,0.0,3.0
2264,1.0,1.0
2095,1.0,1.0
2741,0.0,1.0
3590,1.0,0.0
3961,0.0,3.0
2026,2.0,0.0
3849,1.0,1.0
3528,0.0,1.0
2672,1.0,1.0
2021,0.0,1.0
3748,1.0,1.0
2358,0.0,3.0
3251,0.0,3.0
3131,0.0,2.0
