,years_experience,degree
2119,1.0,1.0
3857,0.0,2.0
2873,0.0,1.0
3748,0.0,2.0
3179,0.0,3.0
3757,0.0,2.0
3873,1.0,1.0
3916,1.0,1.0
2717,1.0,1.0
2309,0.0,3.0
2410,1.0,1.0
3287,3.0,0.0
2751,1.0,1.0
2262,1.0,2.0
3399,0.0,2.0
3534,2.0,1.0
3954,1.0,2.0
3949,0.0,1.0
3299,0.0,1.0
2068,2.0,0.0
2059,0.0,3.0
2686,0.0,1.0
2900,2.0,0.0
2846,3.0,1.0
2778,0.0,2.0
2906,2.0,0.0
2075,0.0,2.0
3654,1.0,1.0
2339,0.0,2.0
3195,1.0,1.0
2048,0.0,2.0
2253,1.0,1.0
2978,3.0,1.0
3220,0.0,2.0
2813,1.0,1.0
3723,0.0,1.0
2705,0.0,3.0
3997,0.0,2.0
2084,1.0,1.0
3816,0.0,3.0
3453,1.0,1.0
2122,1.0,1.0
3413,2.0,0.0
2585,1.0,1.0
2053,2.0,0.0
3305,0.0,2.0
3078,0.0,2.0
3112,1.0,1.0
3510,0.0,2.0
3483,0.0,2.0
2323,2.0,1.0
2885,0.0,3.0
3095,0.0,2.0
3530,0.0,1.0
2968,0.0,2.0
2044,1.0,1.0
3447,0.0,1.0
3290,2.0,1.0
3258,0.0,2.0
3004,1.0,1.0
3098,0.0,2.0
3374,0.0,1.0
3023,0.0,1.0
2414,0.0,1.0
2591,0.0,1.0
3728,0.0,2.0
2668,0.0,1.0
2234,1.0,1.0
3828,1.0,1.0
2041,0.0,2.0
3039,0.0,3.0
3678,0.0,1.0
2004,1.0,1.0
2151,1.0,1.0
3301,0.0,2.0
2792,1.0,2.0
2337,1.0,3.0
3297,0.0,1.0
3356,1.0,2.0
3268,0.0,3.0
3601,0.0,2.0
2417,0.0,2.0
2498,0.0,2.0
2753,0.0,1.0
3956,0.0,3.0
2226,0.0,1.0
3426,1.0,1.0
2027,1.0,3.0
3252,3.0,0.0
2326,3.0,1.0
3401,1.0,1.0
3740,1.0,1.0
3028,1.0,3.0
2853,1.0,1.0
3370,0.0,1.0
3446,0.0,1.0
2037,0.0,1.0
3918,1.0,3.0
3955,1.0,1.0
3617,1.0,1.0
2346,0.0,3.0
3375,0.0,1.0
3091,0.0,2.0
3014,0.0,1.0
3312,1.0,1.0
2570,0.0,3.0
3611,0.0,2.0
2117,2.0,0.0
3468,0.0,3.0
2812,0.0,2.0
2755,2.0,0.0
2896,0.0,2.0
3529,1.0,1.0
2658,0.0,3.0
3041,0.0,2.0
3867,0.0,1.0
2296,0.0,2.0
2568,0.0,3.0
3558,2.0,0.0
2009,1.0,2.0
2471,1.0,3.0
2909,0.0,2.0
2091,0.0,2.0
3178,0.0,2.0
2252,0.0,3.0
2918,2.0,1.0
3878,1.0,1.0
2831,0.0,1.0
3412,2.0,1.0
3240,1.0,1.0
2827,0.0,1.0
2544,1.0,2.0
2963,2.0,1.0
2641,1.0,2.0
3841,0.0,2.0
2191,0.0,2.0
2774,1.0,1.0
3174,2.0,1.0
2280,0.0,3.0
2209,0.0,2.0
3679,1.0,3.0
2930,1.0,1.0
2970,0.0,3.0
3064,1.0,3.0
2127,0.0,3.0
3506,1.0,1.0
2062,0.0,2.0
2890,0.0,3.0
2955,0.0,3.0
2625,0.0,2.0
3150,1.0,1.0
2263,1.0,1.0
3354,0.0,3.0
2807,0.0,3.0
2536,1.0,1.0
2655,1.0,1.0
2997,0.0,2.0
2458,2.0,0.0
3325,1.0,1.0
3006,0.0,3.0
2305,0.0,1.0
2306,0.0,2.0
3249,0.0,3.0
2437,1.0,1.0
2283,0.0,2.0
3264,0.0,2.0
3620,0.0,2.0
2553,1.0,1.0
3909,2.0,1.0
2788,2.0,0.0
2647,0.0,1.0
2956,0.0,2.0
3616,0.0,2.0
3135,2.0,1.0
2431,0.0,3.0
3729,0.0,1.0
2954,1.0,1.0
2622,1.0,3.0
2527,1.0,3.0
3122,1.0,3.0
3809,0.0,2.0
3376,0.0,2.0
3738,1.0,3.0
3883,1.0,3.0
2391,0.0,3.0
3129,1.0,2.0
2524,0.0,2.0
2626,0.0,1.0
3059,2.0,0.0
3042,2.0,1.0
3121,0.0,1.0
3843,1.0,1.0
2734,1.0,1.0
2114,0.0,2.0
3806,1.0,1.0
2921,1.0,1.0
3907,1.0,2.0
2573,0.0,3.0
2240,1.0,2.0
2826,2.0,0.0
