,years_experience,degree
2763,1.0,0.0
3300,0.0,2.0
2311,2.0,0.0
3073,1.0,3.0
3079,0.0,2.0
3929,0.0,3.0
2946,1.0,1.0
2585,0.0,1.0
2926,2.0,0.0
2489,2.0,1.0
2309,0.0,3.0
2884,1.0,0.0
2503,1.0,1.0
2043,0.0,2.0
3608,0.0,2.0
2701,0.0,1.0
2328,0.0,3.0
3897,2.0,1.0
3878,1.0,1.0
2612,0.0,3.0
3309,1.0,1.0
3056,0.0,3.0
2293,1.0,2.0
3319,0.0,1.0
3664,1.0,1.0
3328,0.0,1.0
3783,0.0,2.0
2404,1.0,1.0
3932,1.0,3.0
3732,1.0,3.0
3662,0.0,3.0
3228,2.0,1.0
3041,2.0,2.0
3505,1.0,1.0
3368,0.0,1.0
2960,0.0,1.0
2296,0.0,1.0
2388,3.0,1.0
3539,0.0,1.0
3203,1.0,3.0
2090,2.0,0.0
3806,1.0,2.0
3357,3.0,1.0
2372,0.0,2.0
2541,1.0,1.0
2005,1.0,2.0
2822,1.0,2.0
2298,2.0,1.0
2950,0.0,1.0
2695,0.0,3.0
3751,0.0,1.0
3510,0.0,3.0
3100,1.0,3.0
3341,0.0,1.0
3609,1.0,0.0
3268,3.0,0.0
3196,1.0,0.0
2187,2.0,1.0
2549,1.0,1.0
2652,0.0,1.0
3868,1.0,3.0
3894,0.0,1.0
2022,1.0,0.0
2157,0.0,1.0
2259,0.0,1.0
3701,1.0,1.0
2430,0.0,1.0
2303,0.0,2.0
3768,2.0,0.0
2787,0.0,1.0
3030,1.0,1.0
2269,2.0,0.0
3527,0.0,1.0
3103,1.0,0.0
2639,0.0,1.0
3296,1.0,0.0
3976,0.0,2.0
2096,1.0,3.0
2858,1.0,1.0
3641,2.0,1.0
2803,0.0,1.0
3704,2.0,1.0
3211,0.0,1.0
3051,0.0,3.0
3059,1.0,0.0
2003,0.0,1.0
2593,0.0,3.0
2260,1.0,1.0
3195,2.0,0.0
3779,0.0,1.0
2479,1.0,0.0
2921,1.0,1.0
2647,0.0,2.0
2397,0.0,1.0
3983,0.0,2.0
3340,0.0,2.0
2784,3.0,0.0
3133,3.0,1.0
2709,0.0,3.0
3078,0.0,1.0
2597,1.0,2.0
2322,2.0,1.0
2534,1.0,2.0
2486,0.0,2.0
3614,0.0,3.0
3648,0.0,3.0
2603,1.0,1.0
2691,0.0,3.0
3111,0.0,2.0
2552,1.0,1.0
2868,0.0,2.0
3869,0.0,2.0
3827,1.0,1.0
3997,1.0,0.0
3989,1.0,1.0
2040,0.0,2.0
2141,0.0,3.0
2846,0.0,1.0
2586,0.0,2.0
2700,0.0,1.0
2598,0.0,2.0
3628,1.0,0.0
3009,1.0,1.0
2820,1.0,2.0
2297,1.0,3.0
2952,3.0,1.0
2996,1.0,1.0
2769,3.0,1.0
2942,1.0,0.0
2066,1.0,1.0
2283,2.0,2.0
3889,1.0,1.0
3656,0.0,1.0
2367,1.0,1.0
3367,3.0,1.0
3808,0.0,1.0
2437,0.0,1.0
2294,1.0,0.0
2945,0.0,1.0
2978,1.0,3.0
2117,0.0,1.0
3418,0.0,1.0
3956,0.0,2.0
3329,1.0,1.0
3089,1.0,1.0
2618,1.0,1.0
2956,1.0,0.0
3068,1.0,1.0
2551,2.0,0.0
2703,1.0,1.0
2788,0.0,1.0
3168,2.0,1.0
2103,0.0,3.0
2378,0.0,3.0
2949,0.0,2.0
3814,1.0,0.0
3465,1.0,0.0
3039,2.0,1.0
3514,1.0,3.0
2779,1.0,1.0
3621,1.0,2.0
2736,1.0,3.0
2330,1.0,1.0
3239,1.0,1.0
3722,1.0,1.0
3336,1.0,1.0
3383,1.0,1.0
2057,0.0,1.0
2529,0.0,1.0
2664,2.0,1.0
3015,1.0,2.0
3855,2.0,0.0
3410,0.0,1.0
3974,1.0,1.0
3145,0.0,2.0
3214,0.0,2.0
3128,1.0,0.0
3403,1.0,1.0
2938,0.0,1.0
2936,0.0,3.0
3589,0.0,2.0
3270,0.0,3.0
3396,3.0,1.0
2201,0.0,3.0
2704,1.0,1.0
3851,1.0,1.0
3498,2.0,0.0
3718,2.0,1.0
2828,1.0,1.0
3926,2.0,1.0
2985,1.0,1.0
2109,0.0,1.0
3295,0.0,1.0
2792,0.0,1.0
3097,0.0,1.0
3147,0.0,2.0
3958,0.0,3.0
2771,0.0,2.0
3428,2.0,1.0
2757,0.0,3.0
