r_type,t_type,eta_mean,gamma_mean,perc_recomm_found_mean,eta_obs_mean,eta_obs_individualized_mean,eta_obs_refits_batch0_mean_mean,gamma_obs_mean,intv-cost_mean,eta_std,gamma_std,perc_recomm_found_std,eta_obs_std,eta_obs_individualized_std,eta_obs_refits_batch0_mean_std,gamma_obs_std,intv-cost_std
individualized,acceptance,0.75,0.75,1.0,1.0,,0.99699999888738,0.0033333332588275275,0.5593333333333333,0.0,0.0,0.0,0.0,,0.0009999871259888551,0.002886751281424208,0.01877720248954388
individualized,acceptance,0.85,0.85,1.0,1.0,,0.990000049273173,0.0,0.5655,0.0,0.0,0.0,0.0,,0.01044030911226371,0.0,0.018255136263528645
individualized,acceptance,0.9,0.9,1.0,1.0,,0.9886666735013326,0.0016666666294137638,0.5608333333333334,0.0,0.0,0.0,0.0,,0.008020850398888281,0.002886751281424208,0.022969182252168593
individualized,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.9963333209355673,0.0,0.5643333333333334,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.0028867141801698065,0.0,0.021167978961944722
subpopulation,acceptance,0.75,0.75,1.0,0.9175,,0.9144999980926514,0.019999999552965164,0.5465,0.0,0.0,0.0,0.0035355339059327407,,0.004949810182816417,0.0,0.012020815280171319
subpopulation,acceptance,0.85,0.85,1.0,0.95,,0.9335000216960907,0.007499999832361937,1.3800000000000001,0.0,0.0,0.0,0.04242640687119281,,0.05303300015962136,0.0035355338269073967,
subpopulation,acceptance,0.9,0.9,1.0,0.975,,0.9514999985694885,0.009999999776482582,0.5455,0.0,0.0,0.0,0.021213203435596444,,0.04596198123810016,0.0,0.026162950903902204
subpopulation,acceptance,0.95,0.95,1.0,0.9875,,0.981499969959259,0.007499999832361937,0.55925,0.0,0.0,0.0,0.010606601717798222,,0.00919231195392301,0.0035355338269073967,0.012374368670764553
individualized,counterfactual,0.75,0.75,1.0,1.0,,0.9963333408037821,0.0016666666294137638,0.5563333333333333,0.0,0.0,0.0,0.0,,0.004041463761725627,0.002886751281424208,0.026183646295604726
individualized,counterfactual,0.85,0.85,1.0,1.0,,0.9926666617393494,0.0016666666294137638,1.272634328468285,0.0,0.0,0.0,0.0,,0.0055075609660214814,0.002886751281424208,0.01524700322076961
individualized,counterfactual,0.9,0.9,1.0,1.0,,0.9916666547457377,0.0,0.5723333333333332,0.0,0.0,0.0,0.0,,0.004509251180401598,0.0,0.03661397729465254
individualized,counterfactual,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.9963333209355673,0.0033333332588275275,0.5459999999999999,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.001527505565370602,0.002886751281424208,0.029253204952620186
individualized,improvement,0.75,0.75,0.9516666666666667,0.7458500445632797,0.7458500445632797,0.7458500464757284,0.7458500464757284,1.2345439691027924,0.0,0.0,0.014433756729740593,0.039691379680240245,0.039691379680240245,0.03969139489737839,0.03969139489737839,0.03416179910125794
individualized,improvement,0.85,0.85,0.9733333333333333,0.8647281698828091,0.8647281698828091,0.8650700449943542,0.8647281726201376,0.5558333333333333,0.0,0.0,0.0028867513459481316,0.007768252403852767,0.007768252403852767,0.007222559094620766,0.007768250654187978,0.020508128469788122
individualized,improvement,0.9,0.9,0.9899999999999999,0.8838190594051115,0.8838190594051115,0.883819043636322,0.883819063504537,1.6279900373528413,0.0,0.0,0.0050000000000000044,0.035475012807605635,0.035475012807605635,0.035474986856368865,0.03547502081576796,0.01488796009191466
individualized,improvement,0.9499999999999998,0.9499999999999998,0.9966666666666667,0.9364907872696818,0.9364907872696818,0.9364908337593079,0.936490794022878,2.0376281407035175,1.3597399555105182e-16,1.3597399555105182e-16,0.0028867513459481316,0.022454726684359008,0.022454726684359008,0.02245468368618877,0.022454714621264943,0.012891413056475473
subpopulation,improvement,0.75,0.75,0.9533333333333333,0.6088314280414632,,0.6088314056396484,0.6088314056396484,1.0950734485975264,0.0,0.0,0.016072751268321542,0.039573193927671835,,0.03957319446704825,0.03957319446704825,0.05987293725418451
subpopulation,improvement,0.85,0.85,0.975,0.7434894947983953,,0.7434894839922587,0.7434894839922587,0.8455412371134021,0.0,0.0,0.018027756377319962,0.029220794053854058,,0.02922077471651627,0.02922077471651627,0.5272272123591631
subpopulation,improvement,0.9,0.9,0.9816666666666666,0.8131755240167133,,0.8131755193074545,0.8131755193074545,1.4386555129666079,0.0,0.0,0.0028867513459481316,0.03440347864062126,,0.03440350613496089,0.03440350613496089,0.0788211783881932
subpopulation,improvement,0.9499999999999998,0.9499999999999998,0.9966666666666667,0.9029899497487438,,0.9029899835586548,0.902989943822225,1.7618475711892796,1.3597399555105182e-16,1.3597399555105182e-16,0.0028867513459481316,0.020433223023206156,,0.020433209822126534,0.02043322671601273,0.017158560837913117
