,0
1559,1.0
1520,1.0
1344,1.0
1558,0.0
1759,1.0
1668,1.0
1818,0.0
1219,0.0
1868,0.0
1821,0.0
1405,0.0
1476,0.0
1513,0.0
1245,1.0
1500,0.0
1409,1.0
1692,0.0
1562,0.0
1637,1.0
1507,0.0
1119,1.0
1353,1.0
1781,1.0
1244,0.0
1306,0.0
1307,1.0
1459,1.0
1900,1.0
1864,0.0
1792,1.0
1144,0.0
1151,0.0
1803,0.0
1579,0.0
1809,0.0
1014,0.0
1382,0.0
1098,0.0
1666,0.0
1966,0.0
1267,1.0
1572,1.0
1808,0.0
1847,0.0
1282,0.0
1154,0.0
1474,1.0
1607,1.0
1589,1.0
1354,0.0
1330,1.0
1554,1.0
1429,0.0
1193,1.0
1529,0.0
1479,1.0
1203,0.0
1592,1.0
1960,0.0
1723,1.0
1626,0.0
1214,1.0
1452,1.0
1630,1.0
1001,1.0
1590,0.0
1126,0.0
1415,0.0
1288,1.0
1280,1.0
1011,0.0
1764,1.0
1779,1.0
1840,1.0
1913,0.0
1372,1.0
1070,0.0
1449,0.0
1978,1.0
1231,1.0
1246,1.0
1007,1.0
1189,0.0
1969,1.0
1550,0.0
1427,0.0
1148,1.0
1916,1.0
1804,0.0
1072,1.0
1292,0.0
1002,1.0
1302,1.0
1359,0.0
1993,0.0
1145,0.0
1902,0.0
1464,1.0
1539,1.0
1331,0.0
