,senior-level_skill
2599,1.0
2994,1.0
2817,1.0
3475,1.0
2801,1.0
3860,1.0
3572,1.0
2507,1.0
2711,1.0
2690,1.0
2261,1.0
3400,1.0
2169,1.0
2146,1.0
3465,1.0
2968,1.0
2491,1.0
2032,1.0
3889,0.0
3319,1.0
3094,1.0
2066,1.0
3414,1.0
3622,1.0
3539,1.0
3231,1.0
2391,1.0
3675,1.0
3009,1.0
2912,1.0
2442,1.0
2434,1.0
3895,1.0
2296,1.0
2915,1.0
2076,1.0
3066,1.0
2454,1.0
3956,1.0
2775,1.0
3437,1.0
2985,1.0
3073,0.0
3136,0.0
2380,1.0
3965,1.0
2878,1.0
2427,1.0
2856,0.0
3536,1.0
3031,1.0
3047,1.0
2019,1.0
2783,1.0
3837,1.0
3048,1.0
2130,0.0
2317,1.0
2265,1.0
2586,1.0
3041,1.0
2731,1.0
2347,1.0
2549,0.0
2977,1.0
2210,1.0
2882,1.0
3888,1.0
3312,1.0
2943,0.0
3601,1.0
2142,1.0
3694,1.0
2143,1.0
2157,1.0
2338,1.0
2280,1.0
3746,1.0
3923,1.0
3035,1.0
2881,1.0
3869,1.0
3322,1.0
3233,1.0
3973,1.0
2774,1.0
2686,1.0
2718,1.0
2871,1.0
3208,1.0
3760,1.0
2651,1.0
3025,1.0
3691,1.0
2194,1.0
2827,1.0
2369,1.0
3100,1.0
3360,1.0
3423,1.0
3623,1.0
2745,0.0
3064,1.0
2302,1.0
2233,1.0
2323,1.0
3758,1.0
2085,1.0
2756,1.0
2257,1.0
3455,1.0
3045,1.0
3517,1.0
3728,1.0
2115,1.0
3504,1.0
2575,1.0
2921,1.0
2710,0.0
2418,1.0
3151,1.0
2201,1.0
2088,0.0
3203,1.0
2484,1.0
2325,1.0
3038,1.0
2639,1.0
2609,1.0
3978,1.0
3945,1.0
2291,1.0
3284,1.0
2681,1.0
2043,1.0
2237,1.0
2122,1.0
3883,1.0
2082,1.0
3354,1.0
3229,1.0
3711,1.0
3444,1.0
3282,1.0
3941,1.0
3557,1.0
3104,1.0
2938,1.0
2362,1.0
2021,1.0
2659,1.0
3196,1.0
3779,1.0
3627,1.0
3492,1.0
3560,1.0
3847,1.0
2207,1.0
2914,1.0
2232,1.0
2252,1.0
3103,1.0
3566,1.0
3748,1.0
2638,1.0
3914,1.0
3777,1.0
3234,1.0
3840,1.0
3625,1.0
2311,1.0
3663,1.0
3919,1.0
3013,1.0
2319,1.0
3272,1.0
2518,1.0
2981,1.0
3431,1.0
2004,1.0
3747,1.0
2104,1.0
3418,1.0
3356,1.0
3715,1.0
3542,1.0
2140,1.0
3352,1.0
2737,1.0
2947,1.0
3949,0.0
3597,1.0
3806,1.0
2716,1.0
3043,1.0
2693,1.0
2623,1.0
3027,1.0
2014,1.0
2239,1.0
