,years_experience,degree
291,1.0,0.0
200,0.0,1.0
280,2.0,0.0
321,0.0,3.0
374,1.0,1.0
239,2.0,0.0
377,1.0,1.0
353,1.0,0.0
356,1.0,1.0
389,0.0,2.0
382,0.0,2.0
305,0.0,1.0
284,4.0,0.0
207,3.0,0.0
258,1.0,0.0
320,1.0,2.0
246,1.0,1.0
365,0.0,2.0
255,2.0,1.0
220,2.0,0.0
298,0.0,2.0
278,0.0,2.0
219,0.0,3.0
281,0.0,2.0
223,2.0,0.0
366,0.0,3.0
204,0.0,1.0
398,0.0,1.0
397,3.0,0.0
251,0.0,1.0
335,2.0,0.0
236,0.0,1.0
302,3.0,0.0
309,0.0,1.0
233,0.0,1.0
355,0.0,3.0
267,1.0,0.0
346,1.0,1.0
271,0.0,1.0
259,1.0,2.0
349,1.0,2.0
210,0.0,2.0
341,0.0,1.0
318,1.0,0.0
265,1.0,0.0
208,2.0,1.0
372,0.0,1.0
306,0.0,2.0
363,1.0,0.0
272,4.0,0.0
