,years_experience,degree,nr_commits,nr_languages,nr_stars
291,5.0,0.0,5051.0,2.0,20.0
200,3.0,1.0,3036.0,1.0,11.0
280,3.0,1.0,3031.0,3.0,19.0
321,1.0,3.0,1011.0,4.0,16.0
374,2.0,2.0,2023.0,4.0,17.0
239,4.0,0.0,4044.0,9.0,12.0
377,2.0,2.0,2026.0,3.0,16.0
353,1.0,3.0,1014.0,12.0,12.0
356,2.0,2.0,2026.0,4.0,12.0
389,2.0,2.0,2023.0,7.0,12.0
382,1.0,3.0,1012.0,1.0,15.0
305,3.0,1.0,3033.0,5.0,13.0
284,4.0,0.0,4042.0,3.0,14.0
207,4.0,0.0,44.0,4.0,7.0
258,3.0,1.0,3035.0,11.0,14.0
320,2.0,2.0,2023.0,1.0,15.0
246,3.0,1.0,3033.0,2.0,15.0
365,0.0,3.0,5.0,6.0,13.0
255,3.0,1.0,3035.0,1.0,13.0
220,4.0,0.0,4042.0,13.0,15.0
298,2.0,2.0,2020.0,7.0,14.0
278,2.0,2.0,2022.0,2.0,10.0
219,0.0,3.0,2.0,4.0,14.0
281,2.0,2.0,2021.0,3.0,20.0
223,3.0,1.0,3031.0,3.0,13.0
366,1.0,3.0,1015.0,6.0,12.0
204,4.0,1.0,4044.0,1.0,19.0
398,2.0,2.0,2022.0,8.0,11.0
397,3.0,1.0,3034.0,2.0,14.0
251,3.0,1.0,3039.0,6.0,14.0
335,4.0,0.0,4041.0,5.0,13.0
236,3.0,1.0,32.0,3.0,2.0
302,4.0,0.0,4043.0,3.0,11.0
309,0.0,3.0,8.0,4.0,17.0
233,2.0,2.0,2024.0,3.0,12.0
355,1.0,3.0,16.0,14.0,5.0
267,2.0,2.0,2024.0,3.0,17.0
346,1.0,3.0,1014.0,2.0,13.0
271,3.0,1.0,3033.0,8.0,11.0
259,2.0,2.0,2023.0,4.0,12.0
349,1.0,3.0,1014.0,17.0,14.0
210,2.0,2.0,2025.0,3.0,13.0
341,3.0,1.0,3034.0,1.0,19.0
318,3.0,1.0,3036.0,6.0,19.0
265,2.0,2.0,2023.0,2.0,11.0
208,2.0,2.0,2020.0,5.0,17.0
372,2.0,2.0,2022.0,8.0,13.0
306,1.0,2.0,1016.0,6.0,14.0
363,4.0,0.0,4046.0,5.0,14.0
272,4.0,0.0,4042.0,2.0,20.0
