,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.9,0.9,0.97,0.0,0.97,0.97,"[5.0, 5.0]",300.0,0.5,individualized,improvement,8,,0.97,10.25
1,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,8,,1.0,0.0977255
2,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,8,,0.9949999999999999,0.09937149999999999
3,1.0,0.9,0.9,0.965,0.0,0.965,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,8,,0.966,10.175
4,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,8,,1.0,0.09872699999999998
5,1.0,0.9,0.9,0.97,0.0,0.97,0.97,"[5.0, 5.0]",300.0,0.5,individualized,improvement,9,,0.97,10.675
6,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,9,,0.675,0.096125
7,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,9,,0.6849999999999999,0.09884500000000002
8,1.0,0.9,0.9,0.975,0.0,0.975,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,9,,0.975,10.65
9,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,9,,0.673,0.09649649999999997
10,1.0,0.9,0.9,0.96,0.0,0.96,0.96,"[5.0, 5.0]",300.0,0.5,individualized,improvement,3,,0.96,10.825
11,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,3,,0.923,0.098676
12,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,3,,0.9280000000000002,0.094723
13,1.0,0.9,0.9,0.96,0.0,0.96,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,3,,0.96,10.75
14,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,3,,0.9259999999999999,0.09624649999999998
15,1.0,0.9,0.9,0.955,0.005,0.96,0.96,"[5.0, 5.0]",300.0,0.5,individualized,improvement,4,,0.958,10.8
16,1.0,0.9,0.9,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,4,,0.526,0.09575149999999999
17,1.0,0.9,0.9,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,4,,0.5,0.09276849999999999
18,1.0,0.9,0.9,0.96,0.005,0.96,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,4,,0.96,10.825
19,1.0,0.9,0.9,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,4,,0.5479999999999999,0.1003765
20,1.0,0.9,0.9,0.995,0.0,0.995,0.995,"[5.0, 5.0]",300.0,0.5,individualized,improvement,0,,0.9949999999999999,10.9
21,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,0,,0.954,0.101234
22,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,0,,0.961,0.100236
23,1.0,0.9,0.9,0.995,0.0,0.995,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,0,,0.9949999999999999,10.875
24,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,0,,0.969,0.10674099999999999
25,1.0,0.9,0.9,0.975,0.0,0.975,0.975,"[5.0, 5.0]",300.0,0.5,individualized,improvement,6,,0.975,10.95
26,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,6,,0.842,0.1571775
27,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,6,,0.849,0.164261
28,1.0,0.9,0.9,0.975,0.0,0.975,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,6,,0.975,10.85
29,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,6,,0.8480000000000001,0.1678565
30,1.0,0.9,0.9,0.985,0.0,0.985,0.985,"[5.0, 5.0]",300.0,0.5,individualized,improvement,1,,0.985,10.85
31,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,1,,0.41,0.18485
32,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,1,,0.40499999999999997,0.18337400000000004
33,1.0,0.9,0.9,0.98,0.0,0.98,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,1,,0.9800000000000001,10.8
34,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,1,,0.40700000000000003,0.18534350000000002
35,1.0,0.9,0.9,0.965,0.0,0.965,0.965,"[5.0, 5.0]",300.0,0.5,individualized,improvement,5,,0.9650000000000001,10.2
36,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,5,,0.506,0.131494
37,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,5,,0.5069999999999999,0.13252799999999998
38,1.0,0.9,0.9,0.96,0.0,0.96,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,5,,0.96,10.125
39,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,5,,0.517,0.132045
40,1.0,0.9,0.9,0.985,0.005,0.985,0.985,"[5.0, 5.0]",300.0,0.5,individualized,improvement,7,,0.985,10.825
41,1.0,0.9,0.9,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,7,,0.9640000000000001,0.09927249999999999
42,1.0,0.9,0.9,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,7,,0.9730000000000001,0.10129899999999999
43,1.0,0.9,0.9,0.985,0.005,0.985,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,7,,0.985,10.775
44,1.0,0.9,0.9,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,7,,0.962,0.09927799999999999
45,1.0,0.9,0.9,0.955,0.0,0.955,0.955,"[5.0, 5.0]",300.0,0.5,individualized,improvement,2,,0.9549999999999998,10.925
46,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,2,,0.9730000000000001,0.0956175
47,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,2,,0.9710000000000001,0.095594
48,1.0,0.9,0.9,0.95,0.0,0.95,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,2,,0.95,10.825
49,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,2,,0.976,0.0951025
