,y_hat
875,False
529,False
801,False
564,False
778,False
501,False
864,False
931,False
609,False
946,False
663,False
869,False
943,False
868,False
655,False
537,False
775,False
522,False
624,False
933,False
600,False
852,False
560,False
514,False
500,False
651,False
691,False
546,False
840,False
568,False
820,False
679,False
772,False
826,False
959,False
539,False
800,False
854,False
729,False
845,False
713,False
695,False
919,False
857,False
638,False
928,False
893,False
692,False
548,False
708,False
754,False
513,False
837,False
690,False
981,False
658,False
748,False
937,False
798,False
899,False
918,False
942,False
794,False
923,False
769,False
611,False
702,False
984,False
646,False
574,False
783,False
678,False
668,False
563,False
765,False
555,False
815,False
926,False
941,False
566,False
606,False
665,False
569,False
983,False
604,False
870,False
707,False
504,False
621,False
828,False
726,False
528,False
752,False
581,False
633,False
515,False
696,False
719,False
844,False
848,False
