,y_hat
572,False
735,False
836,False
812,False
540,False
928,False
817,False
687,False
586,False
741,False
558,False
899,False
910,False
716,False
945,False
788,False
538,False
640,False
745,False
559,False
638,False
834,False
985,False
630,False
864,False
990,False
633,False
679,False
806,False
793,False
930,False
634,False
750,False
744,False
578,False
715,False
706,False
625,False
782,False
718,False
714,False
865,False
543,False
956,False
922,False
844,False
653,False
681,False
869,False
868,False
976,False
963,False
571,False
919,False
675,False
683,False
896,False
579,False
582,False
820,False
852,False
825,False
519,False
698,False
518,False
897,False
655,False
873,False
902,False
846,False
831,False
671,False
954,False
732,False
754,False
955,False
534,False
664,False
791,False
654,False
618,False
658,False
828,False
676,False
657,False
760,False
841,False
623,False
888,False
609,False
837,False
647,False
711,False
995,False
810,False
738,False
746,False
697,False
512,False
829,False
