,h_post,h_post_individualized
10755,0.9,
16954,0.92,
14002,0.76,
13346,1.0,
11893,0.8,
15982,0.82,
14982,0.94,
13512,0.94,
15453,0.88,
18743,0.98,
18389,0.84,
18478,0.9,
12152,0.9,
10876,0.96,
10195,0.9,
16043,0.88,
14389,0.86,
16040,0.86,
12945,0.82,
18770,0.76,
16884,0.8,
18044,0.8,
19524,0.92,
18321,0.92,
13225,0.82,
16501,0.88,
19448,0.88,
12606,0.98,
17208,0.92,
10892,0.92,
10482,0.94,
17687,0.88,
19238,0.88,
11777,0.8,
11931,0.88,
14146,0.96,
17786,0.78,
14748,0.94,
16092,0.92,
13025,0.9,
17945,0.94,
11580,0.92,
11878,0.96,
17201,0.82,
10328,0.84,
10890,0.88,
14209,0.82,
11263,0.94,
11432,0.86,
17421,0.94,
19939,0.82,
12128,0.84,
14112,0.94,
18134,0.84,
11115,0.92,
16595,0.76,
13269,0.94,
14317,0.86,
15131,0.86,
17666,0.74,
15223,0.8,
10776,0.94,
12675,0.84,
14241,0.9,
16725,0.84,
16577,0.94,
13188,0.94,
15306,0.52,
10381,0.86,
14160,0.98,
18423,0.88,
12514,0.9,
13921,0.88,
15485,0.9,
18242,0.94,
12466,0.9,
13680,0.64,
15374,0.84,
12850,0.88,
19093,0.88,
12477,1.0,
10009,0.86,
13085,0.82,
11618,0.84,
14855,0.92,
19168,0.96,
10980,0.86,
16931,0.82,
15078,0.88,
17924,1.0,
16426,0.92,
10197,0.9,
16364,0.86,
10775,0.88,
16679,0.98,
15909,0.92,
12323,0.82,
14508,0.98,
12286,0.92,
14371,1.0,
16776,0.92,
16688,0.8,
10222,0.88,
13846,0.8,
12428,0.94,
19430,0.84,
17413,0.78,
15826,0.76,
12919,0.86,
13194,0.62,
12987,0.84,
16280,0.92,
14269,0.98,
17126,0.9,
15093,0.86,
11838,0.9,
15886,0.92,
16045,0.82,
17969,0.86,
14092,0.84,
13777,0.96,
18563,0.9,
11811,0.82,
14829,0.82,
19290,1.0,
10455,0.9,
16541,0.84,
15047,0.9,
16807,0.82,
12370,0.82,
13603,0.96,
15960,0.88,
18982,0.88,
14963,0.88,
18989,0.9,
14171,0.82,
14195,0.78,
12666,1.0,
17345,0.8,
11446,0.96,
15491,0.88,
14305,0.9,
12045,0.84,
12520,0.9,
12949,0.88,
10185,0.84,
19270,0.82,
19729,0.92,
11008,0.88,
10353,0.88,
12453,0.88,
13246,0.78,
19842,0.92,
14924,0.84,
13476,0.96,
11118,0.88,
18735,0.94,
17878,0.88,
14973,0.88,
14354,0.82,
12480,0.88,
12124,0.82,
17727,0.92,
10560,0.72,
12354,0.96,
15714,0.92,
14189,0.76,
16361,0.92,
14152,0.88,
11084,0.9,
11088,0.98,
12149,0.88,
15856,0.82,
17988,0.82,
12034,0.84,
19059,0.8,
10093,0.78,
13324,1.0,
14576,0.84,
12281,0.98,
11714,0.98,
12556,0.98,
16469,0.78,
12521,0.98,
11800,0.88,
19895,0.92,
16885,0.94,
13454,0.94,
10465,0.9,
16757,0.78,
15529,0.76,
14860,0.94,
14834,0.92,
12798,0.74,
11857,0.94,
11617,0.82,
12399,0.92,
16182,0.84,
12759,0.82,
12387,0.76,
