,years_experience,degree
260,2.0,1.0
234,2.0,1.0
333,1.0,0.0
348,0.0,2.0
205,0.0,3.0
256,1.0,1.0
306,1.0,1.0
380,0.0,1.0
246,0.0,1.0
342,0.0,1.0
336,0.0,2.0
332,0.0,1.0
239,0.0,1.0
353,0.0,2.0
308,1.0,1.0
245,0.0,2.0
357,1.0,1.0
393,0.0,2.0
354,1.0,1.0
392,0.0,1.0
386,0.0,1.0
341,2.0,1.0
317,0.0,1.0
350,1.0,0.0
216,1.0,2.0
293,0.0,3.0
219,0.0,1.0
294,0.0,1.0
385,1.0,0.0
367,0.0,1.0
283,1.0,1.0
222,2.0,0.0
338,0.0,1.0
387,0.0,1.0
362,0.0,1.0
255,1.0,1.0
290,0.0,2.0
396,2.0,0.0
369,0.0,3.0
292,1.0,0.0
213,2.0,1.0
327,0.0,2.0
299,0.0,2.0
271,0.0,1.0
272,1.0,0.0
225,0.0,2.0
263,0.0,1.0
304,2.0,0.0
331,0.0,2.0
203,1.0,0.0
