,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,1.0,0.0,0.057053447,3.0,8.0,0.0
2001,1.0,0.0,0.43887937,3.0,1.0,5.0
2002,2.0,0.0,0.14362252,2.0,2.0,3.0
2003,3.0,1.0,0.93041515,3.0,0.0,5.0
2004,1.0,0.0,0.59328794,4.0,0.0,8.0
2005,3.0,2.0,0.20083606,0.0,9.0,2.0
2006,3.0,3.0,0.59530115,5.0,9.0,1.0
2007,2.0,2.0,0.28334153,1.0,0.0,5.0
2008,6.0,2.0,0.3651551,5.0,3.0,3.0
2009,5.0,0.0,0.46082854,7.0,2.0,3.0
2010,2.0,2.0,0.0341686,3.0,1.0,5.0
2011,6.0,0.0,0.67950046,9.0,6.0,2.0
2012,8.0,0.0,0.64516604,4.0,0.0,4.0
2013,2.0,2.0,0.9849644,2.0,4.0,0.0
2014,2.0,1.0,0.42190623,6.0,2.0,6.0
2015,6.0,1.0,0.627095,3.0,0.0,6.0
2016,2.0,0.0,0.51535726,2.0,2.0,2.0
2017,5.0,3.0,0.7826991,5.0,2.0,1.0
2018,3.0,0.0,0.49914086,3.0,1.0,1.0
2019,3.0,0.0,0.72517073,6.0,1.0,1.0
2020,2.0,0.0,0.9490099,9.0,3.0,3.0
2021,2.0,2.0,0.9518615,7.0,0.0,1.0
2022,4.0,0.0,0.048675537,4.0,2.0,7.0
2023,5.0,2.0,0.09640491,6.0,0.0,1.0
2024,1.0,2.0,0.645264,7.0,5.0,2.0
2025,4.0,0.0,0.10314119,6.0,4.0,4.0
2026,2.0,0.0,0.19825292,3.0,9.0,0.0
2027,3.0,0.0,0.2810328,8.0,4.0,9.0
2028,5.0,2.0,0.9789922,2.0,2.0,8.0
2029,1.0,0.0,0.29040122,5.0,3.0,2.0
2030,3.0,0.0,0.5133107,2.0,4.0,7.0
2031,1.0,0.0,0.4774425,4.0,1.0,8.0
2032,7.0,3.0,0.052633286,3.0,3.0,1.0
2033,0.0,2.0,0.3635856,7.0,9.0,4.0
2034,2.0,2.0,0.5102118,4.0,0.0,5.0
2035,3.0,3.0,0.11875284,6.0,1.0,2.0
2036,1.0,2.0,0.39105642,6.0,4.0,3.0
2037,8.0,0.0,0.23336673,2.0,0.0,1.0
2038,2.0,0.0,0.43782806,3.0,4.0,2.0
2039,5.0,2.0,0.13166451,3.0,3.0,11.0
2040,1.0,2.0,0.091251254,9.0,0.0,2.0
2041,1.0,2.0,0.44178855,4.0,6.0,1.0
2042,2.0,0.0,0.95605695,4.0,7.0,0.0
2043,3.0,0.0,0.29776716,6.0,3.0,1.0
2044,0.0,0.0,0.747262,6.0,3.0,5.0
2045,2.0,2.0,0.24424005,4.0,6.0,4.0
2046,4.0,2.0,0.3989023,8.0,0.0,1.0
2047,0.0,0.0,0.8923192,4.0,2.0,12.0
2048,4.0,0.0,0.598109,1.0,0.0,5.0
2049,4.0,3.0,0.8488505,5.0,5.0,5.0
2050,1.0,1.0,0.8817831,5.0,5.0,6.0
2051,2.0,1.0,0.68882835,2.0,4.0,2.0
2052,2.0,0.0,0.5116564,7.0,4.0,5.0
2053,1.0,2.0,0.79618573,2.0,10.0,5.0
2054,2.0,0.0,0.6740973,6.0,3.0,3.0
2055,4.0,0.0,0.664472,2.0,4.0,8.0
2056,4.0,0.0,0.22673333,3.0,3.0,14.0
2057,1.0,2.0,0.5775554,4.0,2.0,0.0
2058,1.0,1.0,0.79604447,4.0,1.0,2.0
2059,2.0,2.0,0.6486896,2.0,4.0,1.0
2060,3.0,2.0,0.61883104,6.0,16.0,4.0
2061,3.0,0.0,0.9440024,4.0,2.0,0.0
