,age,gender,experience,loan_amount,loan_duration,income,saving
7706,-33.099655,1.0,-0.36677176,5.010719,12.740934,2.2855654,25.38939
9237,-31.840656,1.0,-0.39248085,1.5465989,1.396157,-1.1727135,1.6489553
7250,-32.241222,1.0,-0.3732217,4.389229,10.661416,1.6787934,21.100859
6760,-30.232262,1.0,-0.36664638,6.0850616,16.046177,3.4365015,30.789837
7007,-32.761833,1.0,-0.3875727,2.0274217,3.0213385,-0.7103784,5.0836105
5240,-32.708954,1.0,-0.36989963,4.7030478,11.713432,1.9842181,23.281334
7733,-33.44089,1.0,-0.3785137,3.2087636,6.9092226,0.46386313,14.290413
5612,-31.868942,1.0,-0.3754498,4.197282,10.012739,1.4942567,19.728756
8922,-32.687996,1.0,-0.39145327,1.4205215,1.0437615,-1.3193462,1.2556658
6093,-32.721565,1.0,-0.39117527,1.4550936,1.1584598,-1.2853216,1.4875636
7584,-32.0665,1.0,-0.36687967,5.3485775,13.767559,2.6489732,27.015644
6924,-32.962368,1.0,-0.3824309,2.7689013,5.4452605,0.03137517,11.312767
9670,-30.624979,1.0,-0.38533312,3.1681283,6.5894814,0.4894364,12.732921
5150,-31.959936,1.0,-0.37325758,4.4838033,10.949951,1.7805891,21.561502
5540,-31.187904,1.0,-0.38066107,3.6715093,8.260134,0.9816222,16.13171
5681,-32.532455,1.0,-0.3880561,2.0276756,3.0062418,-0.7049409,4.977255
7769,-31.80229,1.0,-0.34078866,8.796164,24.954723,6.129555,48.44108
6427,-31.954672,1.0,-0.33432448,9.501412,27.256832,6.837269,52.91913
5691,-32.42385,1.0,-0.34610164,7.9320865,22.188122,5.2441444,43.328945
9028,-30.983376,1.0,-0.35963616,6.7332754,18.198116,4.070105,35.175495
7531,-32.79527,1.0,-0.391821,1.3234624,0.73581135,-1.4194031,0.69965506
5947,-29.055931,1.0,-0.3842414,4.01317,9.246773,1.3831418,17.331102
8891,-33.20316,1.0,-0.39156246,1.2314782,0.46582127,-1.5209186,0.31849813
6348,-33.1242,1.0,-0.36521363,5.2175045,13.414742,2.4933255,26.693493
7738,-31.826067,1.0,-0.3786069,3.7444057,8.538071,1.0393515,16.87853
7425,-33.31852,1.0,-0.36148626,5.6598954,14.866503,2.9348662,29.551277
9280,-31.463572,1.0,-0.36458546,5.8841057,15.468568,3.202755,30.08561
7062,-29.80677,1.0,-0.39589235,1.7724202,2.005589,-0.89263797,2.1495724
5855,-32.28845,1.0,-0.36475527,5.562922,14.479116,2.8597503,28.45844
6900,-29.972836,1.0,-0.38716203,3.146634,6.481251,0.48528814,12.310835
5586,-32.029,1.0,-0.36132163,6.119315,16.269955,3.4262402,31.815388
9461,-32.94984,1.0,-0.38535655,2.3169107,3.9754047,-0.42323947,6.981883
8001,-32.121944,1.0,-0.36084074,6.150609,16.377872,3.4556127,32.05405
5315,-32.84135,1.0,-0.35939538,6.095232,16.247297,3.3836699,32.045002
8782,-30.714409,1.0,-0.39367786,1.773407,2.0620499,-0.91619277,2.5557876
5558,-31.409657,1.0,-0.38993657,2.1253502,3.2491648,-0.57988906,5.0688334
6338,-31.96576,1.0,-0.3753878,4.17153,9.935448,1.4660337,19.612484
9824,-32.149197,1.0,-0.3667367,5.33908,13.742231,2.6374867,26.994644
8969,-32.310482,1.0,-0.38749826,2.193997,3.5316036,-0.5324775,5.9129314
6949,-31.258083,1.0,-0.36863008,5.40165,13.887512,2.7218604,26.976866
5679,-31.922451,1.0,-0.3627633,5.963525,15.756562,3.2717838,30.79245
5716,-33.451008,1.0,-0.37589222,3.5949216,8.164974,0.8524084,16.70876
8811,-33.053387,1.0,-0.31669593,11.083385,32.4738,8.40941,63.321533
6931,-31.663805,1.0,-0.38449875,2.9006512,5.785263,0.19400644,11.530536
7154,-32.42809,1.0,-0.35513625,6.7927036,18.485416,4.09562,36.209785
7224,-31.648912,1.0,-0.39129868,1.8127482,2.2486112,-0.9002992,3.2243176
7576,-32.316406,1.0,-0.39089775,1.639833,1.7309732,-1.0901911,2.45217
5795,-31.41556,1.0,-0.38413942,3.0489879,6.2513633,0.34938526,12.344254
5717,-32.36279,1.0,-0.38446274,2.6566029,5.038631,-0.06816101,8.82863
6557,-31.738213,1.0,-0.38483864,2.8200994,5.528318,0.11113572,11.061222
8046,-32.759296,1.0,-0.3907391,1.5142039,1.3532032,-1.2267005,1.8748021
6564,-33.052372,1.0,-0.38942534,1.6314971,1.7550902,-1.1151824,2.7467508
8460,-32.788307,1.0,-0.3220618,10.591384,30.85607,7.918448,60.12088
9541,-30.288624,1.0,-0.39572078,1.598874,1.4693736,-1.0804223,1.2760057
5946,-32.55719,1.0,-0.36284578,5.729716,15.0395775,3.0216937,29.626614
6174,-31.30332,1.0,-0.38088048,3.594191,8.016134,0.9009099,15.700764
5658,-32.978455,1.0,-0.3873132,1.9966726,2.936657,-0.74612284,4.993973
9849,-32.4419,1.0,-0.34064734,8.586569,24.316425,5.903628,47.427906
5226,-31.043186,1.0,-0.37368906,4.762784,11.79773,2.0838876,22.886847
9767,-33.10907,1.0,-0.38481832,2.349074,4.0912604,-0.39435017,7.2585936
7499,-32.790695,1.0,-0.37351978,4.157531,9.946213,1.433078,19.910421
9516,-32.092358,1.0,-0.35083482,7.459122,20.628557,4.7748947,40.218533
8501,-31.748081,1.0,-0.35177207,7.4645443,20.62341,4.7883854,40.093536
7113,-31.781557,1.0,-0.38067788,3.4475884,7.570493,0.7416377,15.002945
8354,-29.262089,1.0,-0.37745017,4.9547434,12.317961,2.3249748,23.303963
5856,-32.944706,1.0,-0.36367553,5.4866858,14.27681,2.7683403,28.29054
8226,-30.666174,1.0,-0.38775498,2.7663946,5.286337,0.08409858,10.240443
5392,-32.319492,1.0,-0.3772285,3.774783,8.66977,1.0583496,17.297047
9243,-33.62715,1.0,-0.35562015,6.334467,17.08143,3.6081884,33.915775
9997,-30.489857,1.0,-0.38408983,3.4176207,7.392224,0.74407494,14.232191
8876,-32.900963,1.0,-0.3816011,2.9168909,5.9218864,0.18167663,12.208588
8858,-32.651325,1.0,-0.3808458,3.1162946,6.552475,0.38793874,13.336981
7959,-30.253103,1.0,-0.388735,2.776307,5.293946,0.10504317,10.119303
8808,-31.947268,1.0,-0.37794918,3.7991128,8.7238655,1.0915375,17.276335
6358,-31.690428,1.0,-0.37568223,4.228121,10.101273,1.5295837,19.83943
8266,-32.374046,1.0,-0.3856833,2.4607067,4.4027357,-0.26556182,7.609538
6233,-29.574142,1.0,-0.39772275,1.5570514,1.2925885,-1.1027141,0.7026429
8137,-29.660212,1.0,-0.3765718,4.9084406,12.189404,2.267178,23.186068
6135,-31.672306,1.0,-0.33216816,9.852208,28.378376,7.1976676,54.981663
5243,-33.113544,1.0,-0.38573736,2.202829,3.6162841,-0.54162073,6.346694
5712,-32.138336,1.0,-0.36486644,5.600473,14.59103,2.901029,28.623308
5219,-30.555824,1.0,-0.3837482,3.4442244,7.482634,0.7691103,14.427757
7397,-33.619987,1.0,-0.37970296,2.9728627,6.1556883,0.22266436,12.902288
7162,-32.412426,1.0,-0.3663531,5.300134,13.633495,2.5922282,26.8739
6930,-32.330986,1.0,-0.38732034,2.2153437,3.6023738,-0.51147246,6.055915
5644,-33.602474,1.0,-0.35752475,6.0942054,16.29876,3.3665843,32.402225
7631,-32.878185,1.0,-0.36304837,5.593882,14.620501,2.877772,28.928993
5492,-33.119026,1.0,-0.39114577,1.3277903,0.77280104,-1.4221976,0.88031626
5695,-33.161983,1.0,-0.36908484,4.667458,11.629799,1.9385118,23.27372
9224,-32.313656,1.0,-0.37534225,4.0552087,9.580757,1.3408096,19.046986
7418,-31.06035,1.0,-0.3766629,4.320573,10.361611,1.6382236,20.13076
6861,-30.275734,1.0,-0.37936392,4.2303815,10.021015,1.5678216,19.217243
5544,-30.806084,1.0,-0.39372587,1.7290127,1.9233534,-0.96324575,2.319303
8636,-33.442196,1.0,-0.39025414,1.3697882,0.93264735,-1.386883,1.2974415
7109,-32.61986,1.0,-0.37145114,4.5127945,11.088917,1.794611,22.050303
6034,-31.482979,1.0,-0.35107976,7.6498923,21.20862,4.9815226,41.130627
6005,-32.698677,1.0,-0.38190463,2.938205,5.9769764,0.207623,12.246221
5146,-31.576628,1.0,-0.38970888,2.1002994,3.1784728,-0.6092224,4.988434
9714,-32.347446,1.0,-0.38916823,1.9117631,2.6168566,-0.81731796,4.166218
7248,-32.461414,1.0,-0.3759202,3.9190712,9.148395,1.200367,18.265179
