,age,gender,experience,loan_amount,loan_duration,income,saving
7706,0.1,0.0,-0.0,0.4,-0.2,-4.1,-25.4
9237,0.0,0.0,-0.0,-0.3,0.2,-0.3,-1.5
7250,0.1,0.0,-0.0,-0.2,-0.4,-0.2,-22.1
6760,0.1,0.0,-0.0,0.0,0.0,0.0,-30.8
7007,-0.0,0.0,-0.0,0.1,0.3,-0.8,-5.4
5240,0.0,0.0,-0.0,0.0,-0.4,-3.7,-23.9
7733,0.2,0.0,-0.0,0.1,0.3,0.3,-14.4
5612,-0.0,0.0,0.0,0.1,0.4,-2.9,0.0
8922,-0.1,0.0,-0.0,-0.3,-0.1,-0.4,-1.3
6093,-0.0,0.0,-0.0,-0.2,0.1,-0.2,-1.9
7584,-0.1,0.0,-0.0,-0.3,-0.1,-0.3,-27.9
6924,0.1,0.0,-0.0,0.5,0.0,0.4,-11.4
9670,-0.4,0.0,-0.0,-0.1,-0.2,-0.1,0.0
5150,-0.1,0.0,-0.0,-0.1,-0.1,-0.1,-0.0
5540,-0.0,0.0,-0.0,0.5,0.2,-2.5,-16.5
5681,0.1,0.0,-0.0,0.1,-0.4,0.0,-5.8
7769,-0.0,0.0,-0.1,0.3,-0.1,0.2,-48.7
6427,-0.0,0.0,-0.1,0.5,0.2,0.5,-53.7
5691,0.1,0.0,-0.0,-0.1,-0.3,-0.1,-44.2
9028,-0.0,0.0,-0.0,-0.4,-0.3,-5.7,-35.1
7531,0.0,0.0,-0.0,-0.2,0.0,-0.0,-0.5
5947,-0.1,0.0,-0.0,-0.2,0.4,-0.3,0.0
8891,-0.0,0.0,-0.0,0.0,-0.0,0.1,-0.7
6348,0.0,0.0,-0.0,-0.3,-0.5,-4.0,-27.1
7738,0.0,0.0,-0.0,0.1,0.0,0.3,-17.5
7425,0.1,0.0,-0.0,0.0,0.5,0.1,-29.5
9280,0.1,0.0,-0.0,-0.1,-0.3,0.3,-30.3
7062,-0.4,0.0,0.0,-0.4,-0.3,0.5,-2.2
5855,-0.0,0.0,-0.0,-0.3,0.1,-4.4,-28.3
6900,0.1,0.0,-0.0,-0.1,-0.2,-0.4,-12.6
5586,-0.0,0.0,-0.0,0.5,0.4,-5.1,-31.8
9461,-0.0,0.0,-0.0,-0.2,0.1,-1.2,-7.3
8001,0.1,0.0,0.0,0.0,-0.1,-0.1,-32.2
5315,0.1,0.0,0.0,0.0,0.2,0.1,-32.6
8782,0.0,0.0,-0.0,-0.5,0.4,0.3,-2.7
5558,-0.0,0.0,-0.0,0.0,-0.1,-1.0,-5.8
6338,-0.0,0.0,-0.0,0.4,0.2,-2.9,-19.7
9824,-0.1,0.0,-0.0,0.1,0.5,-0.2,-27.7
8969,-0.0,0.0,-0.0,0.1,0.1,-1.1,-6.3
6949,-0.1,0.0,-0.0,0.3,0.3,0.0,-27.0
5679,-0.2,0.0,-0.0,0.5,0.1,-0.4,-31.7
5716,-0.0,0.0,-0.0,0.5,-0.2,-2.3,-17.0
8811,0.0,0.0,-0.1,-0.1,-0.1,-0.1,-63.9
6931,-0.1,0.0,-0.0,0.1,-0.1,-0.2,-12.1
7154,0.1,0.0,0.0,-0.0,-0.0,-0.0,0.0
7224,-0.1,0.0,-0.0,0.1,0.0,-0.6,-3.0
7576,0.0,0.0,-0.0,-0.4,-0.5,0.5,-2.3
5795,-0.0,0.0,-0.0,0.4,0.0,0.2,-12.8
5717,-0.0,0.0,-0.0,-0.4,0.2,-1.5,-9.2
6557,-0.0,0.0,-0.0,0.3,0.0,0.4,-11.4
8046,0.0,0.0,-0.0,-0.2,0.2,0.5,-2.7
6564,0.1,0.0,-0.0,0.5,0.2,0.5,-3.4
8460,-0.0,0.0,-0.0,0.3,0.0,-9.4,-60.8
9541,-0.1,0.0,0.0,-0.3,-0.1,0.4,-2.0
5946,0.0,0.0,-0.0,-0.2,0.4,-4.5,-29.6
6174,-0.1,0.0,-0.0,0.1,0.0,0.0,-15.8
5658,0.0,0.0,-0.0,0.0,0.1,-0.9,0.0
9849,-0.0,0.0,-0.0,0.0,-0.3,-7.4,-47.3
5226,-0.1,0.0,-0.0,0.2,0.1,-0.1,-23.4
9767,0.1,0.0,-0.0,0.1,0.2,-0.2,-0.0
7499,-0.1,0.0,0.0,-0.0,-0.0,-0.0,-0.0
9516,0.0,0.0,-0.0,0.4,-0.4,-6.3,-40.1
8501,-0.1,0.0,-0.0,-0.2,0.3,0.2,-40.9
7113,-0.0,0.0,0.1,-0.0,-0.0,-0.0,-15.5
8354,0.1,0.0,-0.0,-0.1,0.1,-0.2,-23.9
5856,0.1,0.0,-0.0,0.4,0.2,0.2,-29.2
8226,-0.1,0.0,0.0,-0.2,-0.1,-1.5,-10.2
5392,-0.1,0.0,-0.0,0.0,0.1,0.0,-0.0
9243,-0.1,0.0,-0.0,0.3,0.0,0.5,-34.8
9997,0.1,0.0,0.0,0.1,0.4,-0.1,-15.1
8876,0.2,0.0,-0.0,0.3,-0.4,-0.1,-12.7
8858,-0.0,0.0,0.0,0.0,0.2,-1.9,-13.2
7959,-0.2,0.0,-0.0,0.2,-0.4,0.2,-10.9
8808,0.1,0.0,0.0,0.0,0.1,0.0,-17.6
6358,-0.1,0.0,-0.0,0.1,0.2,0.1,-20.2
8266,-0.0,0.0,0.0,0.0,0.0,-1.5,0.0
6233,-0.0,0.0,0.0,-0.2,-0.3,-0.2,-1.2
8137,-0.3,0.0,-0.0,0.1,0.3,0.1,-23.7
6135,0.0,0.0,-0.1,-0.4,0.2,-0.4,-56.0
5243,0.0,0.0,0.0,-0.1,-0.2,-1.5,-6.2
5712,0.0,0.0,0.0,0.2,0.5,-4.4,-29.0
5219,0.1,0.0,0.0,0.0,-0.2,-0.3,-15.0
7397,0.1,0.0,-0.0,0.3,0.2,0.4,-13.0
7162,0.1,0.0,0.0,-0.4,-0.1,-0.4,-27.0
6930,0.1,0.0,-0.0,0.1,0.4,0.1,-6.1
5644,-0.0,0.0,-0.0,-0.3,0.4,-4.9,-32.5
7631,-0.0,0.0,-0.0,0.5,-0.4,-4.5,-29.4
5492,-0.1,0.0,-0.0,-0.1,-0.4,-0.1,0.0
5695,0.2,0.0,-0.0,0.0,0.1,0.0,-0.0
9224,0.1,0.0,-0.0,0.0,0.1,0.0,0.0
7418,-0.0,0.0,-0.0,-0.4,-0.2,-3.2,-20.2
6861,-0.2,0.0,-0.0,-0.1,0.3,0.4,-19.5
5544,0.0,0.0,-0.0,-0.4,-0.3,-0.1,-0.0
8636,-0.1,0.0,-0.0,-0.2,-0.2,-0.2,-1.3
7109,0.2,0.0,-0.0,0.3,0.2,0.4,-22.5
6034,0.0,0.0,-0.0,0.1,0.3,-6.5,-41.3
6005,0.0,0.0,-0.0,0.1,0.2,-1.9,-0.0
5146,-0.2,0.0,0.0,0.0,0.1,0.0,0.0
9714,0.0,0.0,-0.0,0.0,0.1,-0.5,0.0
7248,0.0,0.0,-0.0,0.1,0.1,-2.7,-0.0
