,age,gender,experience,loan_amount,loan_duration,income,saving
6542,-30.55349,1.0,-0.39350536,2.1668622,2.6560676,-1.0179412,-0.1317937
6116,-33.712585,1.0,-0.34615248,7.501886,21.099598,-1.7070537,-0.34655914
7711,-32.60421,1.0,-0.38030618,3.1144137,6.5680957,0.78776294,-1.0719357
6571,-31.055637,1.0,-0.38890043,2.1286776,4.6126585,-1.3657774,0.0042917253
5712,-32.138336,1.0,-0.36486644,5.400473,14.1910305,2.701029,-0.8766918
8924,-31.896431,1.0,-0.39155877,1.2722254,1.5147451,-1.4500681,0.006008148
7595,-34.604733,1.0,-0.36639085,4.2359047,11.8968725,-1.7125736,-0.66821975
5402,-29.46761,1.0,-0.373164,5.604925,14.606352,-1.7212535,0.1449646
7027,-30.14148,1.0,-0.3932957,2.2711556,3.495686,-0.50136447,-0.43700466
5187,-31.816467,1.0,-0.3742415,4.5002055,10.762245,1.6924167,-0.37309533
5537,-32.24815,1.0,-0.35749257,6.5489054,17.880833,4.154023,-1.1979339
7344,-30.731993,1.0,-0.39425677,1.1687095,2.0228512,-1.5219712,0.20928077
7498,-31.291693,1.0,-0.4200384,11.060659,33.762627,8.636853,-0.07462005
7875,-33.15919,1.0,-0.3700888,4.6267266,11.372221,1.4968426,-0.30718344
7331,-31.475422,1.0,-0.44381765,8.751635,24.6388,6.0907316,-0.036927033
9512,-33.034588,1.0,-0.35864645,6.6300144,16.674004,-1.7854607,0.054026794
5662,-33.475334,1.0,-0.422464,10.05454,30.328222,7.767209,-0.27995986
7104,-32.16872,1.0,-0.37264973,4.097239,10.707561,1.3892311,-0.85779536
7763,-30.423126,1.0,-0.35970098,6.847701,18.361012,-1.6995144,-0.7343826
5396,-32.339676,1.0,-0.38750815,2.1822395,3.2953765,-0.5449847,-0.44693166
7846,-32.803783,1.0,-0.34642008,8.063545,21.466675,-1.7341268,-0.14580306
8772,-31.656805,1.0,-0.36938488,4.9538865,13.601351,2.265011,-1.2357109
