,y
3643,1.0
2939,0.0
3300,0.0
3838,1.0
2575,0.0
2559,0.0
2665,0.0
3262,0.0
3600,0.0
3093,0.0
3384,0.0
3634,1.0
3926,0.0
2072,0.0
2267,0.0
3383,0.0
2041,0.0
2213,0.0
2399,0.0
3615,0.0
3373,0.0
3072,0.0
2540,0.0
3515,0.0
2244,1.0
3641,0.0
2615,1.0
3168,1.0
2864,0.0
2756,1.0
3691,1.0
2354,0.0
3847,0.0
3031,0.0
3666,0.0
3070,0.0
2603,0.0
2826,0.0
2887,0.0
3750,0.0
3488,0.0
2950,1.0
2948,0.0
2722,0.0
3437,0.0
2635,0.0
2309,0.0
3550,0.0
2832,0.0
3456,1.0
3113,0.0
3506,0.0
3524,0.0
3436,1.0
3402,0.0
3171,1.0
2879,0.0
3087,1.0
2225,0.0
2881,0.0
2679,0.0
2484,0.0
2905,0.0
2290,0.0
2604,1.0
3592,0.0
3960,1.0
2246,0.0
3740,0.0
2031,0.0
3169,0.0
2840,0.0
2487,0.0
3352,0.0
3054,0.0
3897,1.0
2356,0.0
2384,0.0
3861,0.0
2451,1.0
2056,0.0
3152,0.0
3226,0.0
3627,0.0
2466,0.0
3817,0.0
2243,0.0
3793,0.0
3792,0.0
2187,0.0
2542,0.0
3836,0.0
3187,0.0
3236,1.0
2648,0.0
2825,0.0
3927,0.0
3400,0.0
2483,0.0
2893,0.0
3004,0.0
2759,1.0
2210,0.0
3849,0.0
3429,0.0
2845,0.0
2536,0.0
3569,0.0
2208,0.0
3229,0.0
3866,0.0
3001,0.0
2673,1.0
3574,0.0
3551,0.0
2419,0.0
2528,0.0
2765,1.0
2170,0.0
3077,0.0
3872,0.0
2600,0.0
3182,0.0
2268,0.0
3351,0.0
3646,0.0
3967,1.0
3285,0.0
3131,0.0
3712,0.0
3232,0.0
3433,0.0
3378,1.0
2531,0.0
2954,0.0
2421,0.0
3955,1.0
2860,1.0
2219,1.0
3968,1.0
3607,0.0
2974,0.0
3672,0.0
2958,0.0
2021,0.0
2912,0.0
2788,0.0
3760,0.0
2279,0.0
3218,1.0
2591,0.0
3363,0.0
3951,0.0
3908,0.0
2492,1.0
2351,0.0
3918,0.0
2592,0.0
3522,0.0
2661,1.0
2713,0.0
2071,1.0
3928,0.0
2997,0.0
2329,0.0
3733,0.0
3222,0.0
3380,0.0
2787,0.0
3110,0.0
2968,1.0
2667,0.0
3149,1.0
2039,0.0
2839,0.0
2158,0.0
2884,0.0
3728,0.0
2513,1.0
2885,1.0
2789,0.0
2038,0.0
3932,0.0
3155,0.0
2695,0.0
3075,0.0
2387,0.0
3584,1.0
3372,1.0
3339,0.0
2324,1.0
3502,0.0
2373,1.0
3711,0.0
3558,1.0
2524,0.0
3874,0.0
3681,0.0
2957,1.0
3225,0.0
