,x1,x2
1282,1.3,2.5
1091,2.5,-0.0
1779,0.3,1.8
1588,0.6,1.3
1147,3.3,2.5
1286,1.0,2.1
1960,2.4,0.0
1502,2.0,2.3
1034,2.4,5.8
1203,0.6,1.2
1345,1.2,0.0
1847,1.6,-0.0
1821,0.7,1.3
1025,0.3,1.9
1219,1.3,2.7
1278,1.3,2.6
1681,0.8,1.5
1590,1.8,2.9
1394,1.0,2.0
1214,1.5,2.3
1296,1.5,3.1
1484,2.3,4.9
1594,0.6,1.2
1741,1.2,2.5
1768,3.1,6.2
1011,0.9,4.1
1144,0.9,2.7
1890,1.2,2.4
1570,2.0,4.0
1165,0.7,1.5
1744,0.8,1.7
1557,2.0,3.9
1474,1.1,2.3
1276,0.8,1.6
1520,1.8,-0.0
1964,0.9,2.0
1883,1.0,2.5
1460,2.5,0.0
1936,1.1,1.3
1684,0.7,1.3
1391,1.3,2.1
1904,2.5,5.0
1479,0.6,3.0
1014,0.4,1.8
1179,1.0,4.1
1692,1.7,3.2
1016,1.4,4.2
1495,1.3,2.6
1750,2.3,0.0
1212,1.4,0.7
1845,0.7,1.5
1680,1.2,2.3
1036,1.1,2.3
1558,-0.0,3.0
1519,1.4,0.0
1332,1.4,2.6
1537,1.1,1.9
1202,1.3,3.6
1333,0.9,1.6
1828,0.8,1.5
1244,0.3,2.1
1662,1.2,3.1
1874,2.0,3.9
1496,0.5,1.3
1240,1.4,2.7
1305,2.8,5.6
1559,1.7,1.9
1428,1.5,3.1
1422,1.0,1.9
1606,0.9,1.7
1154,0.7,1.4
1693,-0.0,4.7
1000,1.4,2.8
1759,1.5,3.1
1582,1.8,3.7
1659,1.7,0.0
1306,0.5,1.8
1961,0.2,3.5
1449,0.7,1.3
1839,0.9,1.7
1652,0.0,2.1
1776,1.0,0.9
1099,2.6,5.1
1466,1.1,5.4
1880,1.2,1.4
1926,2.1,5.3
1470,0.8,1.6
1157,1.1,3.6
1998,2.0,3.8
1289,1.0,2.1
1002,1.2,0.0
1106,1.4,1.4
1049,1.9,0.0
1934,0.5,1.3
1856,0.7,1.3
1298,1.4,-0.0
1983,1.0,2.3
1001,3.1,5.6
1531,0.4,2.1
1111,2.8,5.5
