,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,2.0,0.0,0.6445509,9.0,7.0,11.0
2001,5.0,0.0,0.87457,3.0,8.0,2.0
2002,2.0,2.0,0.22152972,4.0,2.0,2.0
2003,2.0,0.0,0.33960903,5.0,4.0,2.0
2004,6.0,3.0,0.51312053,4.0,4.0,3.0
2005,2.0,0.0,0.24490476,6.0,3.0,3.0
2006,2.0,3.0,0.784899,3.0,0.0,6.0
2007,4.0,0.0,0.38127506,8.0,3.0,4.0
2008,0.0,2.0,0.536929,2.0,3.0,3.0
2009,4.0,2.0,0.8977058,5.0,1.0,6.0
2010,2.0,0.0,0.29267812,2.0,5.0,2.0
2011,3.0,0.0,0.33478296,6.0,7.0,0.0
2012,2.0,2.0,0.76206565,4.0,1.0,0.0
2013,0.0,1.0,0.87540793,5.0,3.0,2.0
2014,0.0,0.0,0.1899718,3.0,1.0,3.0
2015,2.0,0.0,0.7590525,7.0,2.0,1.0
2016,3.0,2.0,0.8502469,1.0,11.0,4.0
2017,7.0,0.0,0.4480852,4.0,4.0,1.0
2018,7.0,0.0,0.8118752,3.0,2.0,1.0
2019,4.0,1.0,0.33616316,5.0,5.0,3.0
2020,3.0,3.0,0.4489348,2.0,1.0,1.0
2021,5.0,0.0,0.15572941,4.0,1.0,5.0
2022,5.0,2.0,0.9700892,4.0,1.0,4.0
2023,3.0,0.0,0.25497365,3.0,1.0,1.0
2024,2.0,2.0,0.8556473,3.0,6.0,5.0
2025,4.0,2.0,0.97126377,0.0,7.0,7.0
2026,3.0,2.0,0.18771696,1.0,8.0,6.0
2027,3.0,0.0,0.21177757,2.0,5.0,7.0
2028,2.0,2.0,0.6869831,1.0,2.0,1.0
2029,5.0,0.0,0.32275987,7.0,4.0,3.0
2030,2.0,2.0,0.71197176,2.0,4.0,2.0
2031,1.0,2.0,0.1752609,2.0,3.0,2.0
2032,2.0,0.0,0.17357528,2.0,4.0,3.0
2033,5.0,0.0,0.76444757,4.0,5.0,7.0
2034,3.0,2.0,0.79006565,3.0,1.0,5.0
2035,3.0,1.0,0.9816617,2.0,1.0,3.0
2036,2.0,1.0,0.7409829,2.0,1.0,2.0
2037,3.0,0.0,0.56253767,6.0,7.0,3.0
2038,2.0,0.0,0.2887112,4.0,2.0,0.0
2039,4.0,0.0,0.5325717,7.0,3.0,4.0
2040,3.0,0.0,0.42737103,2.0,9.0,1.0
2041,2.0,1.0,0.021394968,6.0,1.0,7.0
2042,3.0,0.0,0.5988108,6.0,0.0,6.0
2043,4.0,2.0,0.18145823,4.0,4.0,1.0
2044,2.0,3.0,0.80807436,4.0,5.0,6.0
2045,1.0,0.0,0.9417553,2.0,4.0,3.0
2046,5.0,0.0,0.23140311,5.0,5.0,1.0
2047,4.0,1.0,0.81935334,2.0,4.0,1.0
2048,3.0,2.0,0.50889194,6.0,0.0,4.0
2049,1.0,1.0,0.50144947,5.0,2.0,9.0
2050,7.0,0.0,0.15329862,2.0,3.0,7.0
2051,2.0,0.0,0.4760927,4.0,1.0,4.0
2052,6.0,1.0,0.8264257,2.0,5.0,3.0
2053,4.0,1.0,0.5440129,5.0,0.0,3.0
2054,4.0,0.0,0.42176425,3.0,6.0,5.0
2055,3.0,1.0,0.78122437,5.0,2.0,4.0
2056,3.0,3.0,0.530578,2.0,9.0,0.0
2057,2.0,3.0,0.9481224,5.0,10.0,4.0
2058,3.0,0.0,0.80228126,2.0,4.0,6.0
2059,1.0,1.0,0.9343947,4.0,6.0,1.0
2060,3.0,0.0,0.102152586,5.0,0.0,5.0
2061,5.0,1.0,0.053331375,2.0,3.0,4.0
2062,5.0,3.0,0.3810978,4.0,5.0,10.0
2063,5.0,2.0,0.2025621,4.0,4.0,5.0
2064,1.0,0.0,0.83109975,2.0,1.0,8.0
2065,0.0,3.0,0.7042731,4.0,4.0,3.0
2066,2.0,2.0,0.96754014,6.0,2.0,13.0
2067,2.0,0.0,0.6607702,7.0,1.0,7.0
2068,0.0,0.0,0.5201224,1.0,4.0,5.0
2069,4.0,2.0,0.1014117,5.0,1.0,4.0
2070,0.0,1.0,0.29495716,2.0,6.0,3.0
2071,3.0,2.0,0.16804159,6.0,2.0,3.0
2072,2.0,1.0,0.94647443,5.0,5.0,6.0
2073,2.0,2.0,0.8253443,2.0,5.0,6.0
2074,1.0,0.0,0.26688528,4.0,4.0,2.0
2075,4.0,0.0,0.8381171,6.0,11.0,3.0
2076,3.0,2.0,0.4364431,8.0,10.0,0.0
2077,5.0,0.0,0.6348398,6.0,7.0,4.0
2078,2.0,0.0,0.7761742,1.0,3.0,4.0
2079,3.0,0.0,0.97583175,7.0,8.0,4.0
2080,6.0,1.0,0.8247106,3.0,2.0,3.0
2081,2.0,0.0,0.16454422,3.0,3.0,7.0
2082,4.0,1.0,0.7370992,2.0,9.0,2.0
2083,6.0,1.0,0.38083827,4.0,5.0,1.0
2084,2.0,3.0,0.82389665,7.0,1.0,0.0
2085,5.0,0.0,0.93817055,4.0,5.0,3.0
2086,0.0,0.0,0.88571024,1.0,2.0,12.0
2087,6.0,0.0,0.5560094,3.0,5.0,3.0
2088,5.0,2.0,0.37432444,2.0,3.0,5.0
2089,4.0,0.0,0.39414096,2.0,2.0,4.0
2090,3.0,2.0,0.0043079853,5.0,2.0,5.0
2091,2.0,0.0,0.6113914,4.0,1.0,3.0
2092,3.0,0.0,0.6291827,3.0,2.0,5.0
2093,3.0,0.0,0.86228335,7.0,2.0,10.0
2094,5.0,0.0,0.97426045,0.0,3.0,5.0
2095,5.0,0.0,0.16626966,5.0,1.0,6.0
2096,3.0,2.0,0.47463405,1.0,1.0,1.0
2097,2.0,0.0,0.818704,2.0,5.0,0.0
2098,4.0,0.0,0.9844595,1.0,2.0,3.0
2099,2.0,0.0,0.16370761,3.0,4.0,5.0
2100,7.0,2.0,0.84770334,6.0,7.0,3.0
2101,2.0,2.0,0.95754933,4.0,5.0,4.0
2102,2.0,2.0,0.8885149,4.0,0.0,2.0
2103,3.0,0.0,0.4202062,5.0,2.0,2.0
2104,1.0,0.0,0.71571636,5.0,3.0,3.0
2105,3.0,0.0,0.3022864,6.0,10.0,2.0
2106,3.0,3.0,0.7629415,6.0,2.0,1.0
2107,7.0,2.0,0.42767406,8.0,4.0,7.0
2108,6.0,0.0,0.44989514,0.0,1.0,5.0
2109,2.0,0.0,0.8794074,4.0,5.0,5.0
2110,1.0,2.0,0.08123624,2.0,2.0,1.0
2111,5.0,2.0,0.7643143,5.0,3.0,2.0
2112,0.0,0.0,0.7825805,4.0,2.0,1.0
2113,1.0,0.0,0.7737893,6.0,4.0,4.0
2114,11.0,1.0,0.7363962,5.0,1.0,4.0
2115,7.0,0.0,0.0977813,3.0,5.0,0.0
2116,5.0,2.0,0.11478722,3.0,0.0,4.0
2117,2.0,3.0,0.30878115,6.0,3.0,1.0
2118,4.0,2.0,0.510097,3.0,4.0,4.0
2119,4.0,3.0,0.11530006,4.0,2.0,2.0
2120,0.0,2.0,0.40337932,3.0,3.0,0.0
2121,2.0,0.0,0.2964133,6.0,4.0,9.0
2122,3.0,0.0,0.084861875,5.0,4.0,2.0
2123,3.0,2.0,0.84895813,3.0,3.0,5.0
2124,1.0,1.0,0.74652994,5.0,4.0,0.0
2125,1.0,1.0,0.97805417,5.0,2.0,12.0
2126,3.0,0.0,0.11097121,2.0,2.0,2.0
2127,2.0,0.0,0.558483,6.0,8.0,1.0
2128,3.0,1.0,0.2925911,2.0,3.0,7.0
2129,3.0,2.0,0.46053052,3.0,2.0,7.0
2130,5.0,1.0,0.67742085,5.0,5.0,5.0
2131,1.0,2.0,0.9740572,2.0,6.0,5.0
2132,7.0,0.0,0.14600515,2.0,1.0,0.0
2133,5.0,0.0,0.6394448,3.0,9.0,3.0
2134,2.0,1.0,0.3642851,3.0,1.0,2.0
2135,2.0,0.0,0.013623714,6.0,2.0,0.0
2136,0.0,2.0,0.89739203,2.0,1.0,5.0
2137,1.0,2.0,0.24825966,7.0,7.0,8.0
2138,1.0,2.0,0.19428933,7.0,4.0,7.0
2139,1.0,0.0,0.46573067,2.0,2.0,1.0
2140,2.0,1.0,0.20432627,3.0,2.0,10.0
2141,0.0,1.0,0.7610768,5.0,5.0,4.0
2142,1.0,0.0,0.6568819,2.0,2.0,1.0
2143,1.0,1.0,0.25036597,2.0,7.0,2.0
2144,7.0,0.0,0.2170037,3.0,3.0,6.0
2145,4.0,0.0,0.9945489,4.0,0.0,0.0
2146,4.0,2.0,0.5199052,3.0,1.0,8.0
2147,7.0,1.0,0.027589798,6.0,7.0,8.0
2148,0.0,0.0,0.6566713,6.0,9.0,5.0
2149,4.0,2.0,0.8746985,3.0,1.0,5.0
2150,2.0,2.0,0.06813657,5.0,2.0,2.0
2151,1.0,2.0,0.51362705,3.0,7.0,5.0
2152,3.0,0.0,0.84279585,4.0,3.0,4.0
2153,2.0,1.0,0.51860666,5.0,5.0,1.0
2154,2.0,0.0,0.18214118,4.0,3.0,5.0
2155,2.0,1.0,0.99682844,5.0,6.0,8.0
2156,2.0,2.0,0.5362042,2.0,1.0,5.0
2157,2.0,3.0,0.37667263,4.0,3.0,2.0
2158,1.0,2.0,0.6820781,5.0,1.0,5.0
2159,2.0,3.0,0.176121,4.0,1.0,4.0
2160,2.0,1.0,0.275985,3.0,0.0,7.0
2161,0.0,0.0,0.3037262,3.0,2.0,3.0
2162,3.0,3.0,0.94607854,4.0,1.0,7.0
2163,3.0,0.0,0.48574686,3.0,2.0,4.0
2164,2.0,1.0,0.42861807,0.0,0.0,8.0
2165,2.0,1.0,0.7663388,2.0,2.0,5.0
2166,1.0,0.0,0.9685879,6.0,6.0,6.0
2167,6.0,3.0,0.49485528,4.0,2.0,11.0
2168,1.0,2.0,0.86184895,5.0,1.0,1.0
2169,4.0,1.0,0.7623093,4.0,0.0,6.0
2170,6.0,1.0,0.037616372,5.0,4.0,7.0
2171,2.0,0.0,0.54693604,2.0,11.0,9.0
2172,4.0,2.0,0.3841827,1.0,1.0,7.0
2173,4.0,1.0,0.03071642,3.0,1.0,7.0
2174,0.0,0.0,0.69832635,4.0,2.0,5.0
2175,3.0,1.0,0.24590778,8.0,1.0,2.0
2176,4.0,0.0,0.65437365,3.0,1.0,2.0
2177,5.0,2.0,0.81829286,6.0,3.0,1.0
2178,1.0,2.0,0.011516452,2.0,1.0,2.0
2179,4.0,0.0,0.7281549,6.0,0.0,9.0
2180,4.0,0.0,0.28917992,2.0,4.0,6.0
2181,1.0,0.0,0.5333657,2.0,6.0,1.0
2182,1.0,2.0,0.9098718,3.0,4.0,3.0
2183,9.0,0.0,0.65330684,4.0,5.0,3.0
2184,1.0,0.0,0.29795408,3.0,13.0,10.0
2185,3.0,0.0,0.66100216,4.0,7.0,5.0
2186,5.0,2.0,0.8826213,7.0,6.0,4.0
2187,3.0,1.0,0.43617928,6.0,0.0,2.0
2188,4.0,0.0,0.4572351,8.0,4.0,7.0
2189,2.0,2.0,0.45735335,5.0,0.0,2.0
2190,2.0,0.0,0.16846383,6.0,4.0,7.0
2191,4.0,0.0,0.83371854,2.0,0.0,6.0
2192,4.0,3.0,0.6117753,1.0,4.0,4.0
2193,8.0,0.0,0.57854426,4.0,5.0,2.0
2194,2.0,3.0,0.5607971,8.0,7.0,2.0
2195,6.0,0.0,0.019767165,4.0,1.0,2.0
2196,1.0,0.0,0.5472461,8.0,0.0,3.0
2197,4.0,0.0,0.28127563,2.0,9.0,4.0
2198,4.0,0.0,0.33814502,5.0,4.0,5.0
2199,1.0,3.0,0.4888264,6.0,3.0,2.0
2200,2.0,2.0,0.22135198,1.0,6.0,3.0
2201,2.0,2.0,0.19926322,8.0,0.0,6.0
2202,7.0,1.0,0.21036482,1.0,4.0,5.0
2203,3.0,0.0,0.47345173,4.0,3.0,4.0
2204,2.0,3.0,0.3715645,7.0,7.0,6.0
2205,3.0,2.0,0.82917094,3.0,4.0,8.0
2206,1.0,1.0,0.51665926,6.0,1.0,7.0
2207,3.0,2.0,0.16374111,0.0,3.0,6.0
2208,3.0,2.0,0.5540676,3.0,4.0,0.0
2209,5.0,0.0,0.25698447,0.0,2.0,5.0
2210,0.0,2.0,0.35578537,7.0,4.0,2.0
2211,4.0,3.0,0.32234764,4.0,2.0,9.0
2212,0.0,0.0,0.0066463947,3.0,4.0,0.0
2213,3.0,0.0,0.86073613,1.0,0.0,2.0
2214,3.0,0.0,0.0047467947,4.0,3.0,9.0
2215,4.0,0.0,0.36589253,1.0,2.0,3.0
2216,2.0,2.0,0.008851767,5.0,4.0,1.0
2217,2.0,1.0,0.7690922,8.0,2.0,4.0
2218,5.0,1.0,0.72319484,1.0,1.0,7.0
2219,0.0,0.0,0.41105127,4.0,5.0,2.0
2220,5.0,0.0,0.26273644,3.0,3.0,9.0
2221,6.0,0.0,0.7385702,3.0,3.0,1.0
2222,7.0,1.0,0.8970604,4.0,3.0,3.0
2223,1.0,3.0,0.85892415,7.0,2.0,1.0
2224,7.0,0.0,0.75370634,10.0,6.0,2.0
2225,3.0,2.0,0.4862175,2.0,2.0,8.0
2226,0.0,0.0,0.3131106,1.0,2.0,1.0
2227,1.0,0.0,0.7978699,5.0,0.0,1.0
2228,1.0,0.0,0.5859797,5.0,4.0,10.0
2229,3.0,0.0,0.6612598,3.0,3.0,4.0
2230,0.0,2.0,0.87418044,3.0,6.0,5.0
2231,2.0,0.0,0.29776585,8.0,0.0,2.0
2232,2.0,2.0,0.0074288845,1.0,3.0,3.0
2233,4.0,0.0,0.5764643,9.0,7.0,3.0
2234,5.0,0.0,0.602147,7.0,8.0,4.0
2235,2.0,1.0,0.4215505,2.0,4.0,12.0
2236,4.0,0.0,0.83205366,4.0,11.0,3.0
2237,7.0,2.0,0.4265411,3.0,3.0,3.0
2238,2.0,0.0,0.07643545,9.0,4.0,1.0
2239,1.0,1.0,0.08382881,4.0,1.0,10.0
2240,7.0,0.0,0.60492086,1.0,0.0,2.0
2241,4.0,2.0,0.9783108,2.0,2.0,3.0
2242,2.0,2.0,0.38884497,5.0,4.0,0.0
2243,1.0,2.0,0.35643935,7.0,8.0,1.0
2244,2.0,0.0,0.72367394,5.0,0.0,6.0
2245,2.0,3.0,0.63951635,5.0,1.0,1.0
2246,7.0,0.0,0.020338535,5.0,1.0,1.0
2247,4.0,2.0,0.63679636,3.0,2.0,6.0
2248,5.0,0.0,0.33176446,4.0,0.0,4.0
2249,3.0,3.0,0.5165299,7.0,2.0,7.0
2250,4.0,1.0,0.93120134,4.0,4.0,5.0
2251,2.0,2.0,0.89163077,2.0,3.0,1.0
2252,3.0,2.0,0.4254105,6.0,4.0,6.0
2253,2.0,2.0,0.70282805,7.0,7.0,1.0
2254,8.0,0.0,0.34582877,3.0,2.0,2.0
2255,4.0,1.0,0.92547894,4.0,3.0,4.0
2256,3.0,0.0,0.96555686,4.0,12.0,0.0
2257,2.0,0.0,0.31910753,3.0,6.0,2.0
2258,4.0,0.0,0.8645549,5.0,2.0,3.0
2259,6.0,0.0,0.7504704,2.0,0.0,3.0
2260,6.0,1.0,0.48942792,2.0,12.0,5.0
2261,3.0,0.0,0.4896524,0.0,1.0,0.0
2262,1.0,0.0,0.25041223,3.0,5.0,1.0
2263,0.0,0.0,0.1640737,2.0,1.0,8.0
2264,3.0,2.0,0.7131475,4.0,4.0,1.0
2265,6.0,1.0,0.07560372,4.0,5.0,6.0
2266,2.0,2.0,0.851637,3.0,6.0,4.0
2267,0.0,3.0,0.1807586,2.0,4.0,7.0
2268,3.0,2.0,0.42367363,3.0,3.0,5.0
2269,5.0,3.0,0.5230707,7.0,7.0,4.0
2270,2.0,2.0,0.16447008,3.0,0.0,6.0
2271,4.0,2.0,0.18553483,6.0,6.0,3.0
2272,1.0,2.0,0.13200474,6.0,3.0,4.0
2273,4.0,0.0,0.12281096,2.0,6.0,3.0
2274,1.0,0.0,0.1904434,4.0,5.0,0.0
2275,5.0,0.0,0.08074069,2.0,4.0,6.0
2276,3.0,1.0,0.6262754,5.0,3.0,3.0
2277,0.0,1.0,0.1419146,5.0,2.0,5.0
2278,2.0,0.0,0.026498556,2.0,1.0,4.0
2279,1.0,1.0,0.9343201,3.0,6.0,6.0
2280,3.0,0.0,0.18807387,4.0,5.0,6.0
2281,3.0,1.0,0.75296783,6.0,0.0,0.0
2282,3.0,3.0,0.8967302,3.0,0.0,2.0
2283,2.0,0.0,0.47506595,3.0,5.0,3.0
2284,2.0,2.0,0.87554073,6.0,2.0,3.0
2285,1.0,2.0,0.10001743,5.0,6.0,7.0
2286,2.0,2.0,0.25048518,2.0,2.0,4.0
2287,4.0,1.0,0.037843466,4.0,8.0,11.0
2288,8.0,0.0,0.36643136,4.0,1.0,2.0
2289,1.0,2.0,0.32534885,5.0,12.0,3.0
2290,4.0,0.0,0.17615306,5.0,1.0,7.0
2291,0.0,2.0,0.20533407,3.0,2.0,0.0
2292,2.0,0.0,0.47728944,1.0,5.0,4.0
2293,3.0,2.0,0.67857945,5.0,0.0,4.0
2294,2.0,1.0,0.9210813,7.0,4.0,5.0
2295,2.0,1.0,0.30587864,2.0,6.0,6.0
2296,0.0,1.0,0.6533847,6.0,0.0,1.0
2297,4.0,0.0,0.9701289,5.0,0.0,0.0
2298,4.0,2.0,0.68194544,6.0,5.0,5.0
2299,5.0,0.0,0.40159452,2.0,17.0,3.0
2300,1.0,1.0,0.1095016,3.0,1.0,1.0
2301,4.0,2.0,0.44169307,7.0,5.0,1.0
2302,3.0,0.0,0.6216649,7.0,0.0,4.0
2303,3.0,0.0,0.9660728,9.0,9.0,0.0
2304,1.0,0.0,0.93370676,4.0,6.0,7.0
2305,3.0,2.0,0.38984418,8.0,0.0,3.0
2306,6.0,3.0,0.19393563,3.0,1.0,4.0
2307,1.0,1.0,0.26318157,8.0,4.0,2.0
2308,0.0,2.0,0.8894727,2.0,1.0,1.0
2309,2.0,0.0,0.81887186,4.0,6.0,3.0
2310,0.0,2.0,0.43344855,1.0,7.0,4.0
2311,1.0,1.0,0.15540063,4.0,2.0,5.0
2312,3.0,1.0,0.09579003,4.0,8.0,5.0
2313,1.0,3.0,0.47638988,7.0,5.0,9.0
2314,2.0,0.0,0.7908783,3.0,1.0,1.0
2315,5.0,1.0,0.9715202,5.0,5.0,3.0
2316,0.0,0.0,0.10259724,6.0,0.0,5.0
2317,1.0,2.0,0.31367707,4.0,5.0,3.0
2318,0.0,0.0,0.18043864,6.0,7.0,3.0
2319,5.0,3.0,0.4647969,6.0,3.0,1.0
2320,3.0,0.0,0.9778242,5.0,6.0,2.0
2321,3.0,2.0,0.053105474,3.0,7.0,7.0
2322,3.0,0.0,0.45295012,2.0,1.0,2.0
2323,4.0,0.0,0.14410341,4.0,11.0,2.0
2324,1.0,3.0,0.9183836,8.0,3.0,6.0
2325,3.0,0.0,0.91091,2.0,1.0,6.0
2326,1.0,1.0,0.8286612,2.0,2.0,4.0
2327,1.0,1.0,0.8907167,5.0,13.0,3.0
2328,3.0,1.0,0.236768,2.0,2.0,3.0
2329,5.0,0.0,0.71078634,3.0,4.0,9.0
2330,2.0,0.0,0.9009402,3.0,2.0,2.0
2331,1.0,2.0,0.29062653,1.0,8.0,2.0
2332,1.0,2.0,0.8760729,1.0,2.0,8.0
2333,5.0,2.0,0.44727445,2.0,2.0,3.0
2334,2.0,2.0,0.55837834,2.0,0.0,5.0
2335,0.0,3.0,0.3954445,4.0,4.0,3.0
2336,3.0,1.0,0.011554241,6.0,0.0,3.0
2337,2.0,0.0,0.25767398,2.0,5.0,18.0
2338,1.0,2.0,0.30857694,4.0,5.0,3.0
2339,4.0,0.0,0.9892491,6.0,1.0,3.0
2340,2.0,2.0,0.6762713,3.0,2.0,8.0
2341,0.0,3.0,0.43359172,4.0,1.0,3.0
2342,6.0,2.0,0.8314824,2.0,2.0,5.0
2343,3.0,0.0,0.24154317,3.0,10.0,5.0
2344,4.0,2.0,0.17160833,8.0,3.0,7.0
2345,4.0,0.0,0.7227346,0.0,3.0,4.0
2346,2.0,1.0,0.7263551,2.0,10.0,0.0
2347,4.0,2.0,0.48808074,1.0,0.0,3.0
2348,4.0,2.0,0.30356228,3.0,2.0,3.0
2349,5.0,0.0,0.2856629,3.0,4.0,1.0
2350,4.0,1.0,0.97715616,1.0,5.0,9.0
2351,4.0,0.0,0.1872567,4.0,1.0,7.0
2352,1.0,0.0,0.4650364,6.0,0.0,5.0
2353,5.0,2.0,0.9951123,1.0,10.0,5.0
2354,1.0,1.0,0.8731922,8.0,1.0,6.0
2355,1.0,2.0,0.18538225,6.0,3.0,3.0
2356,8.0,0.0,0.9530735,1.0,4.0,6.0
2357,3.0,1.0,0.51487863,1.0,10.0,0.0
2358,3.0,0.0,0.9585022,2.0,3.0,7.0
2359,3.0,1.0,0.6803839,3.0,2.0,6.0
2360,9.0,1.0,0.051018476,4.0,10.0,6.0
2361,3.0,0.0,0.7666762,2.0,2.0,8.0
2362,9.0,0.0,0.22535443,8.0,9.0,6.0
2363,2.0,1.0,0.9855093,9.0,3.0,3.0
2364,1.0,0.0,0.7655808,2.0,3.0,3.0
2365,2.0,2.0,0.08960104,2.0,1.0,1.0
2366,2.0,2.0,0.727281,5.0,9.0,4.0
2367,1.0,1.0,0.52159536,5.0,0.0,6.0
2368,8.0,2.0,0.72389686,2.0,3.0,6.0
2369,3.0,3.0,0.8882265,1.0,29.0,3.0
2370,1.0,2.0,0.47860646,5.0,8.0,4.0
2371,8.0,0.0,0.7000443,6.0,6.0,1.0
2372,5.0,2.0,0.16297042,3.0,10.0,2.0
2373,2.0,1.0,0.5395235,2.0,7.0,7.0
2374,7.0,0.0,0.5881814,1.0,3.0,4.0
2375,4.0,2.0,0.97236407,1.0,1.0,2.0
2376,0.0,0.0,0.11210644,4.0,0.0,4.0
2377,5.0,0.0,0.91525924,6.0,9.0,3.0
2378,3.0,0.0,0.5732938,4.0,10.0,4.0
2379,1.0,0.0,0.9920654,4.0,6.0,4.0
2380,1.0,3.0,0.37814867,3.0,3.0,1.0
2381,4.0,0.0,0.8133589,5.0,5.0,6.0
2382,5.0,0.0,0.8125272,2.0,5.0,2.0
2383,2.0,1.0,0.5054219,3.0,2.0,8.0
2384,3.0,0.0,0.92622805,4.0,1.0,10.0
2385,7.0,2.0,0.46941614,5.0,5.0,2.0
2386,0.0,2.0,0.6851716,3.0,4.0,4.0
2387,2.0,3.0,0.23953581,1.0,3.0,4.0
2388,2.0,1.0,0.7023839,3.0,6.0,2.0
2389,4.0,3.0,0.4064654,8.0,6.0,4.0
2390,6.0,0.0,0.3646525,8.0,1.0,5.0
2391,1.0,3.0,0.80191743,3.0,2.0,6.0
2392,2.0,2.0,0.053744793,8.0,5.0,7.0
2393,3.0,0.0,0.2245363,5.0,5.0,6.0
2394,2.0,0.0,0.479715,3.0,0.0,3.0
2395,2.0,3.0,0.18992186,4.0,2.0,6.0
2396,6.0,2.0,0.96145654,6.0,4.0,10.0
2397,8.0,3.0,0.3696208,5.0,5.0,3.0
2398,0.0,3.0,0.83967507,5.0,3.0,3.0
2399,3.0,0.0,0.87609136,1.0,3.0,4.0
2400,2.0,1.0,0.05600059,5.0,0.0,2.0
2401,2.0,1.0,0.5604807,3.0,2.0,1.0
2402,3.0,2.0,0.054021835,5.0,0.0,6.0
2403,4.0,2.0,0.8566873,7.0,8.0,10.0
2404,4.0,0.0,0.28152668,4.0,3.0,7.0
2405,8.0,0.0,0.9835017,5.0,1.0,6.0
2406,2.0,1.0,0.3338226,2.0,2.0,2.0
2407,0.0,0.0,0.25265622,3.0,4.0,3.0
2408,5.0,2.0,0.16407084,4.0,3.0,5.0
2409,3.0,0.0,0.73222923,6.0,1.0,5.0
2410,1.0,1.0,0.53654134,5.0,4.0,3.0
2411,8.0,1.0,0.7681006,3.0,9.0,3.0
2412,4.0,1.0,0.76448286,2.0,2.0,1.0
2413,3.0,0.0,0.38556635,4.0,0.0,2.0
2414,3.0,1.0,0.12175405,3.0,3.0,4.0
2415,3.0,0.0,0.39517736,2.0,1.0,1.0
2416,3.0,2.0,0.25151885,2.0,1.0,4.0
2417,6.0,1.0,0.4457333,4.0,4.0,1.0
2418,5.0,1.0,0.30505252,7.0,13.0,0.0
2419,4.0,1.0,0.031774998,3.0,4.0,2.0
2420,9.0,2.0,0.8917334,2.0,3.0,1.0
2421,1.0,2.0,0.5427598,4.0,2.0,3.0
2422,0.0,3.0,0.6156838,5.0,2.0,1.0
2423,0.0,0.0,0.7044387,6.0,1.0,3.0
2424,3.0,0.0,0.041321397,7.0,1.0,6.0
2425,3.0,2.0,0.046652436,5.0,7.0,1.0
2426,1.0,3.0,0.94431436,4.0,1.0,3.0
2427,2.0,0.0,0.0074579716,6.0,0.0,9.0
2428,5.0,2.0,0.8896291,5.0,5.0,4.0
2429,2.0,1.0,0.7962811,2.0,5.0,8.0
2430,1.0,0.0,0.110310555,2.0,1.0,2.0
2431,2.0,0.0,0.11308396,6.0,2.0,5.0
2432,3.0,0.0,0.3040713,6.0,0.0,2.0
2433,3.0,0.0,0.80179095,3.0,1.0,2.0
2434,2.0,0.0,0.5187454,5.0,4.0,3.0
2435,4.0,3.0,0.9246664,5.0,5.0,2.0
2436,2.0,2.0,0.45229757,5.0,2.0,2.0
2437,3.0,2.0,0.44625866,3.0,8.0,3.0
2438,8.0,0.0,0.88472664,4.0,9.0,4.0
2439,0.0,0.0,0.76878893,3.0,3.0,1.0
2440,2.0,2.0,0.71636057,1.0,4.0,2.0
2441,5.0,0.0,0.705742,5.0,15.0,2.0
2442,0.0,0.0,0.45282733,4.0,1.0,5.0
2443,4.0,1.0,0.46067095,4.0,3.0,17.0
2444,0.0,0.0,0.92433655,2.0,5.0,4.0
2445,3.0,1.0,0.8106996,9.0,0.0,0.0
2446,2.0,3.0,0.17895472,6.0,0.0,0.0
2447,1.0,3.0,7.271767e-05,4.0,7.0,4.0
2448,6.0,0.0,0.16842568,2.0,3.0,4.0
2449,3.0,0.0,0.6751294,3.0,2.0,5.0
2450,9.0,0.0,0.8582462,2.0,2.0,1.0
2451,0.0,2.0,0.47550273,3.0,2.0,5.0
2452,5.0,0.0,0.78166986,4.0,8.0,3.0
2453,5.0,2.0,0.15715313,3.0,2.0,0.0
2454,2.0,2.0,0.514439,1.0,3.0,2.0
2455,4.0,0.0,0.28513885,5.0,4.0,3.0
2456,2.0,0.0,0.40017295,2.0,5.0,3.0
2457,3.0,0.0,0.030557394,1.0,10.0,2.0
2458,7.0,0.0,0.8208617,9.0,1.0,6.0
2459,5.0,3.0,0.99338365,6.0,2.0,4.0
